t_center_s,t_pred_s,ref_bpm,final_bpm,pure_fft_bpm,motion_flag,segment
1.0,5.5,57.0,55.2978515625,55.2978515625,0,pre_rest
2.0,6.5,57.0,55.2978515625,55.2978515625,0,pre_rest
3.0,7.5,57.0,55.2978515625,55.2978515625,0,pre_rest
4.0,8.5,57.0,55.206298828125,55.206298828125,0,pre_rest
5.0,9.5,57.0,55.11474609375,55.11474609375,0,pre_rest
6.0,10.5,56.85737566644452,55.11474609375,55.11474609375,0,pre_rest
7.0,11.5,56.35737566644452,55.11474609375,55.11474609375,0,pre_rest
8.0,12.5,56.0,55.11474609375,55.11474609375,0,pre_rest
9.0,13.5,56.0,55.11474609375,55.11474609375,0,pre_rest
10.0,14.5,56.0,55.206298828125,55.206298828125,0,pre_rest
11.0,15.5,56.0,55.2978515625,55.2978515625,0,pre_rest
12.0,16.5,56.0,55.2978515625,55.2978515625,0,pre_rest
13.0,17.5,56.0,55.2978515625,55.2978515625,0,pre_rest
14.0,18.5,56.0,55.2978515625,55.2978515625,0,pre_rest
15.0,19.5,56.0,55.2978515625,55.2978515625,0,pre_rest
16.0,20.5,56.0,55.389404296875,55.389404296875,0,pre_rest
17.0,21.5,56.0,55.48095703125,55.48095703125,0,pre_rest
18.0,22.5,56.0,55.48095703125,55.48095703125,0,pre_rest
19.0,23.5,56.0,55.48095703125,55.48095703125,0,pre_rest
20.0,24.5,56.0,55.48095703125,55.48095703125,0,pre_rest
21.0,25.5,56.0,55.48095703125,55.48095703125,0,pre_rest
22.0,26.5,56.0,55.48095703125,55.48095703125,0,pre_rest
23.0,27.5,55.84589724039526,55.48095703125,55.48095703125,0,pre_rest
24.0,28.5,55.34589724039526,55.48095703125,55.48095703125,0,pre_rest
25.0,29.5,55.0,55.48095703125,55.48095703125,0,pre_rest
26.0,30.5,55.0,55.48095703125,55.48095703125,0,pre_rest
27.0,31.5,55.0,55.48095703125,55.48095703125,0,pre_rest
28.0,32.5,55.0,55.6640625,55.6640625,0,pre_rest
29.0,33.5,55.158675465661965,56.7626953125,56.7626953125,0,pre_rest
30.0,34.5,55.658675465661965,56.7626953125,56.7626953125,0,pre_rest
31.0,35.5,56.0,56.94580078125,56.94580078125,0,pre_rest
32.0,36.5,56.0,57.12890625,57.12890625,0,pre_rest
33.0,37.5,56.0,57.12890625,57.12890625,0,pre_rest
34.0,38.5,56.1534015887578,57.4951171875,57.4951171875,0,pre_rest
35.0,39.5,56.6534015887578,57.4951171875,57.4951171875,0,pre_rest
36.0,40.5,57.0,57.67822265625,57.67822265625,0,pre_rest
37.0,41.5,57.0,57.861328125,57.861328125,0,pre_rest
38.0,42.5,57.0,57.861328125,57.861328125,0,pre_rest
39.0,43.5,57.0,58.04443359375,58.04443359375,0,pre_rest
40.0,44.5,57.0,58.04443359375,58.04443359375,0,pre_rest
41.0,45.5,57.0,58.41064453125,58.41064453125,0,pre_rest
42.0,46.5,57.15320792381276,58.9599609375,58.9599609375,0,pre_rest
43.0,47.5,57.65320792381276,59.14306640625,59.14306640625,0,pre_rest
44.0,48.5,58.0,59.14306640625,59.14306640625,0,pre_rest
45.0,49.5,58.0,59.14306640625,59.14306640625,0,pre_rest
46.0,50.5,58.0,59.326171875,59.326171875,0,pre_rest
47.0,51.5,58.0,59.326171875,59.326171875,0,pre_rest
48.0,52.5,58.153332990085175,59.50927734375,59.50927734375,0,pre_rest
49.0,53.5,58.653332990085175,59.50927734375,59.50927734375,0,pre_rest
50.0,54.5,59.0,59.6923828125,59.6923828125,0,pre_rest
51.0,55.5,59.0,59.87548828125,59.87548828125,0,pre_rest
52.0,56.5,59.0,60.05859375,60.05859375,1,motion
53.0,57.5,59.0,60.05859375,60.05859375,1,motion
54.0,58.5,59.0,60.05859375,60.05859375,1,motion
55.0,59.5,59.272433638207886,60.24169921875,60.4248046875,1,motion
56.0,60.5,60.905785606117185,60.4248046875,60.4248046875,1,motion
57.0,61.5,64.09296969573587,60.4248046875,60.4248046875,1,motion
58.0,62.5,68.22596408169345,60.60791015625,60.60791015625,1,motion
59.0,63.5,74.05860679672953,60.791015625,60.60791015625,1,motion
60.0,64.5,79.59857916996627,62.6220703125,87.70751953125,1,motion
61.0,65.5,82.78087452294392,64.8193359375,90.087890625,1,motion
62.0,66.5,85.29144556239928,71.8193359375,98.087890625,1,motion
63.0,67.5,87.7764444866732,78.8193359375,98.5673828125,1,motion
64.0,68.5,90.26653022466716,85.8193359375,100.341796875,1,motion
65.0,69.5,92.45053344678233,85.8193359375,100.341796875,1,motion
66.0,70.5,93.78586372314294,85.8193359375,100.7080078125,1,motion
67.0,71.5,94.80053725329617,85.8193359375,101.806640625,1,motion
68.0,72.5,95.8121197840685,85.8193359375,104.00390625,1,motion
69.0,73.5,96.78777830253784,85.8193359375,105.1025390625,1,motion
70.0,74.5,97.76575629714142,85.8193359375,105.28564453125,1,motion
71.0,75.5,98.6318663062894,92.8193359375,105.28564453125,1,motion
72.0,76.5,99.15325096780839,100.15869140625,106.087890625,1,motion
73.0,77.5,99.81145108358969,100.15869140625,106.5673828125,1,motion
74.0,78.5,100.65820011578131,100.341796875,107.666015625,1,motion
75.0,79.5,101.15319935532212,100.52490234375,109.68017578125,1,motion
76.0,80.5,101.81134114273392,101.4404296875,114.087890625,1,motion
77.0,81.5,102.81650943648921,103.271484375,117.68017578125,1,motion
78.0,82.5,103.81139573838078,103.271484375,118.2861328125,1,motion
79.0,83.5,104.80200536928447,104.3701171875,118.2861328125,1,motion
80.0,84.5,105.6489772799811,104.736328125,118.46923828125,1,motion
81.0,85.5,106.15329948265179,105.1025390625,118.46923828125,1,motion
82.0,86.5,106.96946939406322,106.5673828125,118.65234375,1,motion
83.0,87.5,108.46575214446466,107.11669921875,118.65234375,1,motion
84.0,88.5,109.9109581128976,107.48291015625,118.83544921875,1,motion
85.0,89.5,111.41948809222555,110.2294921875,118.83544921875,1,motion
86.0,90.5,112.97481562997199,110.2294921875,118.83544921875,1,motion
87.0,91.5,114.46978596880842,112.60986328125,118.83544921875,1,motion
88.0,92.5,115.65308255121761,114.80712890625,118.83544921875,1,motion
89.0,93.5,116.15847571332104,115.17333984375,118.83544921875,1,motion
90.0,94.5,116.65847571332104,117.00439453125,118.83544921875,1,motion
91.0,95.5,117.1467198049532,117.5537109375,118.83544921875,1,motion
92.0,96.5,117.6467198049532,117.5537109375,118.83544921875,1,motion
93.0,97.5,118.0,117.73681640625,118.83544921875,1,motion
94.0,98.5,118.0,118.10302734375,118.83544921875,1,motion
95.0,99.5,118.0,118.2861328125,118.83544921875,1,motion
96.0,100.5,118.0,118.46923828125,119.0185546875,1,motion
97.0,101.5,118.0,118.83544921875,119.20166015625,1,motion
98.0,102.5,118.0,118.83544921875,119.20166015625,1,motion
99.0,103.5,118.15234841807984,119.0185546875,119.20166015625,1,motion
100.0,104.5,118.81038131990172,119.0185546875,119.8076171875,1,motion
101.0,105.5,119.81638312394998,119.384765625,120.30029296875,1,motion
102.0,106.5,120.80658803412162,119.384765625,122.49755859375,1,motion
103.0,107.5,121.79038462833334,119.56787109375,122.49755859375,1,motion
104.0,108.5,122.79019847714714,120.849609375,123.4130859375,1,motion
105.0,109.5,123.79628205881,121.2158203125,123.96240234375,1,motion
106.0,110.5,124.64823039800272,122.86376953125,123.96240234375,1,motion
107.0,111.5,125.13689115673189,123.4130859375,123.96240234375,1,motion
108.0,112.5,125.63689115673189,123.96240234375,123.4130859375,1,motion
109.0,113.5,126.0,123.96240234375,123.4130859375,1,motion
110.0,114.5,126.0,123.96240234375,122.49755859375,1,motion
111.0,115.5,126.15320208580214,123.96240234375,121.39892578125,1,motion
112.0,116.5,126.65320208580214,123.96240234375,120.30029296875,1,motion
113.0,117.5,127.0,123.96240234375,120.30029296875,1,motion
114.0,118.5,127.0,123.96240234375,120.30029296875,1,motion
115.0,119.5,127.15809692581878,123.96240234375,120.30029296875,1,motion
116.0,120.5,127.65809692581878,123.96240234375,120.30029296875,1,motion
117.0,121.5,128.0,123.96240234375,120.30029296875,1,motion
118.0,122.5,128.0,123.96240234375,120.30029296875,1,motion
119.0,123.5,128.0,123.96240234375,120.30029296875,1,motion
120.0,124.5,127.85142227528758,123.96240234375,120.30029296875,1,motion
121.0,125.5,127.35142227528758,123.96240234375,120.30029296875,1,motion
122.0,126.5,126.84182686699427,123.96240234375,120.30029296875,1,motion
123.0,127.5,126.3418268669943,123.96240234375,120.30029296875,1,motion
124.0,128.5,126.0,123.96240234375,120.30029296875,1,motion
125.0,129.5,125.85202759693527,123.96240234375,119.8076171875,1,motion
126.0,130.5,125.19904416504951,123.96240234375,119.384765625,1,motion
127.0,131.5,124.18909609957622,123.4130859375,117.1875,1,motion
128.0,132.5,123.03485087388614,123.22998046875,116.1455078125,1,motion
129.0,133.5,121.40899575375184,122.86376953125,114.6240234375,1,motion
130.0,134.5,119.24252903649321,120.66650390625,113.70849609375,1,motion
131.0,135.5,116.70998371691243,118.46923828125,112.4267578125,1,motion
132.0,136.5,114.6836790917469,116.455078125,111.8076171875,1,motion
133.0,137.5,113.560230364394,113.1591796875,113.1591796875,0,post_rest
134.0,138.5,111.74384987251455,111.68474788281648,111.68474788281648,0,post_rest
135.0,139.5,109.68361950812053,110.08226548674716,110.08226548674716,0,post_rest
136.0,140.5,108.72407372124128,108.488832513622,108.488832513622,0,post_rest
137.0,141.5,107.17665784014272,106.35490912614242,106.35490912614242,0,post_rest
138.0,142.5,104.29965674421604,104.09226471447958,104.09226471447958,0,post_rest
139.0,143.5,102.04110568843745,101.97534494757073,101.97534494757073,0,post_rest
140.0,144.5,100.54696572501518,101.37723355434089,101.37723355434089,0,post_rest
141.0,145.5,99.35293266189234,100.92443735039195,100.92443735039195,0,post_rest
142.0,146.5,98.84198651069872,100.6167591585156,100.6167591585156,0,post_rest
143.0,147.5,98.34198651069872,100.04201936513864,100.04201936513864,0,post_rest
144.0,148.5,98.15223471318566,99.4746886126237,99.4746886126237,0,post_rest
145.0,149.5,98.3364482166473,99.05191307266256,99.05191307266256,0,post_rest
146.0,150.5,97.68421350346163,98.7735143319392,98.7735143319392,0,post_rest
