t_center_s,t_pred_s,ref_bpm,final_bpm,pure_fft_bpm,motion_flag,segment
51.0,48.5,59.0,58.41064453125,58.41064453125,0,pre_rest
52.0,49.5,60.0,58.59375,58.59375,0,pre_rest
53.0,50.5,61.0,59.14306640625,58.59375,1,motion
54.0,51.5,61.0,59.14306640625,58.77685546875,1,motion
55.0,52.5,61.0,60.05859375,58.9599609375,1,motion
56.0,53.5,61.0,60.05859375,60.24169921875,1,motion
57.0,54.5,61.49999999999999,61.1572265625,64.8193359375,1,motion
58.0,55.5,62.50000000000001,66.14306640625,72.32666015625,1,motion
59.0,56.5,63.0,67.05859375,85.693359375,1,motion
60.0,57.5,63.0,73.14306640625,88.80615234375,1,motion
61.0,58.5,62.50000000000001,80.14306640625,91.1865234375,1,motion
62.0,59.5,62.00000000000001,87.14306640625,92.28515625,1,motion
63.0,60.5,62.00000000000001,92.46826171875,92.83447265625,1,motion
64.0,61.5,64.00000000000001,93.20068359375,93.3837890625,1,motion
65.0,62.5,67.0,94.29931640625,94.482421875,1,motion
66.0,63.5,71.5,95.947265625,95.76416015625,1,motion
67.0,64.5,77.0,99.42626953125,98.5107421875,1,motion
68.0,65.5,80.00000000000001,101.4404296875,101.25732421875,1,motion
69.0,66.5,82.5,101.806640625,101.98974609375,1,motion
70.0,67.5,84.0,101.806640625,101.98974609375,1,motion
71.0,68.5,84.5,101.806640625,101.98974609375,1,motion
72.0,69.5,86.0,101.806640625,101.98974609375,1,motion
73.0,70.5,88.0,101.806640625,101.98974609375,1,motion
74.0,71.5,89.5,101.806640625,101.98974609375,1,motion
75.0,72.5,91.0,101.98974609375,101.98974609375,1,motion
76.0,73.5,92.5,101.98974609375,101.98974609375,1,motion
77.0,74.5,94.0,101.98974609375,101.98974609375,1,motion
78.0,75.5,95.5,101.98974609375,101.98974609375,1,motion
79.0,76.5,96.0,102.72216796875,101.98974609375,1,motion
80.0,77.5,96.0,103.271484375,101.98974609375,1,motion
81.0,78.5,96.5,106.38427734375,101.98974609375,1,motion
82.0,79.5,97.5,108.21533203125,107.48291015625,1,motion
83.0,80.5,98.0,108.7646484375,107.84912109375,1,motion
84.0,81.5,98.5,108.7646484375,108.21533203125,1,motion
85.0,82.5,99.99999999999999,109.4970703125,109.130859375,1,motion
86.0,83.5,101.5,110.2294921875,110.41259765625,1,motion
87.0,84.5,103.0,111.14501953125,111.14501953125,1,motion
88.0,85.5,105.0,112.79296875,111.14501953125,1,motion
89.0,86.5,107.0,113.8916015625,111.14501953125,1,motion
90.0,87.5,108.5,114.990234375,111.14501953125,1,motion
91.0,88.5,110.5,117.5537109375,117.00439453125,1,motion
92.0,89.5,112.0,118.83544921875,117.37060546875,1,motion
93.0,90.5,113.0,119.56787109375,118.65234375,1,motion
94.0,91.5,114.99999999999999,120.30029296875,120.1171875,1,motion
95.0,92.5,116.0,121.39892578125,121.58203125,1,motion
96.0,93.5,116.5,122.314453125,122.314453125,1,motion
97.0,94.5,117.5,122.49755859375,123.046875,1,motion
98.0,95.5,118.5,122.49755859375,123.779296875,1,motion
99.0,96.5,119.5,122.49755859375,124.32861328125,1,motion
100.0,97.5,121.0,122.49755859375,126.52587890625,1,motion
101.0,98.5,122.99999999999999,122.49755859375,127.62451171875,1,motion
102.0,99.5,124.50000000000001,122.49755859375,128.5400390625,1,motion
103.0,100.5,126.5,122.49755859375,135.31494140625,1,motion
104.0,101.5,128.0,122.49755859375,135.31494140625,1,motion
105.0,102.5,128.0,121.76513671875,135.8642578125,1,motion
106.0,103.5,128.0,121.76513671875,135.8642578125,1,motion
107.0,104.5,128.0,121.76513671875,135.8642578125,1,motion
108.0,105.5,128.5,117.5537109375,135.8642578125,1,motion
109.0,106.5,129.0,117.5537109375,135.8642578125,1,motion
110.0,107.5,129.0,115.17333984375,135.8642578125,1,motion
111.0,108.5,128.5,115.17333984375,135.31494140625,1,motion
112.0,109.5,128.0,115.17333984375,135.31494140625,1,motion
113.0,110.5,128.5,114.80712890625,134.94873046875,1,motion
114.0,111.5,129.0,114.80712890625,133.85009765625,1,motion
115.0,112.5,129.5,113.93359375,132.9345703125,1,motion
116.0,113.5,130.5,113.93359375,132.2021484375,1,motion
117.0,114.5,131.0,113.93359375,131.65283203125,1,motion
118.0,115.5,131.5,114.80712890625,131.4697265625,1,motion
119.0,116.5,132.0,114.80712890625,131.103515625,1,motion
120.0,117.5,132.0,115.17333984375,130.7373046875,1,motion
121.0,118.5,132.5,115.17333984375,129.638671875,1,motion
122.0,119.5,132.5,120.1171875,128.173828125,1,motion
123.0,120.5,132.0,120.1171875,126.89208984375,1,motion
124.0,121.5,132.0,120.1171875,125.79345703125,1,motion
125.0,122.5,132.0,127.4871826171875,127.4871826171875,0,post_rest
126.0,123.5,132.0,125.90933545074523,125.90933545074523,0,post_rest
127.0,124.5,131.0,124.34332012885906,124.34332012885906,0,post_rest
128.0,125.5,129.0,122.6515154206836,122.6515154206836,0,post_rest
129.0,126.5,126.0,120.696307308071,120.696307308071,0,post_rest
130.0,127.5,124.00000000000001,118.7520761121766,118.7520761121766,0,post_rest
131.0,128.5,123.50000000000001,116.68122171039846,116.68122171039846,0,post_rest
132.0,129.5,122.49999999999999,114.75813797635547,114.75813797635547,0,post_rest
133.0,130.5,121.5,113.11989620842274,113.11989620842274,0,post_rest
134.0,131.5,119.5,112.1782322732838,112.1782322732838,0,post_rest
135.0,132.5,117.5,111.5209136362736,111.5209136362736,0,post_rest
136.0,133.5,115.49999999999999,110.7357138174768,110.7357138174768,0,post_rest
137.0,134.5,113.5,109.6850704453605,109.6850704453605,0,post_rest
138.0,135.5,112.5,108.09409780628533,108.09409780628533,0,post_rest
139.0,136.5,109.50000000000001,106.23723221011663,106.23723221011663,0,post_rest
140.0,137.5,105.5,104.80090274997127,104.80090274997127,0,post_rest
141.0,138.5,102.50000000000001,103.647569252889,103.647569252889,0,post_rest
142.0,139.5,100.5,102.63969675728097,102.63969675728097,0,post_rest
143.0,140.5,100.0,102.1890717905105,102.1890717905105,0,post_rest
144.0,141.5,100.0,101.74618212621316,101.74618212621316,0,post_rest
145.0,142.5,99.5,101.31083677909041,101.31083677909041,0,post_rest
146.0,143.5,99.5,100.74552037772506,100.74552037772506,0,post_rest
147.0,144.5,99.5,100.05005125128142,100.05005125128142,0,post_rest
148.0,145.5,98.5,99.08692311283032,99.08692311283032,0,post_rest
149.0,146.5,97.5,97.85596315172731,97.85596315172731,0,post_rest
150.0,147.5,97.0,96.76899012872552,96.76899012872552,0,post_rest
151.0,148.5,96.0,96.37515606750506,96.37515606750506,0,post_rest
152.0,149.5,95.0,96.12498423786626,96.12498423786626,0,post_rest
153.0,150.5,94.5,95.88098917270923,95.88098917270923,0,post_rest
154.0,151.5,94.0,95.64301836717561,95.64301836717561,0,post_rest
155.0,152.5,94.0,95.41092308176529,95.41092308176529,0,post_rest
156.0,153.5,94.0,95.18455824936957,95.18455824936957,0,post_rest
157.0,154.5,92.49999999999999,94.9637823845994,94.9637823845994,0,post_rest
158.0,155.5,91.0,94.74845749535241,94.74845749535241,0,post_rest
159.0,156.5,89.5,94.53844899656342,94.53844899656342,0,post_rest
160.0,157.5,88.0,94.33362562608434,94.33362562608434,0,post_rest
161.0,158.5,88.0,94.13385936264103,94.13385936264103,0,post_rest
162.0,159.5,88.0,93.93902534581589,93.93902534581589,0,post_rest
163.0,160.5,89.0,93.74900179800606,93.74900179800606,0,post_rest
164.0,161.5,90.0,93.28901174518334,93.28901174518334,0,post_rest
165.0,162.5,90.0,89.94968641922111,89.94968641922111,0,post_rest
166.0,163.5,90.0,89.49873510736649,89.49873510736649,0,post_rest
167.0,164.5,90.0,88.36549098006272,88.36549098006272,0,post_rest
168.0,165.5,89.5,87.92313758457739,87.92313758457739,0,post_rest
169.0,166.5,86.0,85.28765897314388,85.28765897314388,0,post_rest
170.0,167.5,80.5,84.44149686401094,84.44149686401094,0,post_rest
171.0,168.5,77.0,83.04995682754753,83.04995682754753,0,post_rest
172.0,169.5,76.0,82.76089084111268,82.76089084111268,0,post_rest
173.0,170.5,76.0,82.33824215015139,82.33824215015139,0,post_rest
174.0,171.5,77.0,82.05657645891623,82.05657645891623,0,post_rest
175.0,172.5,78.0,81.77847445077761,81.77847445077761,0,post_rest
176.0,173.5,78.0,81.3665190365239,81.3665190365239,0,post_rest
177.0,174.5,78.0,81.09528260405371,81.09528260405371,0,post_rest
178.0,175.5,77.5,79.72871954286369,79.72871954286369,0,post_rest
179.0,176.5,77.0,78.22805193392294,78.22805193392294,0,post_rest
180.0,177.5,77.0,78.1038202799017,78.1038202799017,0,post_rest
181.0,178.5,77.0,77.9826559163471,77.9826559163471,0,post_rest
182.0,179.5,77.0,77.8644831115877,77.8644831115877,0,post_rest
183.0,180.5,77.0,77.74922800377365,77.74922800377365,0,post_rest
184.0,181.5,77.0,77.36216035158574,77.36216035158574,0,post_rest
185.0,182.5,76.0,77.11519720014653,77.11519720014653,0,post_rest
186.0,183.5,74.0,75.90963721210596,75.90963721210596,0,post_rest
187.0,184.5,72.5,76.21733738262355,76.21733738262355,0,post_rest
188.0,185.5,72.5,76.80227061478311,76.80227061478311,0,post_rest
189.0,186.5,73.5,76.84039872572635,76.84039872572635,0,post_rest
190.0,187.5,74.0,77.29296342254234,77.29296342254234,0,post_rest
191.0,188.5,75.0,77.74791692757566,77.74791692757566,0,post_rest
192.0,189.5,77.0,77.6558838546913,77.6558838546913,0,post_rest
193.0,190.5,77.5,77.01680668022276,77.01680668022276,0,post_rest
194.0,191.5,76.5,76.24261660545542,76.24261660545542,0,post_rest
195.0,192.5,74.5,75.60791711531016,75.60791711531016,0,post_rest
196.0,193.5,72.0,75.45597759648629,75.45597759648629,0,post_rest
197.0,194.5,69.99999999999999,75.30609414394925,75.30609414394925,0,post_rest
198.0,195.5,69.0,75.29554509480401,75.29554509480401,0,post_rest
199.0,196.5,68.5,75.28695183640951,75.28695183640951,0,post_rest
200.0,197.5,67.5,75.82958248637007,75.82958248637007,0,post_rest
201.0,198.5,67.0,75.13811162797839,75.13811162797839,0,post_rest
