t_center_s,t_pred_s,ref_bpm,final_bpm,pure_fft_bpm,motion_flag,segment
1.0,8.5,57.0,56.94580078125,56.94580078125,0,pre_rest
2.0,9.5,57.0,56.57958984375,56.57958984375,0,pre_rest
3.0,10.5,57.0,56.21337890625,56.21337890625,0,pre_rest
4.0,11.5,57.0,56.121826171875,56.121826171875,0,pre_rest
5.0,12.5,57.0,56.0302734375,56.0302734375,0,pre_rest
6.0,13.5,56.618253336574504,55.84716796875,55.84716796875,0,pre_rest
7.0,14.5,56.118253336574504,55.6640625,55.6640625,0,pre_rest
8.0,15.5,56.0,55.6640625,55.6640625,0,pre_rest
9.0,16.5,56.0,56.0302734375,56.0302734375,0,pre_rest
10.0,17.5,56.0,56.0302734375,56.0302734375,0,pre_rest
11.0,18.5,56.0,56.0302734375,56.0302734375,0,pre_rest
12.0,19.5,56.0,55.6640625,55.6640625,0,pre_rest
13.0,20.5,56.0,55.48095703125,55.48095703125,0,pre_rest
14.0,21.5,56.0,55.48095703125,55.48095703125,0,pre_rest
15.0,22.5,56.0,55.2978515625,55.2978515625,0,pre_rest
16.0,23.5,56.0,55.11474609375,55.11474609375,0,pre_rest
17.0,24.5,56.0,54.931640625,54.931640625,0,pre_rest
18.0,25.5,55.618295447751024,54.931640625,54.931640625,0,pre_rest
19.0,26.5,55.11829544775103,54.931640625,54.931640625,0,pre_rest
20.0,27.5,55.0,54.38232421875,54.38232421875,0,pre_rest
21.0,28.5,55.0,53.8330078125,53.8330078125,0,pre_rest
22.0,29.5,55.0,53.8330078125,53.8330078125,0,pre_rest
23.0,30.5,55.0,53.8330078125,53.8330078125,0,pre_rest
24.0,31.5,55.0,53.8330078125,53.8330078125,0,pre_rest
25.0,32.5,55.0,53.8330078125,53.8330078125,0,pre_rest
26.0,33.5,55.0,53.8330078125,53.8330078125,0,pre_rest
27.0,34.5,55.0,53.8330078125,53.8330078125,0,pre_rest
28.0,35.5,55.0,54.01611328125,54.01611328125,0,pre_rest
29.0,36.5,55.0,54.19921875,54.19921875,0,pre_rest
30.0,37.5,55.0,54.38232421875,54.38232421875,0,pre_rest
31.0,38.5,55.0,54.5654296875,54.5654296875,0,pre_rest
32.0,39.5,55.0,55.11474609375,55.11474609375,0,pre_rest
33.0,40.5,55.0,55.84716796875,55.84716796875,0,pre_rest
34.0,41.5,55.394915513569664,56.21337890625,56.21337890625,0,pre_rest
35.0,42.5,55.89491551356966,56.21337890625,56.21337890625,0,pre_rest
36.0,43.5,56.0,56.21337890625,56.21337890625,0,pre_rest
37.0,44.5,56.0,56.396484375,56.396484375,0,pre_rest
38.0,45.5,56.0,56.396484375,56.396484375,0,pre_rest
39.0,46.5,56.39620755940753,56.57958984375,56.57958984375,0,pre_rest
40.0,47.5,56.89620755940752,56.57958984375,56.57958984375,0,pre_rest
41.0,48.5,57.0,57.12890625,57.12890625,0,pre_rest
42.0,49.5,57.0,57.31201171875,57.31201171875,0,pre_rest
43.0,50.5,57.0,57.31201171875,57.31201171875,0,pre_rest
44.0,51.5,57.0,57.31201171875,57.31201171875,0,pre_rest
45.0,52.5,57.0,57.67822265625,57.67822265625,0,pre_rest
46.0,53.5,57.0,57.861328125,57.861328125,0,pre_rest
47.0,54.5,57.0,58.04443359375,58.04443359375,0,pre_rest
48.0,55.5,57.0,58.41064453125,58.41064453125,0,pre_rest
49.0,56.5,57.39496218067646,58.59375,58.59375,0,pre_rest
50.0,57.5,57.894962180676465,58.59375,58.59375,0,pre_rest
51.0,58.5,58.39525746568867,58.59375,58.59375,0,pre_rest
52.0,59.5,59.29302702193881,58.59375,58.41064453125,1,motion
53.0,60.5,60.70414242226152,59.6923828125,58.2275390625,1,motion
54.0,61.5,63.38822274869861,59.87548828125,58.2275390625,1,motion
55.0,62.5,65.96807112167744,59.87548828125,58.2275390625,1,motion
56.0,63.5,68.086733720306,59.87548828125,58.2275390625,1,motion
