freq_hz,bpm,raw_amp_norm,filtered_amp_norm,penalized_amp_norm,penalty_weight,is_penalty_band,nominal_penalty_band,actual_penalty_band,protection_band
0.50048828125,30.029296875,0.016840677163593262,0.09160943125437217,0.11680376677147841,1.0,0.0,0.0,0.0,0.0
0.506591796875,30.3955078125,0.018519128145517465,0.09214929811611397,0.11749210728558385,1.0,0.0,0.0,0.0,0.0
0.5126953125,30.76171875,0.020482269856183098,0.09290614743130592,0.11845710455368569,1.0,0.0,0.0,0.0,0.0
0.518798828125,31.1279296875,0.022704912859658696,0.09394059488926013,0.11977604473224363,1.0,0.0,0.0,0.0,0.0
0.52490234375,31.494140625,0.025155737930451408,0.09531441239108933,0.12152768816974804,1.0,0.0,0.0,0.0,0.0
0.531005859375,31.8603515625,0.027800447784621766,0.09708758800447298,0.12378852079314295,1.0,0.0,0.0,0.0,0.0
0.537109375,32.2265625,0.030603881288166046,0.0993151467409243,0.12662870053838957,1.0,0.0,0.0,0.0,0.0
0.543212890625,32.5927734375,0.03353141827325746,0.1020440790402291,0.13010814110972196,1.0,0.0,0.0,0.0,0.0
0.54931640625,32.958984375,0.03654999719573162,0.10531075623894297,0.1342732166528372,1.0,0.0,0.0,0.0,0.0
0.555419921875,33.3251953125,0.03962896511972593,0.10913915282145806,0.1391544950912019,1.0,0.0,0.0,0.0,0.0
0.5615234375,33.69140625,0.042740878494734756,0.11354005282295335,0.14476572627472398,1.0,0.0,0.0,0.0,0.0
0.567626953125,34.0576171875,0.045862300892152444,0.11851123597611435,0.15110407932035982,1.0,0.0,0.0,0.0,0.0
0.57373046875,34.423828125,0.04897459781560725,0.12403847640225893,0.15815141596228954,1.0,0.0,0.0,0.0,0.0
0.579833984375,34.7900390625,0.05206469986775262,0.1300970879386548,0.16587626087363047,1.0,0.0,0.0,0.0,0.0
0.5859375,35.15625,0.055125786454158936,0.13665372971086068,0.17423610380550456,1.0,0.0,0.0,0.0,0.0
0.592041015625,35.5224609375,0.05815782848301312,0.14366822786364308,0.18317972232859694,1.0,0.0,0.0,0.0,0.0
0.59814453125,35.888671875,0.06116791867669055,0.1510952442628517,0.1926493094597768,1.0,0.0,0.0,0.0,0.0
0.604248046875,36.2548828125,0.06417031293443871,0.1588857016611058,0.20258229077544654,1.0,0.0,0.0,0.0,0.0
0.6103515625,36.62109375,0.06718610820690782,0.16698793896012465,0.21291279739298005,1.0,0.0,0.0,0.0,0.0
0.616455078125,36.9873046875,0.07024249512292248,0.17534861305332772,0.2235728158371861,1.0,0.0,0.0,0.0,0.0
0.62255859375,37.353515625,0.07337155055056895,0.18391338660918463,0.2344930649771576,1.0,0.0,0.0,0.0,0.0
0.628662109375,37.7197265625,0.07660857786421463,0.19262744908174023,0.24560366032459788,1.0,0.0,0.0,0.0,0.0
0.634765625,38.0859375,0.07999005846503054,0.2014359167754696,0.25683462412411784,1.0,0.0,0.0,0.0,0.0
0.640869140625,38.4521484375,0.08355133923511736,0.2102841514744182,0.2681162916114484,1.0,0.0,0.0,0.0,0.0
0.64697265625,38.818359375,0.08732423430069815,0.21911802903914884,0.27937965347965504,1.0,0.0,0.0,0.0,0.0
0.653076171875,39.1845703125,0.09133475103925702,0.22788418126704252,0.2905566642556203,1.0,0.0,0.0,0.0,0.0
0.6591796875,39.55078125,0.09560114829508487,0.23653022707819624,0.30158053706645954,1.0,0.0,0.0,0.0,0.0
0.665283203125,39.9169921875,0.10013249635551574,0.2450050030468096,0.3123860375714221,1.0,0.0,0.0,0.0,0.0
0.67138671875,40.283203125,0.10492784119731746,0.25325879846343385,0.3229097836707284,1.0,0.0,0.0,0.0,0.0
0.677490234375,40.6494140625,0.1099759960010626,0.26124359637019484,0.3330905528300631,1.0,0.0,0.0,0.0,0.0
0.68359375,41.015625,0.11525590944556285,0.2689133192022872,0.34286959527815,1.0,0.0,0.0,0.0,0.0
0.689697265625,41.3818359375,0.12073750712700271,0.2762240756430831,0.3521909487517101,1.0,0.0,0.0,0.0,0.0
0.69580078125,41.748046875,0.12638287580542934,0.2831344039281813,0.36100174871275054,1.0,0.0,0.0,0.0,0.0
0.701904296875,42.1142578125,0.13214765819700316,0.2896055060121329,0.36925252691559235,1.0,0.0,0.0,0.0,0.0
0.7080078125,42.48046875,0.13798254165013016,0.2956014666585518,0.37689749075092727,1.0,0.0,0.0,0.0,0.0
0.714111328125,42.8466796875,0.14383474871656274,0.3010894515636092,0.38389477585704046,1.0,0.0,0.0,0.0,0.0
0.72021484375,43.212890625,0.14964946410006225,0.3060398790180052,0.39020666499208845,1.0,0.0,0.0,0.0,0.0
0.726318359375,43.5791015625,0.15537115603947507,0.3104265603016561,0.3957997670399948,1.0,0.0,0.0,0.0,0.0
0.732421875,43.9453125,0.16094476870900054,0.31422680493785754,0.40064515121150984,1.0,0.0,0.0,0.0,0.0
0.738525390625,44.3115234375,0.16631677540543224,0.31742148805763,0.40471843293503185,1.0,0.0,0.0,0.0,0.0
0.74462890625,44.677734375,0.17143609089107706,0.3199950783857043,0.40799980953927073,1.0,0.0,0.0,0.0,0.0
0.750732421875,45.0439453125,0.17625484640831612,0.32193562669966425,0.4104740455384354,1.0,0.0,0.0,0.0,0.0
0.7568359375,45.41015625,0.18072903369266768,0.3232347159731533,0.4121304090638742,1.0,0.0,0.0,0.0,0.0
0.762939453125,45.7763671875,0.1848190256885901,0.3238873757315597,0.41296256266594555,1.0,0.0,0.0,0.0,0.0
0.76904296875,46.142578125,0.18848998225743072,0.3238919643635475,0.4129684132589813,1.0,0.0,0.0,0.0,0.0
0.775146484375,46.5087890625,0.19171214936535996,0.3232500241862698,0.41214992732667827,1.0,0.0,0.0,0.0,0.0
0.78125,46.875,0.1944610602746074,0.3219661149035666,0.41051291857813366,1.0,0.0,0.0,0.0,0.0
0.787353515625,47.2412109375,0.19671764723261165,0.3200476316805197,0.4080668159894434,1.0,0.0,0.0,0.0,0.0
0.79345703125,47.607421875,0.1984682720824877,0.31750461435098337,0.40482442053967566,1.0,0.0,0.0,0.0,0.0
0.799560546875,47.9736328125,0.19970468408520478,0.3143495542572747,0.4008016589278033,1.0,0.0,0.0,0.0,0.0
0.8056640625,48.33984375,0.20042391301393067,0.31059720488886583,0.3960173421334359,1.0,0.0,0.0,0.0,0.0
0.811767578125,48.7060546875,0.20062810521977661,0.30626440185265574,0.3904929358754931,1.0,0.0,0.0,0.0,0.0
0.81787109375,49.072265625,0.20032430985228658,0.3013698968018215,0.38425234886833187,1.0,0.0,0.0,0.0,0.0
0.823974609375,49.4384765625,0.19952422174085066,0.2959342088212092,0.3773217433352944,1.0,0.0,0.0,0.0,0.0
0.830078125,49.8046875,0.19824388661782288,0.2899794954780551,0.36972937059592553,1.0,0.0,0.0,0.0,0.0
0.836181640625,50.1708984375,0.19650337342387184,0.2835294443737254,0.36150543279237884,1.0,0.0,0.0,0.0,0.0
0.84228515625,50.537109375,0.19432641743407245,0.2766091846604106,0.3526819700715195,1.0,0.0,0.0,0.0,0.0
0.848388671875,50.9033203125,0.19174003695050815,0.26924521670657064,0.34329277090702937,1.0,0.0,0.0,0.0,0.0
