timestamp_local,elapsed_seconds,hr_bpm
2026-05-17 11:38:27.763,0.926477,57
2026-05-17 11:38:28.722,1.886041,57
2026-05-17 11:38:29.682,2.846019,57
2026-05-17 11:38:30.642,3.805673,57
2026-05-17 11:38:31.602,4.765860,57
2026-05-17 11:38:32.564,5.727987,57
2026-05-17 11:38:33.522,6.686044,57
2026-05-17 11:38:34.545,7.708333,57
2026-05-17 11:38:35.532,8.696209,57
2026-05-17 11:38:36.522,9.686075,57
2026-05-17 11:38:37.572,10.736033,57
2026-05-17 11:38:38.592,11.755946,57
2026-05-17 11:38:39.554,12.718194,57
2026-05-17 11:38:40.546,13.709522,57
2026-05-17 11:38:41.562,14.726070,57
2026-05-17 11:38:42.523,15.686390,56
2026-05-17 11:38:43.572,16.736056,56
2026-05-17 11:38:44.562,17.726122,56
2026-05-17 11:38:45.523,18.686555,56
2026-05-17 11:38:46.542,19.706228,56
2026-05-17 11:38:47.532,20.696136,56
2026-05-17 11:38:48.522,21.686162,56
2026-05-17 11:38:49.513,22.676547,56
2026-05-17 11:38:50.532,23.695848,56
2026-05-17 11:38:51.522,24.686197,56
2026-05-17 11:38:52.512,25.676178,56
2026-05-17 11:38:53.532,26.696102,56
2026-05-17 11:38:54.523,27.686560,56
2026-05-17 11:38:55.543,28.706302,56
2026-05-17 11:38:56.532,29.695889,56
2026-05-17 11:38:57.522,30.686215,56
2026-05-17 11:38:58.512,31.676215,56
2026-05-17 11:38:59.563,32.726764,55
2026-05-17 11:39:00.522,33.686177,55
2026-05-17 11:39:01.512,34.676260,55
2026-05-17 11:39:02.532,35.696184,55
2026-05-17 11:39:03.522,36.686192,55
2026-05-17 11:39:04.512,37.676217,55
2026-05-17 11:39:05.533,38.696485,56
2026-05-17 11:39:06.522,39.686275,56
2026-05-17 11:39:07.513,40.676355,56
2026-05-17 11:39:08.532,41.696170,56
2026-05-17 11:39:09.523,42.686314,56
2026-05-17 11:39:10.545,43.708748,57
2026-05-17 11:39:11.563,44.726328,57
2026-05-17 11:39:12.555,45.718526,57
2026-05-17 11:39:13.545,46.708458,57
2026-05-17 11:39:14.563,47.726343,57
2026-05-17 11:39:15.523,48.686387,57
2026-05-17 11:39:16.513,49.676356,57
2026-05-17 11:39:17.533,50.696686,57
2026-05-17 11:39:18.523,51.686563,58
2026-05-17 11:39:19.513,52.676340,58
2026-05-17 11:39:20.533,53.696322,58
2026-05-17 11:39:21.523,54.686321,58
2026-05-17 11:39:22.513,55.676826,58
2026-05-17 11:39:23.532,56.696236,58
2026-05-17 11:39:24.523,57.686773,59
2026-05-17 11:39:25.545,58.708561,59
2026-05-17 11:39:26.532,59.696068,59
2026-05-17 11:39:27.523,60.686501,59
2026-05-17 11:39:28.513,61.676363,59
2026-05-17 11:39:29.563,62.726551,59
2026-05-17 11:39:30.583,63.746458,59
2026-05-17 11:39:31.513,64.677114,61
2026-05-17 11:39:32.533,65.696724,65
2026-05-17 11:39:33.523,66.686490,68
2026-05-17 11:39:34.513,67.676772,76
2026-05-17 11:39:35.533,68.696727,81
2026-05-17 11:39:36.523,69.686784,83
2026-05-17 11:39:37.513,70.676813,86
2026-05-17 11:39:38.533,71.696685,88
2026-05-17 11:39:39.523,72.686714,91
2026-05-17 11:39:40.543,73.707271,93
2026-05-17 11:39:41.563,74.726821,94
2026-05-17 11:39:42.523,75.686652,95
2026-05-17 11:39:43.513,76.676809,96
2026-05-17 11:39:44.563,77.726892,97
2026-05-17 11:39:45.583,78.746789,98
2026-05-17 11:39:46.543,79.706894,99
2026-05-17 11:39:47.533,80.696446,99
2026-05-17 11:39:48.523,81.686828,100
2026-05-17 11:39:49.513,82.676625,101
2026-05-17 11:39:50.533,83.696585,101
2026-05-17 11:39:51.523,84.686847,102
2026-05-17 11:39:52.513,85.676949,103
2026-05-17 11:39:53.533,86.696889,104
2026-05-17 11:39:54.523,87.687266,105
2026-05-17 11:39:55.573,88.736869,106
2026-05-17 11:39:56.532,89.696215,106
2026-05-17 11:39:57.523,90.687037,107
2026-05-17 11:39:58.513,91.676894,109
2026-05-17 11:39:59.593,92.756922,110
2026-05-17 11:40:00.523,93.686916,112
2026-05-17 11:40:01.513,94.676985,113
2026-05-17 11:40:02.533,95.696914,115
2026-05-17 11:40:03.523,96.686857,116
2026-05-17 11:40:04.513,97.676604,116
2026-05-17 11:40:05.533,98.696937,117
2026-05-17 11:40:06.555,99.718847,117
2026-05-17 11:40:07.513,100.676976,118
2026-05-17 11:40:08.533,101.696614,118
2026-05-17 11:40:09.523,102.686630,118
2026-05-17 11:40:10.545,103.708915,118
2026-05-17 11:40:11.533,104.696359,118
2026-05-17 11:40:12.523,105.686718,118
2026-05-17 11:40:13.573,106.737285,118
2026-05-17 11:40:14.535,107.698880,118
2026-05-17 11:40:15.523,108.687141,119
2026-05-17 11:40:16.513,109.676995,120
2026-05-17 11:40:17.533,110.696902,121
2026-05-17 11:40:18.555,111.719239,122
2026-05-17 11:40:19.543,112.706813,123
2026-05-17 11:40:20.533,113.696964,124
2026-05-17 11:40:21.555,114.719143,125
2026-05-17 11:40:22.573,115.737198,125
2026-05-17 11:40:23.533,116.697092,126
2026-05-17 11:40:24.523,117.686841,126
2026-05-17 11:40:25.545,118.708917,126
2026-05-17 11:40:26.533,119.696446,126
2026-05-17 11:40:27.523,120.687144,127
2026-05-17 11:40:28.513,121.676870,127
2026-05-17 11:40:29.535,122.698911,127
2026-05-17 11:40:30.523,123.686859,127
2026-05-17 11:40:31.513,124.677204,128
2026-05-17 11:40:32.533,125.697030,128
2026-05-17 11:40:33.583,126.746658,128
2026-05-17 11:40:34.513,127.676864,128
2026-05-17 11:40:35.533,128.696864,128
2026-05-17 11:40:36.553,129.716990,127
2026-05-17 11:40:37.513,130.677286,127
2026-05-17 11:40:38.534,131.697415,126
2026-05-17 11:40:39.523,132.686981,126
2026-05-17 11:40:40.543,133.707025,126
2026-05-17 11:40:41.533,134.696990,125
2026-05-17 11:40:42.524,135.687326,124
2026-05-17 11:40:43.514,136.677299,123
2026-05-17 11:40:44.564,137.727660,121
2026-05-17 11:40:45.524,138.687362,119
2026-05-17 11:40:46.514,139.677359,116
2026-05-17 11:40:47.534,140.697339,114
2026-05-17 11:40:48.555,141.719069,114
2026-05-17 11:40:49.514,142.677290,111
2026-05-17 11:40:50.534,143.697296,109
2026-05-17 11:40:51.555,144.719048,109
2026-05-17 11:40:52.573,145.737262,107
2026-05-17 11:40:53.533,146.697183,103
2026-05-17 11:40:54.523,147.687251,102
2026-05-17 11:40:55.546,148.709417,100
2026-05-17 11:40:56.534,149.697342,99
2026-05-17 11:40:57.523,150.687096,99
2026-05-17 11:40:58.513,151.677214,98
2026-05-17 11:40:59.535,152.699102,98
2026-05-17 11:41:00.524,153.687372,99
2026-05-17 11:41:01.514,154.677370,97
2026-05-17 11:41:02.533,155.697007,97
2026-05-17 11:41:03.556,156.719427,98
2026-05-17 11:41:04.514,157.677358,99
2026-05-17 11:41:05.534,158.697410,97
2026-05-17 11:41:06.524,159.687585,93
2026-05-17 11:41:07.513,160.677274,93
2026-05-17 11:41:08.534,161.697443,92
2026-05-17 11:41:09.524,162.687472,87
2026-05-17 11:41:10.543,163.707278,87
2026-05-17 11:41:11.533,164.697128,87
2026-05-17 11:41:12.524,165.687378,86
2026-05-17 11:41:13.574,166.738131,79
2026-05-17 11:41:14.536,167.699661,78
2026-05-17 11:41:15.524,168.687614,76
2026-05-17 11:41:16.513,169.677229,76
2026-05-17 11:41:17.564,170.727410,75
2026-05-17 11:41:18.555,171.719274,75
2026-05-17 11:41:19.513,172.677228,75
2026-05-17 11:41:20.533,173.697153,75
2026-05-17 11:41:21.523,174.687201,75
2026-05-17 11:41:22.514,175.677521,76
2026-05-17 11:41:23.534,176.697448,77
2026-05-17 11:41:24.556,177.719669,78
2026-05-17 11:41:25.546,178.709666,77
