Time(s),SampleIndex,Seq,ValidFlag,InterpFlag,GapLen,MissingBefore,Uc1(mV),Uc2(mV),Ut1(mV),Ut2(mV),AccX(g),AccY(g),AccZ(g),GyroX(dps),GyroY(dps),GyroZ(dps),PPG_Green,PPG_Red,PPG_IR
0.46,46,7943,1,0,0,0,818.86292,888.74817,1584.24377,1715.46936,-0.02271,0.15735,0.98782,0.123,-0.07,-0.14,7180,76663,109136
0.47,47,7944,1,0,0,0,818.86292,888.74817,1584.09119,1715.39307,-0.02271,0.17469,0.97671,-0.455,0.158,0.455,7180,76663,109136
0.48,48,7945,1,0,0,0,818.86292,888.82446,1584.39636,1715.16418,-0.02319,0.17408,0.97794,-1.523,0.298,0.193,7176,76665,109128
0.49,49,7946,1,0,0,0,818.86292,888.82446,1583.8623,1715.39307,-0.02795,0.16346,0.98392,-2.503,0.368,0.385,7176,76665,109128
0.5,50,7947,1,0,0,0,818.86292,888.82446,1584.09119,1715.31677,-0.02759,0.15625,0.98489,-2.853,0.403,0.438,7170,76669,109131
0.51,51,7948,1,0,0,0,818.86292,888.82446,1584.09119,1715.24048,-0.02722,0.1565,0.98648,-2.643,0.368,0.298,7170,76669,109131
0.52,52,7949,1,0,0,0,818.86292,888.82446,1584.24377,1715.77454,-0.02417,0.15503,0.98697,-1.803,0.21,0.49,7165,76665,109126
0.53,53,7950,1,0,0,0,818.86292,888.82446,1584.39636,1715.31677,-0.026,0.15699,0.98904,-1.785,0.263,0.21,7162,76663,109130
0.54,54,7951,1,0,0,0,818.86292,888.82446,1584.16748,1715.39307,-0.02478,0.15735,0.98917,-1.89,0.228,0.228,7162,76663,109130
0.55,55,7952,1,0,0,0,818.86292,888.82446,1584.32007,1715.69824,-0.02539,0.16138,0.99576,-1.663,0.123,0.123,7162,76663,109130
0.56,56,7953,1,0,0,0,818.86292,888.82446,1584.24377,1715.31677,-0.02625,0.15833,0.98709,-1.033,0.053,0.175,7154,76663,109122
0.57,57,7954,1,0,0,0,818.86292,888.82446,1584.39636,1715.24048,-0.02161,0.15625,0.97928,-1.593,0.193,0.088,7154,76663,109122
0.58,58,7955,1,0,0,0,818.86292,888.97705,1584.93042,1715.77454,-0.02393,0.15406,0.98416,-1.645,0.21,0.263,7153,76654,109114
0.59,59,7956,1,0,0,0,818.86292,888.97705,1584.09119,1715.31677,-0.02759,0.15247,0.99075,-1.453,0.263,0.298,7153,76654,109114
0.6,60,7957,1,0,0,0,818.86292,888.97705,1584.32007,1715.31677,-0.03003,0.15418,0.991,-1.068,0.368,0.228,7148,76658,109113
0.61,61,7958,1,0,0,0,818.86292,888.97705,1584.32007,1715.46936,-0.03174,0.15711,0.98904,-0.77,0.438,0.018,7148,76658,109113
0.62,62,7959,1,0,0,0,818.86292,888.97705,1584.39636,1715.24048,-0.02857,0.15296,0.98453,-0.63,0.088,-0.245,7141,76657,109110
0.63,63,7960,1,0,0,0,819.0155,888.97705,1584.39636,1715.31677,-0.02869,0.15271,0.98575,-0.875,0.21,-0.333,7138,76658,109099
0.64,64,7961,1,0,0,0,819.0155,888.97705,1584.16748,1715.39307,-0.02844,0.15076,0.9877,-0.91,0.368,-0.473,7138,76658,109099
0.65,65,7962,1,0,0,0,819.0155,888.97705,1584.32007,1715.31677,-0.02844,0.15271,0.98843,-0.735,0.438,-0.91,7138,76658,109099
0.66,66,7963,1,0,0,0,819.0155,888.97705,1584.39636,1715.31677,-0.02722,0.15296,0.98807,-0.193,0.403,-0.858,7138,76652,109098
0.67,67,7964,1,0,0,0,819.0155,888.97705,1584.32007,1715.46936,-0.02612,0.15687,0.98611,0.175,0.28,-0.788,7138,76652,109098
0.68,68,7965,1,0,0,0,819.0155,888.82446,1584.32007,1715.16418,-0.02454,0.16517,0.98416,0.455,0.245,-0.683,7130,76647,109091
0.69,69,7966,1,0,0,0,819.0155,888.82446,1584.16748,1715.16418,-0.02368,0.16517,0.98367,0.07,0.385,-0.578,7130,76647,109091
0.7,70,7967,1,0,0,0,819.0155,888.82446,1584.39636,1715.31677,-0.02319,0.16346,0.98379,-0.455,0.455,-0.788,7129,76647,109087
0.71,71,7968,1,0,0,0,819.0155,888.82446,1584.32007,1715.31677,-0.0221,0.16163,0.98404,-0.893,0.333,-0.84,7129,76647,109087
0.72,72,7969,1,0,0,0,819.0155,888.82446,1584.32007,1715.31677,-0.02197,0.15833,0.98477,-1.155,0.298,-0.508,7126,76644,109083
0.73,73,7970,1,0,0,0,818.93921,888.82446,1584.54895,1715.31677,-0.01953,0.15784,0.98428,-0.963,0.473,-0.77,7126,76644,109083
0.74,74,7971,1,0,0,0,818.93921,888.82446,1584.24377,1715.24048,-0.02112,0.16016,0.98648,-0.753,0.368,-0.403,7124,76641,109077
0.75,75,7972,1,0,0,0,818.93921,888.82446,1584.32007,1715.39307,-0.02197,0.16114,0.98624,-0.84,0.315,-0.403,7124,76641,109077
0.76,76,7973,1,0,0,0,818.93921,888.82446,1584.39636,1715.69824,-0.02405,0.15979,0.98758,-0.91,0.385,-0.525,7123,76640,109075
0.77,77,7974,1,0,0,0,818.93921,888.82446,1584.24377,1715.24048,-0.02454,0.15931,0.98648,-0.928,0.28,-0.245,7123,76640,109075
0.78,78,7975,1,0,0,0,818.93921,888.67188,1584.32007,1715.24048,-0.02649,0.16077,0.98514,-0.508,0.158,-0.158,7119,76638,109073
0.79,79,7976,1,0,0,0,818.93921,888.67188,1584.01489,1715.92712,-0.02649,0.16028,0.98404,-0.438,0.14,-0.035,7119,76638,109073
0.8,80,7977,1,0,0,0,818.93921,888.67188,1584.24377,1715.16418,-0.0282,0.16114,0.98514,-0.508,0.158,-0.123,7115,76638,109072
0.81,81,7978,1,0,0,0,818.93921,888.67188,1584.24377,1715.16418,-0.02747,0.15992,0.98526,-0.665,0.123,-0.123,7115,76638,109072
0.82,82,7979,1,0,0,0,818.93921,888.67188,1584.24377,1715.85083,-0.02747,0.15833,0.98843,-0.735,0.07,-0.088,7113,76634,109064
0.83,83,7980,1,0,0,0,818.93921,888.67188,1584.24377,1715.24048,-0.02649,0.15613,0.9866,-0.525,0.0,-0.263,7113,76634,109064
0.84,84,7981,1,0,0,0,818.93921,888.67188,1584.24377,1715.16418,-0.02527,0.15564,0.98367,-0.665,0.158,-0.315,7111,76633,109064
0.85,85,7982,1,0,0,0,818.93921,888.67188,1584.32007,1715.46936,-0.02393,0.15625,0.98453,-0.455,0.158,-0.21,7111,76633,109064
0.86,86,7983,1,0,0,0,818.93921,888.67188,1584.39636,1715.08789,-0.02466,0.15662,0.9855,-0.438,0.158,-0.105,7108,76631,109060
0.87,87,7984,1,0,0,0,818.93921,888.67188,1584.32007,1714.85901,-0.02441,0.15772,0.98453,-0.543,0.193,-0.263,7108,76631,109060
0.88,88,7985,1,0,0,0,818.93921,888.90076,1584.32007,1715.08789,-0.02454,0.16053,0.9855,-0.298,0.14,-0.333,7110,76630,109057
0.89,89,7986,1,0,0,0,818.93921,888.90076,1584.09119,1714.78271,-0.02466,0.16114,0.98587,-0.333,0.14,-0.263,7110,76630,109057
0.9,90,7987,1,0,0,0,818.93921,888.90076,1584.24377,1715.0116,-0.02454,0.16126,0.98282,-0.438,0.21,-0.333,7106,76629,109058
0.91,91,7988,1,0,0,0,818.93921,888.90076,1584.32007,1715.16418,-0.02515,0.16077,0.98355,-0.63,0.263,-0.193,7106,76629,109058
0.92,92,7989,1,0,0,0,818.93921,888.90076,1584.24377,1715.16418,-0.02454,0.15857,0.98441,-0.805,0.298,-0.123,7108,76629,109051
0.93,93,7990,1,0,0,0,819.0155,888.90076,1584.39636,1715.24048,-0.02576,0.16053,0.98477,-0.893,0.333,-0.21,7108,76629,109051
0.94,94,7991,1,0,0,0,819.0155,888.90076,1584.24377,1715.24048,-0.02637,0.16077,0.98636,-0.84,0.228,0.018,7104,76627,109050
0.95,95,7992,1,0,0,0,819.0155,888.90076,1584.32007,1715.08789,-0.02637,0.16089,0.98611,-0.998,0.193,-0.105,7104,76627,109050
0.96,96,7993,1,0,0,0,819.0155,888.90076,1584.32007,1715.0116,-0.02417,0.16065,0.98392,-0.98,0.123,-0.035,7106,76630,109057
0.97,97,7994,1,0,0,0,819.0155,888.90076,1584.24377,1715.24048,-0.02466,0.16041,0.9877,-0.823,0.193,-0.105,7106,76630,109057
0.98,98,7995,1,0,0,0,819.0155,888.3667,1584.39636,1714.85901,-0.02368,0.15894,0.98746,-1.173,0.228,-0.245,7104,76630,109055
0.99,99,7996,1,0,0,0,819.0155,888.3667,1583.9386,1715.0116,-0.02515,0.15821,0.9866,-1.068,0.21,-0.368,7104,76630,109055
1.0,100,7997,1,0,0,0,819.0155,888.3667,1584.24377,1715.16418,-0.02441,0.15784,0.98489,-0.945,0.28,-0.333,7104,76635,109063
1.01,101,7998,1,0,0,0,819.0155,888.3667,1584.09119,1714.9353,-0.02661,0.15784,0.98465,-0.945,0.333,-0.333,7104,76635,109063
1.02,102,7999,1,0,0,0,819.0155,888.3667,1584.32007,1715.08789,-0.02564,0.15894,0.98404,-0.735,0.263,-0.438,7102,76629,109055
1.03,103,8000,1,0,0,0,818.78662,888.3667,1584.62524,1715.0116,-0.02368,0.16065,0.98392,-0.945,0.228,-0.42,7102,76629,109055
1.04,104,8001,1,0,0,0,818.78662,888.3667,1583.9386,1714.9353,-0.02503,0.16126,0.98477,-1.085,0.228,-0.21,7102,76633,109060
1.05,105,8002,1,0,0,0,818.78662,888.3667,1584.32007,1715.0116,-0.02344,0.16272,0.98282,-1.383,0.333,-0.21,7102,76633,109060
1.06,106,8003,1,0,0,0,818.78662,888.3667,1584.32007,1715.92712,-0.02295,0.16175,0.98233,-1.488,0.368,-0.28,7105,76627,109056
1.07,107,8004,1,0,0,0,818.78662,888.3667,1584.24377,1714.9353,-0.02344,0.15979,0.98489,-1.558,0.368,-0.28,7105,76627,109056
1.08,108,8005,1,0,0,0,818.78662,888.67188,1584.47266,1714.9353,-0.02478,0.15882,0.9877,-1.435,0.385,0.105,7103,76632,109059
1.09,109,8006,1,0,0,0,818.78662,888.67188,1584.24377,1715.16418,-0.02515,0.15931,0.98746,-1.435,0.35,0.0,7103,76632,109059
1.1,110,8007,1,0,0,0,818.78662,888.67188,1584.39636,1715.92712,-0.0249,0.15796,0.98758,-1.435,0.368,-0.158,7104,76637,109061
1.11,111,8008,1,0,0,0,818.78662,888.67188,1584.39636,1715.0116,-0.02564,0.15748,0.98636,-1.173,0.403,0.14,7104,76637,109061
1.12,112,8009,1,0,0,0,818.78662,888.67188,1584.39636,1715.08789,-0.02539,0.15809,0.98709,-1.138,0.28,-0.088,7102,76634,109062
1.13,113,8010,1,0,0,0,818.93921,888.67188,1584.39636,1715.16418,-0.02698,0.15613,0.98489,-1.103,0.368,-0.315,7102,76634,109062
1.14,114,8011,1,0,0,0,818.93921,888.67188,1584.32007,1715.16418,-0.02942,0.15638,0.98782,-1.015,0.403,-0.228,7101,76634,109060
1.15,115,8012,1,0,0,0,818.93921,888.67188,1584.39636,1715.24048,-0.02869,0.15662,0.98721,-0.893,0.35,-0.42,7101,76634,109060
1.16,116,8013,1,0,0,0,818.93921,888.67188,1584.39636,1715.16418,-0.02686,0.15601,0.98587,-0.735,0.28,-0.385,7100,76631,109059
1.17,117,8014,1,0,0,0,818.93921,888.67188,1584.47266,1715.08789,-0.02649,0.15723,0.98453,-0.648,0.298,-0.438,7100,76631,109059
1.18,118,8015,1,0,0,0,818.93921,888.74817,1584.70154,1715.31677,-0.02527,0.15955,0.98355,-0.63,0.245,-0.473,7102,76636,109061
1.19,119,8016,1,0,0,0,818.93921,888.74817,1584.24377,1715.0116,-0.0238,0.16077,0.98233,-0.718,0.315,-0.368,7102,76636,109061
1.2,120,8017,1,0,0,0,818.93921,888.74817,1584.39636,1715.08789,-0.02356,0.16065,0.98831,-0.893,0.298,-0.245,7103,76635,109062
1.21,121,8018,1,0,0,0,818.93921,888.74817,1584.39636,1715.46936,-0.02429,0.16102,0.98819,-1.05,0.228,-0.228,7103,76635,109062
1.22,122,8019,1,0,0,0,818.93921,888.74817,1584.39636,1715.16418,-0.02295,0.15992,0.9855,-0.875,0.228,-0.28,7104,76637,109064
1.23,123,8020,1,0,0,0,819.0155,888.74817,1584.54895,1715.0116,-0.02429,0.15918,0.98648,-0.788,0.315,-0.228,7104,76637,109064
1.24,124,8021,1,0,0,0,819.0155,888.74817,1584.39636,1715.24048,-0.02332,0.15833,0.98563,-0.805,0.35,-0.175,7101,76637,109066
1.25,125,8022,1,0,0,0,819.0155,888.74817,1584.39636,1715.08789,-0.02527,0.15796,0.98563,-0.77,0.263,-0.175,7101,76637,109066
1.26,126,8023,1,0,0,0,819.0155,888.74817,1584.47266,1715.08789,-0.02551,0.15857,0.98587,-0.683,0.193,-0.158,7104,76636,109063
1.27,127,8024,1,0,0,0,819.0155,888.74817,1584.32007,1715.16418,-0.02319,0.15857,0.98233,-0.56,0.105,-0.105,7104,76636,109063
1.28,128,8025,1,0,0,0,819.0155,888.59558,1584.39636,1714.9353,-0.0249,0.16089,0.98428,-0.665,0.158,0.035,7109,76635,109068
1.29,129,8026,1,0,0,0,819.0155,888.59558,1584.09119,1715.16418,-0.02588,0.16053,0.98404,-0.893,0.175,-0.018,7109,76635,109068
1.3,130,8027,1,0,0,0,819.0155,888.59558,1584.24377,1715.16418,-0.02734,0.15748,0.98587,-1.278,0.368,0.035,7106,76637,109066
1.31,131,8028,1,0,0,0,819.0155,888.59558,1584.32007,1714.9353,-0.02661,0.1576,0.98514,-1.453,0.333,-0.158,7106,76637,109066
1.32,132,8029,1,0,0,0,819.0155,888.59558,1584.24377,1715.24048,-0.02612,0.15833,0.98465,-1.19,0.333,0.0,7108,76636,109062
1.33,133,8030,1,0,0,0,818.86292,888.59558,1584.93042,1715.16418,-0.02405,0.15748,0.98514,-1.155,0.298,-0.245,7108,76636,109062
1.34,134,8031,1,0,0,0,818.86292,888.59558,1584.01489,1714.85901,-0.02417,0.15796,0.9866,-1.19,0.368,-0.158,7109,76633,109062
1.35,135,8032,1,0,0,0,818.86292,888.59558,1584.24377,1715.0116,-0.02429,0.15772,0.98746,-1.33,0.21,-0.193,7109,76633,109062
1.36,136,8033,1,0,0,0,818.86292,888.59558,1584.24377,1715.39307,-0.02588,0.15687,0.98843,-1.033,0.228,0.07,7109,76638,109068
1.37,137,8034,1,0,0,0,818.86292,888.59558,1584.24377,1715.0116,-0.0282,0.15589,0.98917,-0.998,0.35,-0.228,7109,76638,109068
1.38,138,8035,1,0,0,0,818.86292,888.67188,1584.24377,1715.0116,-0.02795,0.15406,0.98575,-0.788,0.333,-0.07,7109,76639,109069
1.39,139,8036,1,0,0,0,818.86292,888.67188,1584.09119,1715.08789,-0.02759,0.15442,0.98441,-0.7,0.368,-0.245,7109,76639,109069
1.4,140,8037,1,0,0,0,818.86292,888.67188,1584.24377,1714.85901,-0.02734,0.15601,0.98306,-0.543,0.28,-0.158,7112,76637,109068
1.41,141,8038,1,0,0,0,818.86292,888.67188,1584.16748,1714.85901,-0.02515,0.16358,0.98392,-0.438,0.245,-0.158,7112,76637,109068
1.42,142,8039,1,0,0,0,818.86292,888.67188,1584.24377,1715.16418,-0.02503,0.16578,0.98392,-0.735,0.42,-0.158,7110,76637,109073
1.43,143,8040,1,0,0,0,818.93921,888.67188,1584.09119,1715.08789,-0.02588,0.16346,0.98575,-1.278,0.28,0.018,7110,76637,109073
1.44,144,8041,1,0,0,0,818.93921,888.67188,1584.32007,1715.0116,-0.02649,0.15894,0.98575,-1.768,0.28,0.14,7113,76637,109073
1.45,145,8042,1,0,0,0,818.93921,888.67188,1584.32007,1715.08789,-0.02673,0.15479,0.98489,-1.733,0.315,0.21,7113,76637,109073
1.46,146,8043,1,0,0,0,818.93921,888.67188,1584.32007,1715.0116,-0.02649,0.15552,0.98892,-1.085,0.21,0.175,7116,76643,109072
1.47,147,8044,1,0,0,0,818.93921,888.67188,1584.24377,1715.16418,-0.02783,0.15735,0.98758,-0.805,0.053,0.123,7116,76643,109072
1.48,148,8045,1,0,0,0,818.93921,888.59558,1584.32007,1715.0116,-0.0249,0.15735,0.98367,-0.56,0.158,0.105,7115,76640,109076
1.49,149,8046,1,0,0,0,818.93921,888.59558,1584.01489,1715.08789,-0.02307,0.16065,0.98672,-0.595,0.035,0.07,7115,76640,109076
1.5,150,8047,1,0,0,0,818.93921,888.59558,1584.24377,1715.08789,-0.02283,0.16028,0.98477,-0.945,0.035,0.07,7114,76636,109073
1.51,151,8048,1,0,0,0,818.93921,888.59558,1584.16748,1715.24048,-0.02026,0.15748,0.98587,-1.19,0.105,0.193,7114,76636,109073
1.52,152,8049,1,0,0,0,818.93921,888.59558,1584.09119,1715.0116,-0.02197,0.15516,0.98831,-1.295,0.123,0.035,7113,76642,109069
1.53,153,8050,1,0,0,0,818.86292,888.59558,1584.32007,1714.78271,-0.02417,0.1554,0.98733,-1.243,0.333,0.0,7113,76642,109069
1.54,154,8051,1,0,0,0,818.86292,888.59558,1583.9386,1715.08789,-0.02649,0.15601,0.98758,-1.068,0.175,0.035,7108,76638,109062
1.55,155,8052,1,0,0,0,818.86292,888.59558,1584.16748,1715.08789,-0.02857,0.15735,0.98904,-0.805,0.21,0.088,7108,76638,109062
1.56,156,8053,1,0,0,0,818.86292,888.59558,1584.01489,1715.08789,-0.02991,0.16126,0.97842,-0.578,0.245,-0.263,7105,76632,109055
1.57,157,8054,1,0,0,0,818.86292,888.59558,1584.01489,1715.54565,-0.02673,0.1554,0.97708,-0.928,0.228,0.0,7105,76632,109055
1.58,158,8055,1,0,0,0,818.86292,888.59558,1584.24377,1715.08789,-0.02124,0.15149,0.98001,-1.663,-0.018,0.035,7101,76632,109051
1.59,159,8056,1,0,0,0,818.86292,888.59558,1584.01489,1714.9353,-0.02625,0.14734,0.99014,-1.575,0.123,-0.053,7101,76632,109051
1.6,160,8057,1,0,0,0,818.86292,888.59558,1584.16748,1715.08789,-0.02991,0.14783,0.99466,-1.05,0.403,0.035,7095,76634,109047
1.61,161,8058,1,0,0,0,818.86292,888.59558,1584.16748,1714.9353,-0.03027,0.15332,0.99246,-0.35,0.385,-0.105,7095,76634,109047
1.62,162,8059,1,0,0,0,818.86292,888.59558,1584.24377,1714.9353,-0.02393,0.16224,0.9827,0.228,0.07,-0.263,7096,76633,109047
1.63,163,8060,1,0,0,0,819.0155,888.59558,1584.77783,1715.08789,-0.0238,0.16077,0.98001,-0.018,0.07,-0.35,7096,76633,109047
1.64,164,8061,1,0,0,0,819.0155,888.59558,1584.16748,1715.0116,-0.02478,0.16077,0.98196,-0.648,0.263,-0.613,7090,76630,109040
1.65,165,8062,1,0,0,0,819.0155,888.59558,1584.32007,1715.0116,-0.02478,0.15967,0.98184,-1.103,0.28,-0.56,7090,76630,109040
1.66,166,8063,1,0,0,0,819.0155,888.59558,1584.32007,1715.46936,-0.0249,0.15748,0.98831,-1.365,0.28,-0.595,7085,76627,109038
1.67,167,8064,1,0,0,0,819.0155,888.59558,1584.32007,1714.9353,-0.02564,0.15394,0.99014,-1.155,0.333,-0.298,7085,76627,109038
1.68,168,8065,1,0,0,0,819.0155,888.67188,1584.16748,1715.16418,-0.02515,0.15308,0.98636,-0.805,0.315,-0.368,7083,76630,109040
1.69,169,8066,1,0,0,0,819.0155,888.67188,1584.01489,1715.46936,-0.02503,0.15735,0.98563,-0.508,0.368,-0.368,7083,76630,109040
1.7,170,8067,1,0,0,0,819.0155,888.67188,1584.24377,1715.0116,-0.02344,0.15955,0.98648,-0.42,0.245,-0.385,7081,76626,109031
1.71,171,8068,1,0,0,0,819.0155,888.67188,1584.24377,1714.9353,-0.02527,0.16138,0.98526,-0.49,0.333,-0.438,7081,76626,109031
1.72,172,8069,1,0,0,0,819.0155,888.67188,1584.16748,1715.08789,-0.02527,0.15784,0.98477,-0.91,0.245,-0.543,7080,76629,109027
1.73,173,8070,1,0,0,0,818.86292,888.67188,1584.16748,1714.9353,-0.02808,0.15748,0.98306,-0.875,0.315,-0.578,7080,76629,109027
1.74,174,8071,1,0,0,0,818.86292,888.67188,1584.09119,1715.0116,-0.02808,0.15809,0.98502,-0.77,0.438,-0.403,7075,76626,109026
1.75,175,8072,1,0,0,0,818.86292,888.67188,1584.16748,1715.46936,-0.02649,0.1587,0.98465,-0.683,0.263,-0.21,7075,76626,109026
