Time(s),SampleIndex,Seq,ValidFlag,InterpFlag,GapLen,MissingBefore,Uc1(mV),Uc2(mV),Ut1(mV),Ut2(mV),AccX(g),AccY(g),AccZ(g),GyroX(dps),GyroY(dps),GyroZ(dps),PPG_Green,PPG_Red,PPG_IR
0.27,27,14032,1,0,0,0,836.18164,905.76172,1616.97388,1747.58911,-0.04395,-0.05725,0.99881,-1.68,0.438,-0.368,6654,73913,102352
0.28,28,14033,1,0,0,0,836.18164,905.76172,1617.12646,1747.51282,-0.04334,-0.05921,0.99783,-1.943,0.49,-0.438,6651,73912,102350
0.29,29,14034,1,0,0,0,836.18164,905.76172,1617.58423,1747.66541,-0.04468,-0.06043,0.99796,-1.89,0.49,-0.245,6651,73912,102350
0.3,30,14035,1,0,0,0,836.18164,905.83801,1617.05017,1747.81799,-0.04297,-0.05921,0.99759,-1.645,0.403,-0.105,6647,73909,102346
0.31,31,14036,1,0,0,0,836.18164,905.83801,1616.82129,1747.51282,-0.04419,-0.05737,0.99637,-1.593,0.473,-0.368,6647,73909,102346
0.32,32,14037,1,0,0,0,836.18164,905.83801,1617.35535,1747.58911,-0.04358,-0.05737,0.99503,-1.505,0.508,-0.455,6646,73909,102343
0.33,33,14038,1,0,0,0,836.18164,905.83801,1617.05017,1747.43652,-0.0437,-0.05481,0.99673,-1.82,0.543,-0.315,6646,73909,102343
0.34,34,14039,1,0,0,0,836.18164,905.83801,1617.05017,1747.51282,-0.04053,-0.05725,0.99808,-2.048,0.595,-0.315,6645,73910,102336
0.35,35,14040,1,0,0,0,836.25793,905.83801,1617.27905,1747.51282,-0.04236,-0.06421,0.99686,-2.275,0.63,-0.315,6645,73910,102336
0.36,36,14041,1,0,0,0,836.25793,905.83801,1616.97388,1747.58911,-0.04346,-0.06409,0.99686,-2.625,0.665,-0.175,6644,73906,102333
0.37,37,14042,1,0,0,0,836.25793,905.83801,1617.05017,1747.51282,-0.04175,-0.05969,0.99246,-2.52,0.543,-0.263,6644,73906,102333
0.38,38,14043,1,0,0,0,836.25793,905.83801,1617.12646,1747.58911,-0.04199,-0.06421,0.99649,-2.24,0.508,-0.455,6644,73901,102329
0.39,39,14044,1,0,0,0,836.25793,905.83801,1616.97388,1747.51282,-0.04468,-0.06201,1.00113,-2.31,0.578,-0.508,6644,73901,102329
0.4,40,14045,1,0,0,0,836.25793,905.68542,1616.97388,1747.36023,-0.04614,-0.06311,0.99661,-1.96,0.648,-0.385,6639,73899,102325
0.41,41,14046,1,0,0,0,836.25793,905.68542,1616.89758,1747.66541,-0.0448,-0.06299,0.996,-1.838,0.543,-0.228,6639,73899,102325
0.42,42,14047,1,0,0,0,836.25793,905.68542,1617.12646,1747.66541,-0.0448,-0.06043,0.99539,-1.733,0.49,-0.018,6642,73897,102322
0.43,43,14048,1,0,0,0,836.25793,905.68542,1616.97388,1747.58911,-0.04431,-0.05945,0.99661,-1.855,0.525,-0.14,6642,73897,102322
0.44,44,14049,1,0,0,0,836.25793,905.68542,1617.73682,1747.7417,-0.04541,-0.06018,0.99942,-1.68,0.455,-0.175,6638,73894,102317
0.45,45,14050,1,0,0,0,836.10535,905.68542,1617.05017,1747.81799,-0.04443,-0.0586,0.99979,-1.645,0.438,-0.21,6638,73894,102317
0.46,46,14051,1,0,0,0,836.10535,905.68542,1616.745,1747.66541,-0.04407,-0.05994,0.99734,-1.698,0.49,-0.175,6638,73894,102316
0.47,47,14052,1,0,0,0,836.10535,905.68542,1617.58423,1747.97058,-0.04199,-0.06189,0.9971,-1.96,0.473,-0.175,6638,73894,102316
0.48,48,14053,1,0,0,0,836.10535,905.68542,1616.89758,1747.58911,-0.04297,-0.06299,0.9971,-2.03,0.49,-0.385,6637,73892,102318
0.49,49,14054,1,0,0,0,836.10535,905.68542,1616.89758,1747.66541,-0.04309,-0.06384,0.9971,-1.89,0.455,-0.368,6637,73892,102318
0.5,50,14055,1,0,0,0,836.10535,905.91431,1617.35535,1747.58911,-0.04212,-0.0603,0.9971,-1.575,0.525,-0.28,6635,73891,102317
0.51,51,14056,1,0,0,0,836.10535,905.91431,1616.745,1747.43652,-0.04602,-0.05847,0.99808,-1.645,0.473,-0.245,6635,73891,102317
0.52,52,14057,1,0,0,0,836.10535,905.91431,1616.97388,1747.43652,-0.04395,-0.05835,0.99722,-1.803,0.455,-0.263,6634,73891,102314
0.53,53,14058,1,0,0,0,836.10535,905.91431,1617.12646,1747.51282,-0.04431,-0.05835,0.99771,-1.978,0.368,-0.035,6634,73891,102314
0.54,54,14059,1,0,0,0,836.10535,905.91431,1616.89758,1747.51282,-0.04309,-0.05969,0.99673,-2.1,0.42,-0.193,6633,73890,102317
0.55,55,14060,1,0,0,0,836.18164,905.91431,1616.97388,1747.51282,-0.04382,-0.06214,0.99796,-2.013,0.578,-0.158,6633,73890,102317
0.56,56,14061,1,0,0,0,836.18164,905.91431,1616.97388,1747.43652,-0.04358,-0.06275,0.9993,-2.03,0.595,-0.088,6634,73889,102317
0.57,57,14062,1,0,0,0,836.18164,905.91431,1616.97388,1747.28394,-0.04431,-0.06409,0.9982,-1.925,0.56,-0.158,6634,73889,102317
0.58,58,14063,1,0,0,0,836.18164,905.91431,1617.05017,1747.28394,-0.04431,-0.06287,0.99893,-1.785,0.578,-0.053,6634,73891,102320
0.59,59,14064,1,0,0,0,836.18164,905.91431,1617.50793,1747.36023,-0.0459,-0.06091,0.99954,-1.61,0.595,-0.245,6634,73891,102320
0.6,60,14065,1,0,0,0,836.18164,905.68542,1616.89758,1747.58911,-0.04297,-0.0603,0.99649,-1.575,0.35,0.018,6637,73891,102321
0.61,61,14066,1,0,0,0,836.18164,905.68542,1616.6687,1747.20764,-0.04346,-0.06091,0.9971,-1.628,0.473,-0.298,6637,73891,102321
0.62,62,14067,1,0,0,0,836.18164,905.68542,1617.27905,1747.58911,-0.0437,-0.06079,0.99734,-1.803,0.42,-0.403,6637,73891,102321
0.63,63,14068,1,0,0,0,836.18164,905.68542,1617.12646,1747.43652,-0.0437,-0.0625,0.99734,-1.873,0.385,-0.385,6638,73889,102323
0.64,64,14069,1,0,0,0,836.18164,905.68542,1616.97388,1747.51282,-0.0448,-0.06201,0.99832,-1.68,0.49,-0.21,6638,73889,102323
0.65,65,14070,1,0,0,0,836.18164,905.68542,1617.12646,1747.43652,-0.0448,-0.06128,0.99771,-1.838,0.508,-0.438,6636,73891,102327
0.66,66,14071,1,0,0,0,836.18164,905.68542,1616.6687,1747.51282,-0.04553,-0.06104,0.99747,-1.873,0.473,-0.42,6636,73891,102327
0.67,67,14072,1,0,0,0,836.18164,905.68542,1616.97388,1747.43652,-0.04468,-0.06238,0.99564,-1.838,0.403,-0.35,6635,73891,102326
0.68,68,14073,1,0,0,0,836.18164,905.68542,1617.05017,1747.51282,-0.0448,-0.06067,0.99783,-1.453,0.438,-0.193,6635,73891,102326
0.69,69,14074,1,0,0,0,836.18164,905.68542,1616.89758,1747.51282,-0.04248,-0.05872,0.99698,-1.33,0.35,-0.228,6637,73893,102328
0.7,70,14075,1,0,0,0,836.18164,905.68542,1617.05017,1747.36023,-0.04114,-0.05567,0.99661,-1.435,0.403,0.105,6637,73891,102327
0.71,71,14076,1,0,0,0,836.18164,905.68542,1616.6687,1747.58911,-0.03967,-0.05567,0.99515,-1.645,0.473,0.175,6637,73891,102327
0.72,72,14077,1,0,0,0,836.18164,905.68542,1616.82129,1747.43652,-0.0398,-0.05567,0.99356,-1.978,0.508,0.28,6637,73891,102327
0.73,73,14078,1,0,0,0,836.18164,905.68542,1616.745,1747.28394,-0.04077,-0.05628,0.99661,-2.153,0.508,0.35,6638,73896,102335
0.74,74,14079,1,0,0,0,836.18164,905.68542,1617.43164,1747.51282,-0.04297,-0.05835,0.99783,-2.45,0.525,0.368,6638,73896,102335
0.75,75,14080,1,0,0,0,836.02905,905.68542,1616.97388,1747.51282,-0.04517,-0.06824,0.99893,-2.87,0.683,0.403,6639,73892,102341
0.76,76,14081,1,0,0,0,836.02905,905.68542,1616.51611,1747.36023,-0.0459,-0.07031,1.00064,-2.555,0.63,0.14,6639,73892,102341
0.77,77,14082,1,0,0,0,836.02905,905.68542,1616.97388,1747.43652,-0.04651,-0.07227,1.00003,-2.118,0.613,0.018,6638,73894,102342
0.78,78,14083,1,0,0,0,836.02905,905.68542,1616.82129,1747.43652,-0.04749,-0.06995,1.00003,-1.855,0.665,-0.053,6638,73894,102342
0.79,79,14084,1,0,0,0,836.02905,905.68542,1616.89758,1747.43652,-0.04761,-0.06726,0.99844,-1.575,0.473,-0.263,6642,73896,102345
0.8,80,14085,1,0,0,0,836.02905,905.91431,1617.05017,1747.51282,-0.04712,-0.06262,0.99918,-1.103,0.508,-0.228,6642,73896,102351
0.81,81,14086,1,0,0,0,836.02905,905.91431,1616.89758,1747.28394,-0.04724,-0.0586,0.99637,-0.788,0.455,-0.105,6642,73896,102351
0.82,82,14087,1,0,0,0,836.02905,905.91431,1616.97388,1747.43652,-0.0459,-0.05481,0.99734,-1.12,0.403,-0.035,6642,73896,102351
0.83,83,14088,1,0,0,0,836.02905,905.91431,1617.35535,1747.43652,-0.0448,-0.05762,0.99564,-1.365,0.245,0.018,6645,73900,102352
0.84,84,14089,1,0,0,0,836.02905,905.91431,1616.82129,1747.36023,-0.04431,-0.06091,0.99686,-1.593,0.368,0.193,6645,73900,102352
0.85,85,14090,1,0,0,0,836.10535,905.91431,1616.97388,1747.43652,-0.04102,-0.0647,0.99722,-1.645,0.298,0.14,6642,73895,102351
0.86,86,14091,1,0,0,0,836.10535,905.91431,1616.82129,1747.36023,-0.04248,-0.0647,0.99869,-1.768,0.35,-0.018,6642,73895,102351
0.87,87,14092,1,0,0,0,836.10535,905.91431,1616.82129,1747.36023,-0.04334,-0.0636,0.99759,-1.558,0.385,0.07,6646,73898,102357
0.88,88,14093,1,0,0,0,836.10535,905.91431,1616.82129,1747.28394,-0.04065,-0.06189,0.99661,-1.295,0.455,-0.018,6646,73898,102357
0.89,89,14094,1,0,0,0,836.10535,905.91431,1617.05017,1747.58911,-0.04334,-0.05872,0.99661,-1.243,0.49,0.0,6647,73904,102360
0.9,90,14095,1,0,0,0,836.10535,905.45654,1616.89758,1747.43652,-0.0437,-0.05896,0.99588,-1.365,0.49,-0.193,6645,73900,102366
0.91,91,14096,1,0,0,0,836.10535,905.45654,1616.6687,1747.28394,-0.04443,-0.05823,0.99661,-1.505,0.508,-0.14,6645,73900,102366
0.92,92,14097,1,0,0,0,836.10535,905.45654,1616.97388,1747.36023,-0.04431,-0.05982,0.9971,-1.855,0.49,-0.263,6645,73900,102366
0.93,93,14098,1,0,0,0,836.10535,905.45654,1616.82129,1747.36023,-0.04517,-0.06055,0.99722,-1.873,0.595,-0.315,6649,73901,102365
0.94,94,14099,1,0,0,0,836.10535,905.45654,1616.89758,1747.36023,-0.04285,-0.06067,0.99832,-1.978,0.578,-0.35,6649,73901,102365
0.95,95,14100,1,0,0,0,836.02905,905.45654,1616.97388,1747.05505,-0.04163,-0.06177,0.99734,-2.188,0.525,-0.263,6647,73901,102371
0.96,96,14101,1,0,0,0,836.02905,905.45654,1616.59241,1747.20764,-0.04151,-0.06116,0.99625,-2.258,0.455,-0.228,6647,73901,102371
0.97,97,14102,1,0,0,0,836.02905,905.45654,1616.82129,1747.20764,-0.04114,-0.05945,0.99686,-2.45,0.56,-0.578,6650,73905,102378
0.98,98,14103,1,0,0,0,836.02905,905.45654,1617.43164,1747.51282,-0.04346,-0.05615,0.99942,-2.555,0.578,-0.648,6650,73905,102378
0.99,99,14104,1,0,0,0,836.02905,905.45654,1616.745,1747.66541,-0.04236,-0.05762,0.99722,-2.765,0.7,-0.893,6654,73906,102379
1.0,100,14105,1,0,0,0,836.02905,905.83801,1616.97388,1747.43652,-0.04285,-0.06336,0.9971,-3.01,0.648,-0.718,6654,73906,102379
1.01,101,14106,1,0,0,0,836.02905,905.83801,1616.97388,1747.43652,-0.0437,-0.06726,0.9982,-3.185,0.578,-0.77,6653,73909,102382
1.02,102,14107,1,0,0,0,836.02905,905.83801,1616.745,1747.20764,-0.04736,-0.068,1.0004,-3.045,0.788,-0.963,6653,73909,102382
1.03,103,14108,1,0,0,0,836.02905,905.83801,1616.82129,1747.20764,-0.04846,-0.06323,0.99905,-2.17,0.648,-0.998,6653,73907,102385
1.04,104,14109,1,0,0,0,836.02905,905.83801,1616.89758,1747.28394,-0.04639,-0.06189,0.99478,-2.188,0.648,-1.05,6653,73907,102385
1.05,105,14110,1,0,0,0,835.95276,905.83801,1616.89758,1747.58911,-0.04566,-0.06238,0.99649,-2.24,0.56,-0.823,6654,73906,102383
1.06,106,14111,1,0,0,0,835.95276,905.83801,1616.51611,1747.13135,-0.04346,-0.06189,0.99442,-2.293,0.508,-1.103,6654,73906,102383
1.07,107,14112,1,0,0,0,835.95276,905.83801,1617.12646,1747.20764,-0.0426,-0.06177,0.99747,-2.415,0.56,-1.243,6659,73908,102388
1.08,108,14113,1,0,0,0,835.95276,905.83801,1616.745,1747.28394,-0.04443,-0.06555,1.00003,-2.73,0.613,-1.155,6659,73908,102388
1.09,109,14114,1,0,0,0,835.95276,905.83801,1616.89758,1746.97876,-0.04846,-0.0669,0.99991,-2.538,0.595,-1.173,6656,73911,102395
1.1,110,14115,1,0,0,0,835.95276,905.76172,1616.89758,1747.28394,-0.04859,-0.06873,0.99881,-2.293,0.648,-1.313,6656,73911,102395
1.11,111,14116,1,0,0,0,835.95276,905.76172,1616.745,1747.05505,-0.04785,-0.06726,0.99844,-1.925,0.543,-1.208,6659,73908,102398
1.12,112,14117,1,0,0,0,835.95276,905.76172,1616.82129,1747.05505,-0.04614,-0.06531,0.99857,-1.505,0.473,-1.208,6659,73908,102398
1.13,113,14118,1,0,0,0,835.95276,905.76172,1617.20276,1747.28394,-0.04505,-0.05774,0.99625,-1.085,0.455,-0.945,6660,73908,102391
1.14,114,14119,1,0,0,0,835.95276,905.76172,1616.89758,1747.20764,-0.04175,-0.05469,0.99527,-1.295,0.42,-0.858,6660,73908,102391
1.15,115,14120,1,0,0,0,836.25793,905.76172,1616.82129,1747.28394,-0.03919,-0.0542,0.99673,-1.715,0.42,-0.875,6660,73904,102377
1.16,116,14121,1,0,0,0,836.25793,905.76172,1616.97388,1747.20764,-0.03833,-0.05799,0.99869,-2.1,0.473,-0.945,6660,73904,102377
1.17,117,14122,1,0,0,0,836.25793,905.76172,1616.97388,1747.13135,-0.03858,-0.06128,0.99796,-2.293,0.525,-0.98,6657,73898,102365
1.18,118,14123,1,0,0,0,836.25793,905.76172,1616.745,1747.28394,-0.03967,-0.06348,0.99771,-2.24,0.578,-0.648,6657,73898,102365
1.19,119,14124,1,0,0,0,836.25793,905.76172,1617.05017,1747.51282,-0.04053,-0.06055,0.99857,-2.135,0.525,-0.543,6652,73897,102352
1.2,120,14125,1,0,0,0,836.25793,905.45654,1617.05017,1747.58911,-0.04053,-0.05908,0.99673,-2.083,0.455,-0.473,6652,73897,102352
1.21,121,14126,1,0,0,0,836.25793,905.45654,1616.82129,1747.20764,-0.04285,-0.05652,0.99698,-2.275,0.49,-0.49,6650,73895,102349
1.22,122,14127,1,0,0,0,836.25793,905.45654,1617.35535,1747.43652,-0.04248,-0.05786,0.99478,-2.398,0.613,-0.525,6650,73895,102349
1.23,123,14128,1,0,0,0,836.25793,905.45654,1616.82129,1747.20764,-0.04529,-0.06226,0.99661,-2.8,0.578,-0.245,6649,73892,102343
1.24,124,14129,1,0,0,0,836.25793,905.45654,1616.745,1747.20764,-0.04639,-0.06629,0.99905,-2.975,0.718,-0.42,6649,73892,102343
1.25,125,14130,1,0,0,0,836.33423,905.45654,1617.12646,1747.20764,-0.04785,-0.06763,1.00027,-2.923,0.7,-0.315,6645,73892,102343
1.26,126,14131,1,0,0,0,836.33423,905.45654,1616.51611,1747.20764,-0.04675,-0.06934,0.99942,-2.538,0.665,-0.263,6645,73892,102343
1.27,127,14132,1,0,0,0,836.33423,905.45654,1616.82129,1747.20764,-0.04627,-0.06909,0.99796,-2.345,0.648,-0.333,6640,73897,102344
1.28,128,14133,1,0,0,0,836.33423,905.45654,1617.05017,1747.28394,-0.04712,-0.06702,0.9982,-2.083,0.613,-0.35,6640,73897,102344
1.29,129,14134,1,0,0,0,836.33423,905.45654,1616.745,1747.20764,-0.04602,-0.06397,0.99673,-1.96,0.525,-0.298,6638,73888,102340
1.3,130,14135,1,0,0,0,836.33423,905.45654,1616.89758,1747.20764,-0.04358,-0.06555,0.99551,-1.995,0.56,-0.455,6638,73888,102340
1.31,131,14136,1,0,0,0,836.33423,905.45654,1616.89758,1747.28394,-0.04492,-0.06458,0.99698,-2.153,0.525,-0.63,6634,73886,102334
1.32,132,14137,1,0,0,0,836.33423,905.45654,1616.82129,1747.20764,-0.0459,-0.06507,0.99881,-2.275,0.42,-0.578,6634,73886,102334
1.33,133,14138,1,0,0,0,836.33423,905.45654,1616.745,1747.13135,-0.04639,-0.06531,0.99918,-2.24,0.543,-0.42,6631,73879,102321
1.34,134,14139,1,0,0,0,836.33423,905.45654,1616.89758,1747.20764,-0.04431,-0.06494,0.99747,-2.03,0.543,-0.613,6631,73879,102321
1.35,135,14140,1,0,0,0,836.18164,905.45654,1616.89758,1747.51282,-0.04187,-0.06446,0.99625,-1.838,0.473,-0.648,6630,73875,102312
1.36,136,14141,1,0,0,0,836.18164,905.45654,1616.6687,1747.13135,-0.04407,-0.06189,0.99832,-1.698,0.49,-0.403,6630,73875,102312
1.37,137,14142,1,0,0,0,836.18164,905.45654,1616.97388,1747.20764,-0.04407,-0.06275,0.99808,-1.768,0.578,-0.263,6628,73874,102311
1.38,138,14143,1,0,0,0,836.18164,905.45654,1616.82129,1747.05505,-0.04382,-0.06433,0.99783,-1.89,0.525,-0.228,6628,73874,102311
1.39,139,14144,1,0,0,0,836.18164,905.45654,1616.89758,1747.05505,-0.04505,-0.06482,0.99722,-1.89,0.525,-0.508,6626,73873,102307
1.4,140,14145,1,0,0,0,836.18164,905.83801,1617.12646,1747.20764,-0.04346,-0.06323,0.996,-1.733,0.49,-0.578,6626,73873,102307
1.41,141,14146,1,0,0,0,836.18164,905.83801,1616.745,1747.05505,-0.04492,-0.06189,0.99649,-1.698,0.525,-0.35,6623,73875,102301
1.42,142,14147,1,0,0,0,836.18164,905.83801,1616.89758,1747.05505,-0.04443,-0.06055,0.996,-1.663,0.648,-0.298,6623,73875,102301
1.43,143,14148,1,0,0,0,836.18164,905.83801,1617.12646,1747.20764,-0.04212,-0.06043,0.99637,-1.908,0.42,-0.158,6622,73871,102303
1.44,144,14149,1,0,0,0,836.18164,905.83801,1616.82129,1747.13135,-0.04175,-0.06238,0.9971,-2.17,0.49,-0.14,6622,73871,102303
1.45,145,14150,1,0,0,0,836.10535,905.83801,1616.82129,1746.97876,-0.04163,-0.06336,0.99734,-2.363,0.613,-0.07,6618,73869,102301
1.46,146,14151,1,0,0,0,836.10535,905.83801,1616.97388,1747.13135,-0.04163,-0.0647,0.99673,-2.45,0.683,-0.088,6618,73869,102301
1.47,147,14152,1,0,0,0,836.10535,905.83801,1616.82129,1747.05505,-0.04236,-0.06531,0.99844,-2.468,0.543,-0.14,6620,73871,102302
1.48,148,14153,1,0,0,0,836.10535,905.83801,1616.82129,1747.20764,-0.04346,-0.06458,0.99808,-2.38,0.613,-0.175,6620,73871,102302
1.49,149,14154,1,0,0,0,836.10535,905.83801,1617.12646,1747.28394,-0.04505,-0.06446,0.99979,-2.17,0.665,-0.123,6620,73868,102302
1.5,150,14155,1,0,0,0,836.10535,905.38025,1616.89758,1747.36023,-0.04468,-0.06397,0.99734,-2.135,0.63,-0.018,6620,73868,102302
1.51,151,14156,1,0,0,0,836.10535,905.38025,1616.82129,1747.05505,-0.04578,-0.06336,0.99783,-2.153,0.595,-0.035,6621,73868,102297
1.52,152,14157,1,0,0,0,836.10535,905.38025,1616.89758,1747.36023,-0.04663,-0.06336,0.99771,-2.24,0.595,0.053,6621,73868,102297
1.53,153,14158,1,0,0,0,836.10535,905.38025,1616.82129,1747.13135,-0.04627,-0.0658,0.99759,-2.065,0.56,0.193,6617,73868,102297
1.54,154,14159,1,0,0,0,836.10535,905.38025,1616.82129,1747.20764,-0.04541,-0.0669,0.99783,-2.17,0.49,0.018,6617,73868,102297
1.55,155,14160,1,0,0,0,836.41052,905.38025,1617.05017,1747.13135,-0.04517,-0.06946,0.99893,-2.013,0.525,-0.105,6617,73867,102297
1.56,156,14161,1,0,0,0,836.41052,905.38025,1616.6687,1747.05505,-0.04566,-0.06836,0.99673,-1.855,0.543,0.035,6617,73867,102297
1.57,157,14162,1,0,0,0,836.41052,905.38025,1616.89758,1746.90247,-0.04566,-0.06922,0.99771,-1.558,0.508,0.088,6615,73862,102294
1.58,158,14163,1,0,0,0,836.41052,905.38025,1617.05017,1747.05505,-0.04541,-0.06787,0.99722,-1.575,0.543,0.14,6615,73862,102294
1.59,159,14164,1,0,0,0,836.41052,905.38025,1616.745,1746.90247,-0.04614,-0.06629,0.99808,-1.75,0.508,-0.053,6615,73866,102295
1.6,160,14165,1,0,0,0,836.41052,905.45654,1616.82129,1747.05505,-0.04419,-0.06592,0.99722,-1.68,0.508,-0.158,6615,73866,102295
1.61,161,14166,1,0,0,0,836.41052,905.45654,1617.05017,1747.05505,-0.04456,-0.06372,0.9993,-1.68,0.56,-0.28,6614,73864,102298
1.62,162,14167,1,0,0,0,836.41052,905.45654,1616.745,1746.82617,-0.04468,-0.06384,0.99942,-1.715,0.543,-0.333,6614,73864,102298
1.63,163,14168,1,0,0,0,836.41052,905.45654,1616.89758,1746.82617,-0.04443,-0.0647,0.99771,-1.733,0.525,-0.228,6614,73864,102295
1.64,164,14169,1,0,0,0,836.41052,905.45654,1616.97388,1746.97876,-0.04321,-0.0669,0.99698,-1.838,0.473,-0.158,6614,73864,102295
1.65,165,14170,1,0,0,0,836.18164,905.45654,1616.745,1747.28394,-0.04285,-0.06641,0.99637,-1.645,0.508,-0.333,6615,73864,102297
1.66,166,14171,1,0,0,0,836.18164,905.45654,1616.6687,1746.90247,-0.0437,-0.06531,0.99637,-1.593,0.595,-0.298,6615,73864,102297
1.67,167,14172,1,0,0,0,836.18164,905.45654,1616.82129,1746.97876,-0.04505,-0.06446,0.99893,-1.628,0.613,-0.42,6615,73867,102300
1.68,168,14173,1,0,0,0,836.18164,905.45654,1616.89758,1746.90247,-0.04541,-0.06629,0.99979,-1.75,0.578,-0.35,6615,73867,102300
1.69,169,14174,1,0,0,0,836.18164,905.45654,1616.82129,1746.90247,-0.04602,-0.06629,0.9993,-1.733,0.508,-0.263,6615,73864,102293
1.7,170,14175,1,0,0,0,836.18164,905.68542,1616.97388,1747.05505,-0.04468,-0.06519,0.99783,-1.33,0.473,-0.28,6615,73864,102293
1.71,171,14176,1,0,0,0,836.18164,905.68542,1616.59241,1746.97876,-0.04468,-0.06665,0.99673,-1.505,0.56,-0.455,6617,73867,102302
1.72,172,14177,1,0,0,0,836.18164,905.68542,1616.6687,1746.97876,-0.04566,-0.06519,0.99979,-1.4,0.508,-0.385,6617,73867,102302
1.73,173,14178,1,0,0,0,836.18164,905.68542,1617.20276,1747.13135,-0.0448,-0.06446,0.99796,-1.365,0.49,-0.28,6616,73864,102301
