timestamp_local,elapsed_seconds,hr_bpm
2026-05-13 23:40:51.695,0.361392,56
2026-05-13 23:40:51.696,0.362060,56
2026-05-13 23:40:52.657,1.323055,56
2026-05-13 23:40:53.615,2.280993,56
2026-05-13 23:40:54.575,3.241002,56
2026-05-13 23:40:55.535,4.201261,56
2026-05-13 23:40:56.977,5.642825,56
2026-05-13 23:40:57.547,6.213075,56
2026-05-13 23:40:58.595,7.260934,56
2026-05-13 23:40:59.525,8.190890,56
2026-05-13 23:41:00.575,9.240603,56
2026-05-13 23:41:01.537,10.203317,57
2026-05-13 23:41:02.525,11.190863,57
2026-05-13 23:41:03.547,12.213123,57
2026-05-13 23:41:04.537,13.203062,57
2026-05-13 23:41:05.555,14.221375,57
2026-05-13 23:41:06.575,15.240992,57
2026-05-13 23:41:07.535,16.201144,57
2026-05-13 23:41:08.555,17.221078,57
2026-05-13 23:41:09.575,18.241286,56
2026-05-13 23:41:10.535,19.201412,56
2026-05-13 23:41:11.525,20.191084,56
2026-05-13 23:41:12.547,21.213192,56
2026-05-13 23:41:13.595,22.261040,56
2026-05-13 23:41:14.525,23.191510,56
2026-05-13 23:41:15.547,24.213180,56
2026-05-13 23:41:16.565,25.231076,56
2026-05-13 23:41:17.525,26.191193,56
2026-05-13 23:41:18.547,27.213161,56
2026-05-13 23:41:19.535,28.201123,56
2026-05-13 23:41:20.555,29.221154,56
2026-05-13 23:41:21.575,30.241375,55
2026-05-13 23:41:22.535,31.201074,55
2026-05-13 23:41:23.526,32.191633,55
2026-05-13 23:41:24.547,33.213184,55
2026-05-13 23:41:25.535,34.201506,55
2026-05-13 23:41:26.525,35.191175,55
2026-05-13 23:41:27.547,36.213194,55
2026-05-13 23:41:28.565,37.231433,55
2026-05-13 23:41:29.585,38.251150,55
2026-05-13 23:41:30.547,39.213324,55
2026-05-13 23:41:31.537,40.203350,55
2026-05-13 23:41:32.525,41.190862,55
2026-05-13 23:41:33.547,42.213295,55
2026-05-13 23:41:34.537,43.203316,55
2026-05-13 23:41:35.555,44.221231,55
2026-05-13 23:41:36.575,45.241173,55
2026-05-13 23:41:37.536,46.201919,56
2026-05-13 23:41:38.525,47.191224,56
2026-05-13 23:41:39.547,48.213367,56
2026-05-13 23:41:40.537,49.203498,56
2026-05-13 23:41:41.525,50.191212,56
2026-05-13 23:41:42.546,51.211874,57
2026-05-13 23:41:43.595,52.261159,57
2026-05-13 23:41:44.525,53.191201,57
2026-05-13 23:41:45.547,54.213308,57
2026-05-13 23:41:46.537,55.203313,57
2026-05-13 23:41:47.525,56.190901,57
2026-05-13 23:41:48.547,57.213404,57
2026-05-13 23:41:49.565,58.231353,57
2026-05-13 23:41:50.555,59.221240,57
2026-05-13 23:41:51.576,60.241705,57
2026-05-13 23:41:52.536,61.201664,58
2026-05-13 23:41:53.525,62.191372,58
2026-05-13 23:41:54.548,63.214285,59
2026-05-13 23:41:55.536,64.201936,60
2026-05-13 23:41:56.526,65.191632,62
2026-05-13 23:41:57.548,66.213686,66
2026-05-13 23:41:58.566,67.231644,67
2026-05-13 23:41:59.526,68.191679,70
2026-05-13 23:42:00.546,69.212051,71
2026-05-13 23:42:01.566,70.231661,72
2026-05-13 23:42:02.526,71.191792,75
2026-05-13 23:42:03.548,72.214028,76
2026-05-13 23:42:04.537,73.202813,77
2026-05-13 23:42:05.556,74.221905,78
2026-05-13 23:42:06.548,75.213922,79
2026-05-13 23:42:07.536,76.201690,80
2026-05-13 23:42:08.525,77.191339,80
2026-05-13 23:42:09.575,78.241577,82
2026-05-13 23:42:10.536,79.201635,84
2026-05-13 23:42:11.525,80.191374,84
2026-05-13 23:42:12.547,81.213452,84
2026-05-13 23:42:13.566,82.231780,86
2026-05-13 23:42:14.526,83.192052,88
2026-05-13 23:42:15.576,84.241706,91
2026-05-13 23:42:16.537,85.203051,92
2026-05-13 23:42:17.526,86.191659,94
2026-05-13 23:42:18.548,87.213770,96
2026-05-13 23:42:19.536,88.202086,97
2026-05-13 23:42:20.526,89.191781,99
2026-05-13 23:42:21.606,90.271698,100
2026-05-13 23:42:22.537,91.203025,101
2026-05-13 23:42:23.556,92.221608,103
2026-05-13 23:42:24.576,93.241787,104
2026-05-13 23:42:25.535,94.201210,106
2026-05-13 23:42:26.556,95.221985,107
2026-05-13 23:42:27.548,96.213699,108
2026-05-13 23:42:28.566,97.232068,109
2026-05-13 23:42:29.526,98.191773,110
2026-05-13 23:42:30.548,99.213994,111
2026-05-13 23:42:31.537,100.202740,111
2026-05-13 23:42:32.525,101.191507,111
2026-05-13 23:42:33.546,102.212165,111
2026-05-13 23:42:34.535,103.201552,111
2026-05-13 23:42:35.526,104.191732,110
2026-05-13 23:42:36.575,105.241527,110
2026-05-13 23:42:37.536,106.202253,109
2026-05-13 23:42:38.525,107.191580,109
2026-05-13 23:42:39.548,108.213614,109
2026-05-13 23:42:40.565,109.231542,109
2026-05-13 23:42:41.526,110.191772,110
2026-05-13 23:42:42.546,111.211935,110
2026-05-13 23:42:43.565,112.231221,110
2026-05-13 23:42:44.526,113.191604,110
2026-05-13 23:42:45.548,114.213896,111
2026-05-13 23:42:46.537,115.202756,111
2026-05-13 23:42:47.526,116.191906,112
2026-05-13 23:42:48.576,117.241911,113
2026-05-13 23:42:49.537,118.203181,114
2026-05-13 23:42:50.525,119.191582,114
2026-05-13 23:42:51.577,120.243143,114
2026-05-13 23:42:52.536,121.201605,114
2026-05-13 23:42:53.526,122.191594,114
2026-05-13 23:42:54.548,123.213634,114
2026-05-13 23:42:55.535,124.201340,114
2026-05-13 23:42:56.526,125.191991,113
2026-05-13 23:42:57.546,126.212063,112
2026-05-13 23:42:58.566,127.231620,111
2026-05-13 23:42:59.526,128.191700,110
2026-05-13 23:43:00.547,129.212972,108
2026-05-13 23:43:01.538,130.204122,107
2026-05-13 23:43:02.526,131.191881,104
2026-05-13 23:43:03.547,132.213399,102
2026-05-13 23:43:04.538,133.204066,100
2026-05-13 23:43:05.556,134.222303,98
2026-05-13 23:43:06.576,135.242093,96
2026-05-13 23:43:07.536,136.201708,96
2026-05-13 23:43:08.526,137.192067,94
2026-05-13 23:43:09.576,138.241954,93
2026-05-13 23:43:10.536,139.201749,93
2026-05-13 23:43:11.526,140.191660,93
2026-05-13 23:43:12.547,141.213330,91
2026-05-13 23:43:13.566,142.232085,90
2026-05-13 23:43:14.526,143.192197,90
2026-05-13 23:43:15.547,144.212993,90
2026-05-13 23:43:16.538,145.204237,88
2026-05-13 23:43:17.526,146.192097,87
2026-05-13 23:43:18.547,147.213473,87
2026-05-13 23:43:19.536,148.202392,86
2026-05-13 23:43:20.526,149.191775,86
2026-05-13 23:43:21.576,150.241784,86
2026-05-13 23:43:22.596,151.261969,85
2026-05-13 23:43:23.526,152.191713,85
2026-05-13 23:43:24.547,153.213021,85
2026-05-13 23:43:25.566,154.232101,83
2026-05-13 23:43:26.526,155.191915,83
2026-05-13 23:43:27.547,156.212984,83
2026-05-13 23:43:28.566,157.232017,83
2026-05-13 23:43:29.526,158.192270,81
2026-05-13 23:43:30.546,159.212334,80
2026-05-13 23:43:31.538,160.204236,79
2026-05-13 23:43:32.526,161.191758,79
2026-05-13 23:43:33.545,162.211519,79
2026-05-13 23:43:34.538,163.204005,79
2026-05-13 23:43:35.556,164.221905,79
2026-05-13 23:43:36.576,165.242188,77
2026-05-13 23:43:37.538,166.204393,76
2026-05-13 23:43:38.526,167.192104,74
2026-05-13 23:43:39.575,168.241410,73
2026-05-13 23:43:40.535,169.200966,73
2026-05-13 23:43:41.526,170.191855,73
2026-05-13 23:43:42.546,171.212293,73
2026-05-13 23:43:43.566,172.231921,73
2026-05-13 23:43:44.526,173.191944,73
2026-05-13 23:43:45.547,174.213430,71
2026-05-13 23:43:46.538,175.204340,70
2026-05-13 23:43:47.526,176.191923,69
2026-05-13 23:43:48.547,177.213448,69
2026-05-13 23:43:49.538,178.204115,69
2026-05-13 23:43:50.526,179.191927,69
2026-05-13 23:43:51.606,180.271908,69
2026-05-13 23:43:52.536,181.202007,69
2026-05-13 23:43:53.526,182.191999,69
2026-05-13 23:43:54.576,183.242258,68
2026-05-13 23:43:55.566,184.232210,67
2026-05-13 23:43:56.526,185.192321,66
2026-05-13 23:43:57.576,186.241973,66
2026-05-13 23:43:58.566,187.232344,65
2026-05-13 23:43:59.526,188.191983,65
2026-05-13 23:44:00.547,189.213035,65
2026-05-13 23:44:01.538,190.204563,64
2026-05-13 23:44:02.526,191.191678,64
2026-05-13 23:44:03.548,192.213771,64
2026-05-13 23:44:04.536,193.202188,64
2026-05-13 23:44:05.526,194.192305,64
2026-05-13 23:44:06.576,195.242353,63
2026-05-13 23:44:07.536,196.202027,63
2026-05-13 23:44:08.526,197.192338,62
2026-05-13 23:44:09.547,198.213208,62
2026-05-13 23:44:10.536,199.201757,62
2026-05-13 23:44:11.526,200.192109,62
2026-05-13 23:44:12.547,201.213319,62
2026-05-13 23:44:13.566,202.232066,62
2026-05-13 23:44:14.526,203.192375,63
2026-05-13 23:44:15.576,204.242436,64
2026-05-13 23:44:16.538,205.204522,66
2026-05-13 23:44:17.526,206.192108,66
2026-05-13 23:44:18.548,207.214042,65
2026-05-13 23:44:19.537,208.202744,64
