acc_motion_aae,acc_motion_hit_rate_5bpm,acc_rest_aae,acc_rest_hit_rate_5bpm,acc_total_aae,acc_total_hit_rate_5bpm,adaptive_filter,analysis_scope,data_date,data_path,error_csv_rel,fft_motion_aae,fft_motion_hit_rate_5bpm,fft_rest_aae,fft_rest_hit_rate_5bpm,fft_total_aae,fft_total_hit_rate_5bpm,fs_target,hf_motion_aae,hf_motion_hit_rate_5bpm,hf_rest_aae,hf_rest_hit_rate_5bpm,hf_total_aae,hf_total_hit_rate_5bpm,hr_range_hz,hr_range_rest,klms_epsilon,klms_sigma,klms_step_size,lms_mu_base,max_order,motion_end_s,motion_label,motion_start_s,motion_type,raw_data_path,ref_path,reference_order_key,report_rel,research_bucket,sample,sample_stem,slew_limit_bpm,slew_limit_rest,slew_step_bpm,slew_step_rest,smooth_win_len,spec_penalty_width,subject,time_bias,unreliable_windows,used_adaptive_windows
7.52564677687056,0.581081081081081,1.7311506590899868,0.9117647058823529,3.773020719641236,0.7952380952380952,lms,full,20260512,D:\data\PPG_HeartRate\Algorithm\Algorithm\outline-PPGtoHR\data\20260512\group_test\multi_tiaosheng4.csv,20260512+19/20260512-alltiaosheng/20260616_101037_raw_bandpass_full_LMS+H/csv/multi_tiaosheng4-green-raw_bandpass-lms-full-HF-v2-error.csv,27.8331,0.189189,1.5659,0.948529,10.8219,0.680952,100,3.0412,0.810811,1.0073,1.0,1.724,0.933333,0.5833333333333334,1.0,,,,0.012,8,139.0,跳绳,66.0,tiaosheng,D:\data\PPG_HeartRate\Algorithm\Algorithm\outline-PPGtoHR\data\20260512\group_test\multi_tiaosheng4.csv,D:\data\PPG_HeartRate\Algorithm\Algorithm\outline-PPGtoHR\data\20260512\group_test\multi_tiaosheng4_HR_ref.csv,HF,20260512+19/20260512-alltiaosheng/20260616_101037_raw_bandpass_full_LMS+H/json/multi_tiaosheng4-green-raw_bandpass-lms-full-HF-v2.json,20260512+19,multi_tiaosheng4.csv,multi_tiaosheng4,12,1.0,5,0.5,7,0.2,LYX,5.5,0,84
39.77220949683567,0.09722222222222222,5.441380296747547,0.8,17.382538279386896,0.5555555555555556,lms,full,20260512,D:\data\PPG_HeartRate\Algorithm\Algorithm\outline-PPGtoHR\data\20260512\group_test\multi_tiaosheng5.csv,20260512+19/20260512-alltiaosheng/20260616_101037_raw_bandpass_full_LMS+H/csv/multi_tiaosheng5-green-raw_bandpass-lms-full-HF-v2-error.csv,33.9195,0.069444,3.6075,0.844444,14.1508,0.574879,100,2.0065,0.930556,1.1368,1.0,1.4393,0.975845,0.3333333333333333,0.8333333333333334,,,,0.01,20,128.0,跳绳,57.0,tiaosheng,D:\data\PPG_HeartRate\Algorithm\Algorithm\outline-PPGtoHR\data\20260512\group_test\multi_tiaosheng5.csv,D:\data\PPG_HeartRate\Algorithm\Algorithm\outline-PPGtoHR\data\20260512\group_test\multi_tiaosheng5_HR_ref.csv,HF,20260512+19/20260512-alltiaosheng/20260616_101037_raw_bandpass_full_LMS+H/json/multi_tiaosheng5-green-raw_bandpass-lms-full-HF-v2.json,20260512+19,multi_tiaosheng5.csv,multi_tiaosheng5,12,1.0,7,0.5,9,0.2,LYX,4.5,0,99
10.20343212035754,0.5205479452054794,2.9922705114155868,0.828125,5.611249603220375,0.7164179104477612,lms,full,20260512,D:\data\PPG_HeartRate\Algorithm\Algorithm\outline-PPGtoHR\data\20260512\group_test\multi_tiaosheng6.csv,20260512+19/20260512-alltiaosheng/20260616_101037_raw_bandpass_full_LMS+H/csv/multi_tiaosheng6-green-raw_bandpass-lms-full-HF-v2-error.csv,42.3851,0.054795,2.8761,0.867188,17.2251,0.572139,50,5.5437,0.808219,0.9445,0.992188,2.6149,0.925373,0.4166666666666667,1.3333333333333333,,,,0.012,12,129.0,跳绳,57.0,tiaosheng,D:\data\PPG_HeartRate\Algorithm\Algorithm\outline-PPGtoHR\data\20260512\group_test\multi_tiaosheng6.csv,D:\data\PPG_HeartRate\Algorithm\Algorithm\outline-PPGtoHR\data\20260512\group_test\multi_tiaosheng6_HR_ref.csv,HF,20260512+19/20260512-alltiaosheng/20260616_101037_raw_bandpass_full_LMS+H/json/multi_tiaosheng6-green-raw_bandpass-lms-full-HF-v2.json,20260512+19,multi_tiaosheng6.csv,multi_tiaosheng6,12,1.0,9,0.5,9,0.2,LYX,5,0,92
2.9224934764265,0.8354430379746836,3.382446975920883,0.7786885245901639,3.201669232338514,0.8009950248756219,lms,full,20260512,D:\data\PPG_HeartRate\Algorithm\Algorithm\outline-PPGtoHR\data\20260512\group_test\multi_tiaosheng7.csv,20260512+19/20260512-alltiaosheng/20260616_101037_raw_bandpass_full_LMS+H/csv/multi_tiaosheng7-green-raw_bandpass-lms-full-HF-v2-error.csv,17.9069,0.126582,1.5202,0.97541,7.9607,0.641791,50,1.1262,0.962025,1.497,0.97541,1.3513,0.970149,0.5833333333333334,1.3333333333333333,,,,0.01,16,135.0,跳绳,57.0,tiaosheng,D:\data\PPG_HeartRate\Algorithm\Algorithm\outline-PPGtoHR\data\20260512\group_test\multi_tiaosheng7.csv,D:\data\PPG_HeartRate\Algorithm\Algorithm\outline-PPGtoHR\data\20260512\group_test\multi_tiaosheng7_HR_ref.csv,HF,20260512+19/20260512-alltiaosheng/20260616_101037_raw_bandpass_full_LMS+H/json/multi_tiaosheng7-green-raw_bandpass-lms-full-HF-v2.json,20260512+19,multi_tiaosheng7.csv,multi_tiaosheng7,14,6.0,9,4.0,9,0.2,LYX,4,0,89
54.99393498282938,0.09375,18.20416144277618,0.539568345323741,29.80290778052695,0.39901477832512317,klms,full,20260519,D:\data\PPG_HeartRate\Algorithm\Algorithm\outline-PPGtoHR\data\20260519\multi_bobi1.csv,20260512+19/20260519/20260519_230242_full_K-LMS+H/csv/multi_bobi1-green-klms-full-HF-v2-error.csv,58.9532,0.046875,16.5933,0.589928,29.9482,0.418719,100,5.823622155552613,0.59375,3.378762160516195,0.8345323741007195,4.149555459443933,0.7586206896551724,0.4166666666666667,0.8333333333333334,0.1,5.0,0.05,0.01,16,125.0,波比跳,63.0,bobi,D:\data\PPG_HeartRate\Algorithm\Algorithm\outline-PPGtoHR\data\20260519\try_2.0\klms\multi_bobi1.csv,D:\data\PPG_HeartRate\Algorithm\Algorithm\outline-PPGtoHR\data\20260519\multi_bobi1_HR_ref.csv,HF,20260512+19/20260519/20260519_230242_full_K-LMS+H/json/multi_bobi1-green-klms-full-HF-v2.json,20260512+19,multi_bobi1.csv,multi_bobi1,12,1.0,9,0.5,9,0.3,LYX,4.5,0,121
34.08571605709229,0.3150684931506849,3.249447208156206,0.7846153846153846,14.33835176959628,0.6157635467980296,klms,full,20260519,D:\data\PPG_HeartRate\Algorithm\Algorithm\outline-PPGtoHR\data\20260519\multi_bobi2.csv,20260512+19/20260519/20260519_230242_full_K-LMS+H/csv/multi_bobi2-green-raw_bandpass-klms-full-HF-v2-error.csv,58.6733,0.054054,5.5873,0.883721,24.9388,0.581281,25,3.7882,0.716216,1.3586,0.992248,2.2443,0.891626,0.5833333333333334,1.3333333333333333,0.1,5.0,0.5,0.012,8,127.0,波比跳,66.0,bobi,D:\data\PPG_HeartRate\Algorithm\Algorithm\outline-PPGtoHR\data\20260519\trynew2.0\multi_bobi2.csv,D:\data\PPG_HeartRate\Algorithm\Algorithm\outline-PPGtoHR\data\20260519\multi_bobi2_HR_ref.csv,HF,20260512+19/20260519/20260519_230242_full_K-LMS+H/json/multi_bobi2-green-raw_bandpass-klms-full-HF-v2.json,20260512+19,multi_bobi2.csv,multi_bobi2,14,1.0,9,4.0,7,0.1,LYX,4,0,94
49.52357859644923,0.04411764705882353,16.133264364213098,0.5223880597014925,27.373568165163878,0.3613861386138614,klms,full,20260519,D:\data\PPG_HeartRate\Algorithm\Algorithm\outline-PPGtoHR\data\20260519\multi_bobi3.csv,20260512+19/20260519/20260519_230242_full_K-LMS+H/csv/multi_bobi3-green-raw_bandpass-klms-full-HF-v2-error.csv,56.4923,0.055556,13.2266,0.646154,28.6481,0.435644,25,7.4297,0.486111,1.8533,0.976923,3.841,0.80198,0.5833333333333334,0.5,0.1,0.5,0.5,0.008,16,123.0,波比跳,61.0,bobi,D:\data\PPG_HeartRate\Algorithm\Algorithm\outline-PPGtoHR\data\20260519\trynew\multi_bobi3.csv,D:\data\PPG_HeartRate\Algorithm\Algorithm\outline-PPGtoHR\data\20260519\multi_bobi3_HR_ref.csv,HF,20260512+19/20260519/20260519_230242_full_K-LMS+H/json/multi_bobi3-green-raw_bandpass-klms-full-HF-v2.json,20260512+19,multi_bobi3.csv,multi_bobi3,12,1.0,5,2.0,7,0.3,LYX,4,0,125
7.652532574742818,0.4339622641509434,4.276773979189793,0.6363636363636364,5.305022287030657,0.5747126436781609,klms,full,20260519,D:\data\PPG_HeartRate\Algorithm\Algorithm\outline-PPGtoHR\data\20260519\multi_fuwo1.csv,20260512+19/20260519/20260519_230242_full_K-LMS+H/csv/multi_fuwo1-green-klms-full-HF-v2-error.csv,25.2548,0.109091,4.1523,0.823529,10.8226,0.597701,100,4.812657537794842,0.5818181818181818,4.293464081690927,0.6218487394957983,4.457576955746761,0.6091954022988506,0.5833333333333334,0.3333333333333333,0.05,5.0,0.2,0.008,20,111.0,俯卧撑,59.0,fuwo,D:\data\PPG_HeartRate\Algorithm\Algorithm\outline-PPGtoHR\data\20260519\nextday\multi_fuwo1.csv,D:\data\PPG_HeartRate\Algorithm\Algorithm\outline-PPGtoHR\data\20260519\multi_fuwo1_HR_ref.csv,HF,20260512+19/20260519/20260519_230242_full_K-LMS+H/json/multi_fuwo1-green-klms-full-HF-v2.json,20260512+19,multi_fuwo1.csv,multi_fuwo1,12,3.0,5,2.0,7,0.1,LYX,5.5,0,67
1.9335118216822655,0.9310344827586207,1.942046977214266,0.9478260869565217,1.9391854799838841,0.9421965317919075,klms,full,20260519,D:\data\PPG_HeartRate\Algorithm\Algorithm\outline-PPGtoHR\data\20260519\multi_fuwo2.csv,20260512+19/20260519/20260519_230242_full_K-LMS+H/csv/multi_fuwo2-green-klms-full-HF-v2-error.csv,18.7022,0.066667,1.6669,0.946903,7.5751,0.641618,50,2.1176472002297735,0.9166666666666666,2.0368123077224936,0.9380530973451328,2.064847530557388,0.930635838150289,0.5,0.8333333333333334,0.01,0.5,0.1,0.012,12,113.0,俯卧撑,60.0,fuwo,D:\data\PPG_HeartRate\Algorithm\Algorithm\outline-PPGtoHR\data\20260519\nextday\multi_fuwo2.csv,D:\data\PPG_HeartRate\Algorithm\Algorithm\outline-PPGtoHR\data\20260519\multi_fuwo2_HR_ref.csv,HF,20260512+19/20260519/20260519_230242_full_K-LMS+H/json/multi_fuwo2-green-klms-full-HF-v2.json,20260512+19,multi_fuwo2.csv,multi_fuwo2,10,1.0,9,0.5,7,0.1,LYX,5,0,65
16.87326290545693,0.2028985507246377,4.2425658890558875,0.8106060606060606,8.578476805133857,0.6019900497512438,klms,full,20260519,D:\data\PPG_HeartRate\Algorithm\Algorithm\outline-PPGtoHR\data\20260519\multi_kaihe1.csv,20260512+19/20260519/20260519_230242_full_K-LMS+H/csv/multi_kaihe1-green-raw_bandpass-klms-full-HF-v2-error.csv,62.6625,0.054795,4.1466,0.90625,25.3986,0.597015,50,3.4774,0.739726,1.4976,0.96875,2.2166,0.885572,0.5,1.3333333333333333,0.1,5.0,0.5,0.012,12,125.0,开合跳,59.0,kaihe,D:\data\PPG_HeartRate\Algorithm\Algorithm\outline-PPGtoHR\data\20260519\trynew2.0\multi_kaihe1.csv,D:\data\PPG_HeartRate\Algorithm\Algorithm\outline-PPGtoHR\data\20260519\multi_kaihe1_HR_ref.csv,HF,20260512+19/20260519/20260519_230242_full_K-LMS+H/json/multi_kaihe1-green-raw_bandpass-klms-full-HF-v2.json,20260512+19,multi_kaihe1.csv,multi_kaihe1,8,25.0,5,5.0,9,0.3,LYX,4,0,83
