case_name,trial_idx,mode,hr_range_rest_bpm,slew_limit_rest_bpm,slew_step_rest_bpm,smooth_win_len,time_bias_s,objective,rest_all_mae,pre_rest_mae,post_rest_mae,pure_fft_rest_all_mae,pure_fft_pre_rest_mae,pure_fft_post_rest_mae,n_rest_all,n_pre_rest,n_post_rest,passed
multi_tiaosheng3,38,post_recovery_blend,15.0,4.0,12.0,15,-1.5,3.5359058938386,3.1211702694811803,2.5070425180288463,3.5359058938386,3.1211702694811803,2.5070425180288463,3.5359058938386,129,52,77,False
multi_tiaosheng3,39,post_recovery_blend,15.0,5.0,12.0,21,-2.5,3.534379780103509,2.8804299668544204,1.9120812049278848,3.534379780103509,2.8804299668544204,1.9120812049278848,3.534379780103509,129,52,77,False
multi_tiaosheng3,40,post_recovery_blend,15.0,5.0,12.0,31,-1.5,3.6230852958980058,2.8998230787530734,1.8288386418269234,3.6230852958980058,2.8998230787530734,1.8288386418269234,3.6230852958980058,129,52,77,False
multi_tiaosheng3,41,post_recovery_blend,15.0,5.0,12.0,31,-1.5,3.6230852958980058,2.8998230787530734,1.8288386418269234,3.6230852958980058,2.8998230787530734,1.8288386418269234,3.6230852958980058,129,52,77,False
multi_tiaosheng3,42,post_recovery_blend,15.0,5.0,12.0,31,-1.5,3.6230852958980058,2.8998230787530734,1.8288386418269234,3.6230852958980058,2.8998230787530734,1.8288386418269234,3.6230852958980058,129,52,77,False
multi_tiaosheng3,43,post_recovery_blend,10.0,4.0,12.0,21,19.5,7.953845938953644,6.741633695150625,4.946627103365385,7.953845938953644,6.741633695150625,4.946627103365385,7.953845938953644,129,52,77,False
multi_tiaosheng3,44,post_recovery_blend,15.0,5.0,15.0,31,-1.5,3.5938645166772267,2.882381218287957,1.8288386418269234,3.5938645166772267,2.882381218287957,1.8288386418269234,3.5938645166772267,129,52,77,False
multi_tiaosheng3,45,post_recovery_blend,10.0,3.0,15.0,31,20.0,19.382698955477178,16.649208130764475,12.601539024939903,19.382698955477178,16.649208130764475,12.601539024939903,19.382698955477178,129,52,77,False
multi_tiaosheng3,46,post_recovery_blend,20.0,6.0,15.0,41,-0.5,4.966131867692155,3.556340203365667,1.468764085036058,4.966131867692155,3.556340203365667,1.468764085036058,4.966131867692155,129,52,77,False
multi_tiaosheng3,47,post_motion_slew,15.0,3.0,15.0,21,20.0,22.118880631087663,15.243394955184108,5.062387319711538,22.118880631087663,15.243394955184108,5.062387319711538,22.118880631087663,129,52,77,False
