case_name,trial_idx,mode,hr_range_rest_bpm,slew_limit_rest_bpm,slew_step_rest_bpm,smooth_win_len,time_bias_s,objective,rest_all_mae,pre_rest_mae,post_rest_mae,pure_fft_rest_all_mae,pure_fft_pre_rest_mae,pure_fft_post_rest_mae,n_rest_all,n_pre_rest,n_post_rest,passed
multi_tiaosheng4,20,raw_peak,60.0,8.0,3.0,13,13.5,2.3590105009654905,1.5442794700090123,0.5530233823452975,2.3590105009654905,1.5439352867970764,0.5530233823452975,2.358383427442374,133,60,73,False
multi_tiaosheng4,21,post_motion_slew,30.0,1.5,1.0,5,11.5,1.8040626133666913,1.3750488566131072,0.8530821192295798,1.8040626133666913,1.3750488566131072,0.8530821192295798,1.8040626133666913,133,60,73,False
multi_tiaosheng4,22,post_motion_slew,30.0,1.5,1.0,5,11.5,1.8040626133666913,1.3750488566131072,0.8530821192295798,1.8040626133666913,1.3750488566131072,0.8530821192295798,1.8040626133666913,133,60,73,False
multi_tiaosheng4,23,post_motion_slew,50.0,1.5,1.0,5,5.0,2.904409670069405,1.9393920433125462,0.7652872640917017,2.904409670069405,1.9393920433125462,0.7652872640917017,2.904409670069405,133,60,73,False
multi_tiaosheng4,24,post_recovery_blend,30.0,1.0,1.0,5,12.5,1.5416657249703054,1.2246344005949743,0.8389129559383216,1.5416657249703054,1.2246344005949743,0.8389129559383216,1.5416657249703054,133,60,73,False
multi_tiaosheng4,25,post_recovery_blend,30.0,1.0,1.5,5,3.0,3.0366426281450014,2.1022047014140393,0.9653052238913687,3.0366426281450014,2.1022047014140393,0.9653052238913687,3.0366426281450014,133,60,73,False
multi_tiaosheng4,26,post_motion_slew,50.0,1.0,1.0,3,5.0,2.850069986850225,1.917485470239237,0.7828409750292018,2.850069986850225,1.917485470239237,0.7828409750292018,2.850069986850225,133,60,73,False
multi_tiaosheng4,27,post_recovery_blend,40.0,1.5,2.5,5,4.5,2.6274603769525036,1.843041675962822,0.8886655897587097,2.6274603769525036,1.843041675962822,0.8886655897587097,2.6274603769525036,133,60,73,False
multi_tiaosheng4,28,post_motion_slew,80.0,1.0,0.5,3,7.5,1.4368229730154207,1.0675802090380007,0.6183348461988061,1.4368229730154207,1.0675802090380007,0.6183348461988061,1.4368229730154207,133,60,73,True
multi_tiaosheng4,29,post_recovery_blend,80.0,0.5,0.5,3,10.5,1.3118318172332848,1.0057266022034173,0.633298590583745,1.3118318172332848,1.0057266022034173,0.633298590583745,1.3118318172332848,133,60,73,True
multi_tiaosheng4,30,post_recovery_blend,80.0,0.5,0.5,3,10.5,1.3118318172332848,1.0057266022034173,0.633298590583745,1.3118318172332848,1.0057266022034173,0.633298590583745,1.3118318172332848,133,60,73,True
multi_tiaosheng4,31,post_recovery_blend,80.0,0.5,0.5,3,10.5,1.3118318172332848,1.0057266022034173,0.633298590583745,1.3118318172332848,1.0057266022034173,0.633298590583745,1.3118318172332848,133,60,73,True
multi_tiaosheng4,32,post_recovery_blend,80.0,0.5,0.5,3,10.5,1.3118318172332848,1.0057266022034173,0.633298590583745,1.3118318172332848,1.0057266022034173,0.633298590583745,1.3118318172332848,133,60,73,True
multi_tiaosheng4,33,post_recovery_blend,80.0,0.5,0.5,3,10.5,1.3118318172332848,1.0057266022034173,0.633298590583745,1.3118318172332848,1.0057266022034173,0.633298590583745,1.3118318172332848,133,60,73,True
multi_tiaosheng4,34,post_recovery_blend,100.0,0.5,1.5,3,2.5,3.0866518897631128,2.2094872401638646,1.142270249818113,3.0866518897631128,2.2094872401638646,1.142270249818113,3.0866518897631128,133,60,73,False
multi_tiaosheng4,35,post_recovery_blend,80.0,0.5,0.5,7,10.5,1.3329013531809493,0.985376581285594,0.5625547754795781,1.3329013531809493,0.985376581285594,0.5625547754795781,1.3329013531809493,133,60,73,True
multi_tiaosheng4,36,post_recovery_blend,70.0,3.0,1.5,3,2.5,3.1708089821762346,2.250977643212984,1.1318495141410287,3.1708089821762346,2.250977643212984,1.1318495141410287,3.1708089821762346,133,60,73,False
multi_tiaosheng4,37,post_motion_slew,90.0,3.0,0.5,41,9.5,1.6113816490428103,1.0349765285106032,0.333683631863084,1.6113816490428103,1.0349765285106032,0.333683631863084,1.6113816490428103,133,60,73,False
multi_tiaosheng4,38,post_recovery_blend,70.0,5.0,2.5,7,5.0,2.418534896717057,1.63449813575825,0.6805867432583678,2.418534896717057,1.63449813575825,0.6805867432583678,2.418534896717057,133,60,73,False
multi_tiaosheng4,39,post_recovery_blend,90.0,0.5,0.5,31,7.5,1.2451231932258127,0.8912855962441193,0.46078318658305917,1.2451231932258127,0.8912855962441193,0.46078318658305917,1.2451231932258127,133,60,73,True
multi_tiaosheng4,40,post_motion_slew,90.0,1.0,1.5,21,-4.5,5.767861019214628,3.550887707590435,0.8535701784476671,5.767861019214628,3.550887707590435,0.8535701784476671,5.767861019214628,133,60,73,False
multi_tiaosheng4,41,all_peaks_with_raw_fallback,100.0,3.0,2.0,31,11.5,2.8654643314005663,1.779846640134881,0.45901178242829677,2.8654643314005663,1.7813840948861897,0.45977472188142177,2.8676383740681906,133,60,73,False
multi_tiaosheng4,42,post_recovery_blend,80.0,0.5,0.5,15,10.5,1.4286535812661485,0.9583458597612591,0.3861381319303104,1.4286535812661485,0.9583458597612591,0.3861381319303104,1.4286535812661485,133,60,73,True
multi_tiaosheng4,43,post_recovery_blend,90.0,0.5,0.5,31,7.5,1.2451231932258127,0.8912855962441193,0.46078318658305917,1.2451231932258127,0.8912855962441193,0.46078318658305917,1.2451231932258127,133,60,73,True
multi_tiaosheng4,44,post_recovery_blend,90.0,1.0,1.0,31,-3.5,3.615593635850072,2.309778333792928,0.7210363829567363,3.615593635850072,2.309778333792928,0.7210363829567363,3.615593635850072,133,60,73,False
multi_tiaosheng4,45,post_motion_slew,70.0,1.5,1.0,31,5.5,2.79269975620915,1.7687373961688786,0.5229165247865489,2.79269975620915,1.7687373961688786,0.5229165247865489,2.79269975620915,133,60,73,False
multi_tiaosheng4,46,post_recovery_blend,100.0,0.5,0.5,21,6.5,1.2774955905474774,0.8960944778189639,0.4320564573326051,1.2774955905474774,0.8960944778189639,0.4320564573326051,1.2774955905474774,133,60,73,True
multi_tiaosheng4,47,post_motion_slew,100.0,1.0,1.0,21,-6.5,4.940382781772878,3.165045176496936,1.005051090077873,4.940382781772878,3.165045176496936,1.005051090077873,4.940382781772878,133,60,73,False
multi_tiaosheng4,48,post_recovery_blend,90.0,0.5,0.5,31,7.5,1.2451231932258127,0.8912855962441193,0.46078318658305917,1.2451231932258127,0.8912855962441193,0.46078318658305917,1.2451231932258127,133,60,73,True
multi_tiaosheng4,49,post_recovery_blend,90.0,2.0,1.5,31,-0.5,3.0477625389585397,1.939755636200441,0.5916805711780878,3.0477625389585397,1.939755636200441,0.5916805711780878,3.0477625389585397,133,60,73,False
multi_tiaosheng4,50,post_motion_slew,100.0,2.0,2.0,41,6.0,5.818891577085778,3.4379518240177793,0.5411417911183801,5.818891577085778,3.4379518240177793,0.5411417911183801,5.818891577085778,133,60,73,False
multi_tiaosheng4,51,all_peaks_with_raw_fallback,90.0,1.5,4.0,21,14.0,2.448080882449667,1.6054806973154625,0.5803171387355136,2.448080882449667,1.6027272316199737,0.5795541992823886,2.443691367787852,133,60,73,False
multi_tiaosheng4,52,post_recovery_blend,90.0,0.5,0.5,31,7.5,1.2451231932258127,0.8912855962441193,0.46078318658305917,1.2451231932258127,0.8912855962441193,0.46078318658305917,1.2451231932258127,133,60,73,True
multi_tiaosheng4,53,post_recovery_blend,100.0,0.5,0.5,31,7.5,1.2451231932258127,0.8912855962441193,0.46078318658305917,1.2451231932258127,0.8912855962441193,0.46078318658305917,1.2451231932258127,133,60,73,True
multi_tiaosheng4,54,post_recovery_blend,100.0,1.0,1.0,31,-3.5,3.615593635850072,2.309778333792928,0.7210363829567363,3.615593635850072,2.309778333792928,0.7210363829567363,3.615593635850072,133,60,73,False
multi_tiaosheng4,55,post_motion_slew,90.0,0.5,0.5,21,4.5,1.385495134014759,0.9557377578767163,0.43286628357543105,1.385495134014759,0.9557377578767163,0.43286628357543105,1.385495134014759,133,60,73,True
multi_tiaosheng4,56,post_recovery_blend,100.0,1.0,1.0,41,-2.5,3.443764946251016,2.1960125067994536,0.6779137054667206,3.443764946251016,2.1960125067994536,0.6779137054667206,3.443764946251016,133,60,73,False
multi_tiaosheng4,57,post_recovery_blend,90.0,1.5,0.5,31,8.5,1.4964253025680314,1.0536103677251876,0.5148521969997275,1.4964253025680314,1.0536103677251876,0.5148521969997275,1.4964253025680314,133,60,73,True
multi_tiaosheng4,58,current,100.0,0.5,6.0,21,12.5,2.5809175738115915,1.714460384778072,0.6602708047872899,2.5809175738115915,1.7385018914663461,0.7135628112796312,2.5809175738115915,133,60,73,False
multi_tiaosheng4,59,post_motion_slew,90.0,30.0,1.5,41,-5.5,6.147463471928528,3.7224054393507116,0.7719181663810329,6.147463471928528,3.7224054393507116,0.7719181663810329,6.147463471928528,133,60,73,False
multi_tiaosheng4,60,fallback_slew_to_raw_peak,100.0,1.0,1.0,31,-2.5,4.173782743716554,2.5922818024252567,0.6681223238541791,4.173782743716554,2.587384304774881,0.6704111422135541,4.162978684962273,133,60,73,False
multi_tiaosheng4,61,post_recovery_blend,90.0,1.5,2.5,15,3.5,2.6865297037835147,1.6858457932636615,0.4683470354645061,2.6865297037835147,1.6858457932636615,0.4683470354645061,2.6865297037835147,133,60,73,False
multi_tiaosheng4,62,post_recovery_blend,90.0,0.5,0.5,21,6.5,1.2774955905474774,0.8960944778189639,0.4320564573326051,1.2774955905474774,0.8960944778189639,0.4320564573326051,1.2774955905474774,133,60,73,True
multi_tiaosheng4,63,post_recovery_blend,100.0,0.5,0.5,21,6.5,1.2774955905474774,0.8960944778189639,0.4320564573326051,1.2774955905474774,0.8960944778189639,0.4320564573326051,1.2774955905474774,133,60,73,True
multi_tiaosheng4,64,post_recovery_blend,90.0,1.0,1.0,15,-3.5,3.7235682951541715,2.4177913022399147,0.8290959608609012,3.7235682951541715,2.4177913022399147,0.8290959608609012,3.7235682951541715,133,60,73,False
multi_tiaosheng4,65,post_recovery_blend,100.0,0.5,12.0,31,1.5,2.8424031606561773,1.9411678945140733,0.8446649873745145,2.8424031606561773,1.9411678945140733,0.8446649873745145,2.8424031606561773,133,60,73,False
multi_tiaosheng4,66,post_motion_slew,70.0,8.0,0.5,41,14.5,1.9664065514048357,1.2904648373392515,0.46806908522612384,1.9664065514048357,1.2904648373392515,0.46806908522612384,1.9664065514048357,133,60,73,False
multi_tiaosheng4,67,all_peaks_near_prev,10.0,1.0,0.5,15,20.0,13.892802961629574,8.001706452870053,0.834205700545973,13.892802961629574,8.002474669799096,0.834968639999098,13.893575516210054,133,60,73,False
multi_tiaosheng4,68,post_recovery_blend,80.0,0.5,1.0,31,-3.5,3.6203142453320805,2.3251747961401965,0.7494217996234048,3.6203142453320805,2.3251747961401965,0.7494217996234048,3.6203142453320805,133,60,73,False
multi_tiaosheng4,69,post_motion_slew,60.0,1.5,1.0,21,6.5,2.7722016490704595,1.7327553484039468,0.46809568259302237,2.7722016490704595,1.7327553484039468,0.46809568259302237,2.7722016490704595,133,60,73,False
multi_tiaosheng4,70,post_recovery_blend,90.0,1.0,1.5,31,-0.5,3.066540435776413,1.9525514343598753,0.5971981493030878,3.066540435776413,1.9525514343598753,0.5971981493030878,3.066540435776413,133,60,73,False
multi_tiaosheng4,71,post_recovery_blend,80.0,0.5,0.5,13,10.5,1.3744763409491012,0.9655224408513379,0.46796186239905924,1.3744763409491012,0.9655224408513379,0.46796186239905924,1.3744763409491012,133,60,73,True
multi_tiaosheng4,72,post_recovery_blend,100.0,0.5,0.5,21,6.5,1.2774955905474774,0.8960944778189639,0.4320564573326051,1.2774955905474774,0.8960944778189639,0.4320564573326051,1.2774955905474774,133,60,73,True
multi_tiaosheng4,73,post_recovery_blend,100.0,0.5,0.5,21,6.5,1.2774955905474774,0.8960944778189639,0.4320564573326051,1.2774955905474774,0.8960944778189639,0.4320564573326051,1.2774955905474774,133,60,73,True
multi_tiaosheng4,74,post_recovery_blend,90.0,1.0,0.5,41,7.5,1.2991536255162837,0.9070897011985322,0.4300785932786011,1.2991536255162837,0.9070897011985322,0.4300785932786011,1.2991536255162837,133,60,73,True
multi_tiaosheng4,75,post_recovery_blend,100.0,0.5,1.0,21,-3.5,3.710022684830182,2.413813521391034,0.8367590392067367,3.710022684830182,2.413813521391034,0.8367590392067367,3.710022684830182,133,60,73,False
multi_tiaosheng4,76,post_recovery_blend,90.0,0.5,0.5,31,7.5,1.2451231932258127,0.8912855962441193,0.46078318658305917,1.2451231932258127,0.8912855962441193,0.46078318658305917,1.2451231932258127,133,60,73,True
multi_tiaosheng4,77,post_recovery_blend,90.0,12.0,1.0,31,4.5,2.278042147954928,1.4902798837436289,0.5318357956198823,2.278042147954928,1.4902798837436289,0.5318357956198823,2.278042147954928,133,60,73,False
multi_tiaosheng4,78,post_motion_slew,80.0,5.0,0.5,31,12.5,1.9043265041126578,1.2538899035760098,0.46252537292308843,1.9043265041126578,1.2538899035760098,0.46252537292308843,1.9043265041126578,133,60,73,False
multi_tiaosheng4,79,post_recovery_blend,80.0,1.0,0.5,41,10.5,1.8541114181946454,1.182823293243681,0.36608940788667443,1.8541114181946454,1.182823293243681,0.36608940788667443,1.8541114181946454,133,60,73,False
multi_tiaosheng4,80,post_recovery_blend,90.0,0.5,1.5,31,-0.5,2.966608078117157,1.9280445352781035,0.6644588914905878,2.966608078117157,1.9280445352781035,0.6644588914905878,2.966608078117157,133,60,73,False
multi_tiaosheng4,81,post_motion_slew,90.0,1.5,1.0,11,-8.5,5.329585958800124,3.5544538555892253,1.3947097966826323,5.329585958800124,3.5544538555892253,1.3947097966826323,5.329585958800124,133,60,73,False
multi_tiaosheng4,82,post_recovery_blend,100.0,0.5,0.5,15,6.5,1.2468330579971294,0.875824670244337,0.4244311318117729,1.2468330579971294,0.875824670244337,0.4244311318117729,1.2468330579971294,133,60,73,True
multi_tiaosheng4,83,post_recovery_blend,100.0,0.5,0.5,15,6.5,1.2468330579971294,0.875824670244337,0.4244311318117729,1.2468330579971294,0.875824670244337,0.4244311318117729,1.2468330579971294,133,60,73,True
multi_tiaosheng4,84,post_recovery_blend,100.0,1.0,0.5,15,6.5,1.2521466368167797,0.8799600133182804,0.4271329547284399,1.2521466368167797,0.8799600133182804,0.4271329547284399,1.2521466368167797,133,60,73,True
multi_tiaosheng4,85,post_recovery_blend,100.0,1.0,1.0,15,-3.5,3.7235682951541715,2.4177913022399147,0.8290959608609012,3.7235682951541715,2.4177913022399147,0.8290959608609012,3.7235682951541715,133,60,73,False
multi_tiaosheng4,86,post_recovery_blend,100.0,1.0,0.5,13,6.5,1.2463027308800614,0.8904151527054572,0.45741859925968903,1.2463027308800614,0.8904151527054572,0.45741859925968903,1.2463027308800614,133,60,73,True
multi_tiaosheng4,87,post_recovery_blend,100.0,0.5,0.5,13,6.5,1.2404143188321246,0.8881890999460635,0.4596484169680224,1.2404143188321246,0.8881890999460635,0.4596484169680224,1.2404143188321246,133,60,73,True
multi_tiaosheng4,88,post_motion_slew,90.0,1.0,1.0,13,-8.5,5.154319780221278,3.4357500531631255,1.3448235519090403,5.154319780221278,3.4357500531631255,1.3448235519090403,5.154319780221278,133,60,73,False
multi_tiaosheng4,89,post_recovery_blend,100.0,1.5,0.5,11,7.5,1.5323969399456128,1.0508768167231648,0.465027333469186,1.5323969399456128,1.0508768167231648,0.465027333469186,1.5323969399456128,133,60,73,False
multi_tiaosheng4,90,fallback_slew_to_raw_peak,90.0,0.5,4.0,13,14.5,2.9966828828452847,1.9284897461990644,0.6288547632794959,2.9966828828452847,1.9425397638212447,0.6588352320294959,2.997639378992545,133,60,73,False
multi_tiaosheng4,91,post_motion_slew,50.0,0.5,1.0,13,8.5,2.3601059237852495,1.5255462920266913,0.510165406720445,2.3601059237852495,1.5255462920266913,0.510165406720445,2.3601059237852495,133,60,73,False
multi_tiaosheng4,92,post_recovery_blend,100.0,0.5,0.5,11,6.5,1.2275869463889613,0.8840598431257556,0.4661018674888551,1.2275869463889613,0.8840598431257556,0.4661018674888551,1.2275869463889613,133,60,73,True
multi_tiaosheng4,93,post_recovery_blend,100.0,1.0,0.5,11,6.5,1.2381578956186186,0.8902327431258679,0.46692380759302166,1.2381578956186186,0.8902327431258679,0.46692380759302166,1.2381578956186186,133,60,73,True
multi_tiaosheng4,94,post_recovery_blend,100.0,1.0,0.5,9,6.5,1.2110509087271415,0.891663859331053,0.5030762825658119,1.2110509087271415,0.891663859331053,0.5030762825658119,1.2110509087271415,133,60,73,True
multi_tiaosheng4,95,post_recovery_blend,90.0,25.0,1.0,9,3.5,2.6652606642325476,1.7434421712797028,0.6218963381870755,2.6652606642325476,1.7434421712797028,0.6218963381870755,2.6652606642325476,133,60,73,False
multi_tiaosheng4,96,post_recovery_blend,100.0,2.0,0.5,9,7.5,1.5239647653524926,1.0280627041764467,0.42471519641225747,1.5239647653524926,1.0280627041764467,0.42471519641225747,1.5239647653524926,133,60,73,False
multi_tiaosheng4,97,post_recovery_blend,90.0,1.0,0.5,11,6.5,1.2381578956186186,0.8902327431258679,0.46692380759302166,1.2381578956186186,0.8902327431258679,0.46692380759302166,1.2381578956186186,133,60,73,True
multi_tiaosheng4,98,post_recovery_blend,100.0,1.0,1.0,11,-3.5,3.743591070975925,2.516721434246403,1.0240300428921514,3.743591070975925,2.516721434246403,1.0240300428921514,3.743591070975925,133,60,73,False
multi_tiaosheng4,99,post_recovery_blend,90.0,1.5,0.5,9,6.5,1.505678595031267,1.0575823878851156,0.5123986691906313,1.505678595031267,1.0575823878851156,0.5123986691906313,1.505678595031267,133,60,73,False
multi_tiaosheng4,100,post_motion_slew,100.0,1.0,1.0,11,-9.5,5.206086212500864,3.5134297572943822,1.4540310701264976,5.206086212500864,3.5134297572943822,1.4540310701264976,5.206086212500864,133,60,73,False
multi_tiaosheng5,1,raw_peak,25.0,3.0,1.0,9,8.5,2.6595051352746424,1.8875100056999827,0.6614000940225813,2.6595051352746424,1.887856796360494,0.6658879731586107,2.65724457393205,132,51,81,False
multi_tiaosheng5,2,post_motion_slew,60.0,6.0,15.0,15,8.5,2.5749149298348275,1.7702810011119698,0.49233299666978336,2.5749149298348275,1.7702810011119698,0.49233299666978336,2.5749149298348275,132,51,81,False
multi_tiaosheng5,3,post_recovery_blend,10.0,4.0,2.0,21,20.0,8.441524695851939,6.67565287640624,3.8710329278748388,8.441524695851939,6.67565287640624,3.8710329278748388,8.441524695851939,132,51,81,False
multi_tiaosheng5,4,post_recovery_blend,10.0,0.5,5.0,15,20.0,9.22918741349162,7.400198788696463,4.4953345022571,9.22918741349162,7.400198788696463,4.4953345022571,9.22918741349162,132,51,81,False
multi_tiaosheng5,5,current,40.0,4.0,0.5,21,18.0,6.3118744163487905,5.01547132343792,2.9564781758735967,6.3118744163487905,5.021219725426556,2.959101490824577,6.319590465731506,132,51,81,False
multi_tiaosheng5,6,all_peaks_with_raw_fallback,100.0,30.0,15.0,3,6.0,2.945702614095807,2.1579051404654166,0.906697388228914,2.945702614095807,2.1655345349966666,0.9300343597362669,2.9434420527532144,132,51,81,False
multi_tiaosheng5,7,all_peaks_near_prev,90.0,25.0,15.0,41,8.5,2.044067309753809,1.5199479409424468,0.6875230610655763,2.044067309753809,1.522028684905515,0.6884206368927821,2.04689301143205,132,51,81,False
multi_tiaosheng5,8,fallback_slew_to_raw_peak,100.0,30.0,6.0,41,8.5,2.0960602206334387,1.5518526817094922,0.6875230610655763,2.0960602206334387,1.5539334256725603,0.6884206368927821,2.098885922311679,132,51,81,False
multi_tiaosheng5,9,all_peaks_near_prev,70.0,15.0,10.0,41,8.5,1.9984943930871422,1.4919827420788103,0.6875230610655763,1.9984943930871422,1.4917145573013482,0.6884206368927821,1.9974922108919262,132,51,81,False
multi_tiaosheng5,10,all_peaks_near_prev,70.0,12.0,8.0,9,8.5,2.4098961823041383,1.7343408754680825,0.6614000940225813,2.4098961823041383,1.7360748287706393,0.6658879731586107,2.4098961823041383,132,51,81,False
multi_tiaosheng5,11,fallback_slew_to_raw_peak,30.0,12.0,3.0,3,5.5,2.6988067756529164,2.0220521110239607,0.9472064672015027,2.6988067756529164,2.069065827288166,0.9705434387088556,2.760728071949213,132,51,81,False
multi_tiaosheng5,12,all_peaks_near_prev,80.0,20.0,10.0,41,8.5,2.0960602206334387,1.5518526817094922,0.6875230610655763,2.0960602206334387,1.5539334256725603,0.6884206368927821,2.098885922311679,132,51,81,False
multi_tiaosheng5,13,all_peaks_with_raw_fallback,90.0,15.0,10.0,41,8.5,1.9984943930871422,1.4919827420788103,0.6875230610655763,1.9984943930871422,1.4917145573013482,0.6884206368927821,1.9974922108919262,132,51,81,False
multi_tiaosheng5,14,all_peaks_with_raw_fallback,60.0,12.0,10.0,31,8.5,2.2019449139204754,1.5409340033018373,0.4910931452604696,2.2019449139204754,1.5410126091848864,0.4928882969148814,2.2009427317252594,132,51,81,False
multi_tiaosheng5,15,all_peaks_with_raw_fallback,80.0,8.0,3.0,11,7.5,1.9614885958235608,1.4503890788226672,0.6386427871153653,1.9614885958235608,1.4535101947672695,0.6431306662513947,1.9637491571661534,132,51,81,False
multi_tiaosheng5,16,post_motion_slew,60.0,8.0,3.0,11,7.5,2.890977166425411,2.022491018630905,0.6431306662513947,2.890977166425411,2.022491018630905,0.6431306662513947,2.890977166425411,132,51,81,False
multi_tiaosheng5,17,fallback_slew_to_raw_peak,80.0,8.0,2.0,7,6.5,2.7910499204996073,2.031321773369147,0.8246947161619451,2.7910499204996073,2.04855403248373,0.825592291989151,2.8185669802025397,132,51,81,False
multi_tiaosheng5,18,post_motion_slew,50.0,1.0,4.0,13,8.5,2.241054555263243,1.5679076750157777,0.4987920416815675,2.241054555263243,1.5679076750157777,0.4987920416815675,2.241054555263243,132,51,81,False
multi_tiaosheng5,19,raw_peak,20.0,6.0,2.5,13,8.5,2.5769946462700126,1.7806121606075267,0.5157693892612244,2.5769946462700126,1.7830396952311063,0.5202572683972537,2.578124926941309,132,51,81,False
multi_tiaosheng5,20,all_peaks_with_raw_fallback,70.0,2.0,5.0,7,6.5,2.386447044048975,1.7880272733075853,0.8375958727183178,2.386447044048975,1.7870932504619412,0.8396662809597395,2.3836213423707346,132,51,81,False
multi_tiaosheng5,21,all_peaks_near_prev,40.0,8.0,1.5,11,9.5,2.846138066310018,1.9745209613774626,0.5901879123669332,2.846138066310018,1.9890057136857013,0.5946757915029627,2.8669171461711294,132,51,81,False
multi_tiaosheng5,22,all_peaks_with_raw_fallback,90.0,20.0,10.0,31,8.5,2.2944244784459387,1.5976828269879169,0.4910931452604696,2.2944244784459387,1.6004571522720077,0.4928882969148814,2.2978153204598275,132,51,81,False
multi_tiaosheng5,23,all_peaks_with_raw_fallback,80.0,15.0,6.0,31,8.5,2.1136202611426977,1.4867347845518373,0.4910931452604696,2.1136202611426977,1.4891623191754169,0.4928882969148814,2.1164459628209387,132,51,81,False
multi_tiaosheng5,24,post_motion_slew,90.0,10.0,12.0,21,8.5,2.661847076825569,1.8185672079064776,0.47924035727027353,2.661847076825569,1.8185672079064776,0.47924035727027353,2.661847076825569,132,51,81,False
multi_tiaosheng5,25,fallback_slew_to_raw_peak,70.0,20.0,8.0,15,8.5,2.5623009975431605,1.7598782060717235,0.4854420078523814,2.5623009975431605,1.7632342148903788,0.49233299666978336,2.563431278214457,132,51,81,False
multi_tiaosheng5,26,all_peaks_near_prev,100.0,15.0,4.0,31,8.5,2.0889289031180063,1.4715832694003221,0.4910931452604696,2.0889289031180063,1.4740108040239015,0.4928882969148814,2.091754604796247,132,51,81,False
multi_tiaosheng5,27,all_peaks_with_raw_fallback,80.0,5.0,6.0,7,7.5,2.369835949664004,1.7545006282973428,0.7772033531855862,2.369835949664004,1.7531134656552974,0.778100929012792,2.3670102479857635,132,51,81,False
multi_tiaosheng5,28,post_motion_slew,70.0,10.0,12.0,41,8.5,3.258951749857975,2.265792001666878,0.6884206368927821,3.258951749857975,2.265792001666878,0.6884206368927821,3.258951749857975,132,51,81,False
multi_tiaosheng5,29,raw_peak,50.0,15.0,4.0,13,8.5,2.5769946462700126,1.7806121606075267,0.5157693892612244,2.5769946462700126,1.7830396952311063,0.5202572683972537,2.578124926941309,132,51,81,False
multi_tiaosheng5,30,all_peaks_near_prev,90.0,2.0,8.0,9,7.5,2.2737562629722765,1.6765967713714531,0.7281669905936744,2.2737562629722765,1.6800646779765667,0.7335524455569097,2.276016824314869,132,51,81,False
multi_tiaosheng5,31,post_recovery_blend,20.0,25.0,2.5,5,6.5,1.8172825139246478,1.4388431081160689,0.8377922871259729,1.8172825139246478,1.4388431081160689,0.8377922871259729,1.8172825139246478,132,51,81,False
multi_tiaosheng5,32,post_recovery_blend,20.0,25.0,2.5,5,6.5,1.8172825139246478,1.4388431081160689,0.8377922871259729,1.8172825139246478,1.4388431081160689,0.8377922871259729,1.8172825139246478,132,51,81,False
multi_tiaosheng5,33,post_recovery_blend,20.0,25.0,2.5,5,6.5,1.8172825139246478,1.4388431081160689,0.8377922871259729,1.8172825139246478,1.4388431081160689,0.8377922871259729,1.8172825139246478,132,51,81,False
multi_tiaosheng5,34,post_recovery_blend,20.0,25.0,2.0,5,6.5,1.8172825139246478,1.4388431081160689,0.8377922871259729,1.8172825139246478,1.4388431081160689,0.8377922871259729,1.8172825139246478,132,51,81,False
multi_tiaosheng5,35,post_recovery_blend,20.0,25.0,1.5,5,6.5,1.8172825139246478,1.4388431081160689,0.8377922871259729,1.8172825139246478,1.4388431081160689,0.8377922871259729,1.8172825139246478,132,51,81,False
multi_tiaosheng5,36,post_recovery_blend,15.0,25.0,2.0,5,9.5,2.318829982142018,1.7879155144413315,0.9446984186814169,2.318829982142018,1.7879155144413315,0.9446984186814169,2.318829982142018,132,51,81,False
multi_tiaosheng5,37,post_recovery_blend,25.0,30.0,1.0,5,6.5,1.8014747260309767,1.4291428746358614,0.8377922871259729,1.8014747260309767,1.4291428746358614,0.8377922871259729,1.8014747260309767,132,51,81,False
multi_tiaosheng5,38,post_recovery_blend,25.0,30.0,0.5,3,5.5,1.9572791632646647,1.5760403605953748,0.9705434387088556,1.9572791632646647,1.5760403605953748,0.9705434387088556,1.9572791632646647,132,51,81,False
multi_tiaosheng5,39,post_recovery_blend,15.0,30.0,1.0,5,9.5,2.318829982142018,1.7879155144413315,0.9446984186814169,2.318829982142018,1.7879155144413315,0.9446984186814169,2.318829982142018,132,51,81,False
multi_tiaosheng5,40,post_motion_slew,25.0,30.0,2.5,7,7.5,2.2944077684318605,1.7085619441108568,0.778100929012792,2.2944077684318605,1.7085619441108568,0.778100929012792,2.2944077684318605,132,51,81,False
multi_tiaosheng5,41,post_recovery_blend,30.0,20.0,1.0,3,6.5,2.016331960700595,1.5833093080552867,0.8955674479715611,2.016331960700595,1.5833093080552867,0.8955674479715611,2.016331960700595,132,51,81,False
multi_tiaosheng5,42,post_recovery_blend,15.0,25.0,2.5,5,9.5,2.318829982142018,1.7879155144413315,0.9446984186814169,2.318829982142018,1.7879155144413315,0.9446984186814169,2.318829982142018,132,51,81,False
multi_tiaosheng5,43,post_recovery_blend,20.0,25.0,2.0,5,6.5,1.8172825139246478,1.4388431081160689,0.8377922871259729,1.8172825139246478,1.4388431081160689,0.8377922871259729,1.8172825139246478,132,51,81,False
multi_tiaosheng5,44,post_motion_slew,10.0,25.0,1.5,3,20.0,8.325974122674209,6.74067768448468,4.222853929713074,8.325974122674209,6.74067768448468,4.222853929713074,8.325974122674209,132,51,81,False
