Time(s),Uc1(mV),Uc2(mV),Ut1(mV),Ut2(mV),AccX(g),AccY(g),AccZ(g),GyroX(dps),GyroY(dps),GyroZ(dps),PPG_Green,PPG_Red,PPG_IR
0.703,880.58472,944.44275,1700.82092,1821.21277,-0.04175,0.03186,0.99905,-0.98,0.333,-0.228,6848,58093,82912
0.703,880.35583,944.44275,1700.74463,1820.8313,-0.04114,0.03064,0.99954,-1.015,0.35,-0.228,6847,58095,82911
0.703,880.35583,944.44275,1700.51575,1820.8313,-0.04028,0.03064,0.99698,-1.12,0.228,-0.315,6847,58095,82911
0.703,880.35583,944.44275,1701.20239,1820.755,-0.0398,0.03198,0.99734,-1.068,0.14,-0.158,6851,58095,82913
0.703,880.35583,944.44275,1700.74463,1821.06018,-0.03919,0.03052,0.99539,-0.963,0.228,0.018,6851,58095,82913
0.703,880.35583,944.44275,1700.74463,1820.52612,-0.04077,0.02991,0.99478,-1.015,0.368,-0.018,6850,58093,82910
0.703,880.35583,944.67163,1701.1261,1820.755,-0.04358,0.02698,0.99979,-1.103,0.315,-0.088,6850,58093,82910
0.703,880.35583,944.67163,1700.74463,1820.8313,-0.04285,0.02429,0.99918,-1.19,0.21,-0.175,6850,58090,82905
0.703,880.35583,944.67163,1700.74463,1820.52612,-0.04224,0.02527,0.99796,-0.928,0.088,-0.175,6850,58090,82905
0.703,880.35583,944.67163,1701.0498,1820.67871,-0.03955,0.02661,0.99722,-0.823,0.123,-0.385,6851,58092,82908
0.703,880.35583,944.67163,1700.74463,1821.06018,-0.03955,0.0282,0.99661,-0.665,0.21,-0.245,6851,58092,82908
0.703,880.43213,944.67163,1700.74463,1820.44983,-0.04212,0.02966,0.99844,-1.138,0.385,-0.42,6849,58089,82906
0.703,880.43213,944.67163,1700.66833,1820.8313,-0.04175,0.02942,0.99783,-1.05,0.403,-0.28,6849,58089,82906
0.703,880.43213,944.67163,1700.89722,1820.755,-0.04199,0.03113,0.99783,-0.998,0.385,-0.298,6854,58095,82910
0.703,880.43213,944.67163,1700.74463,1821.06018,-0.04089,0.02966,0.99722,-1.085,0.245,-0.193,6854,58095,82910
0.703,880.43213,944.67163,1700.97351,1820.755,-0.04138,0.02954,0.9971,-1.033,0.315,-0.105,6857,58093,82911
0.703,880.43213,944.44275,1700.74463,1820.52612,-0.04053,0.02881,0.99759,-1.155,0.245,-0.21,6857,58093,82911
0.703,880.43213,944.44275,1700.59204,1820.755,-0.0398,0.02771,0.99503,-1.12,0.245,-0.123,6857,58097,82911
0.703,880.43213,944.44275,1700.89722,1820.60242,-0.04004,0.02698,0.99637,-0.98,0.228,0.088,6857,58097,82911
0.703,880.43213,944.44275,1700.74463,1820.8313,-0.03943,0.0271,0.99625,-1.068,0.28,-0.018,6857,58095,82913
0.703,880.43213,944.44275,1700.82092,1820.8313,-0.04004,0.02905,0.99857,-1.155,0.228,-0.228,6857,58095,82913
0.703,880.50842,944.44275,1701.0498,1820.60242,-0.03992,0.0271,0.99771,-1.173,0.298,-0.21,6858,58097,82915
0.703,880.50842,944.44275,1700.59204,1821.36536,-0.04102,0.02808,0.99771,-1.12,0.21,0.035,6858,58097,82915
0.703,880.50842,944.44275,1700.89722,1820.52612,-0.04077,0.02722,0.99722,-0.963,0.263,-0.088,6857,58095,82917
0.703,880.50842,944.44275,1700.97351,1820.67871,-0.04053,0.02771,0.99527,-1.085,0.35,-0.315,6857,58095,82917
0.703,880.50842,944.44275,1700.82092,1820.90759,-0.04175,0.02844,0.99637,-1.068,0.35,-0.175,6860,58095,82919
0.703,880.50842,944.59534,1701.1261,1821.28906,-0.04163,0.02747,0.9982,-1.155,0.263,-0.105,6860,58095,82919
0.703,880.50842,944.59534,1700.89722,1820.67871,-0.04321,0.02771,0.99783,-1.12,0.21,0.0,6861,58096,82924
0.703,880.50842,944.59534,1700.97351,1820.67871,-0.04126,0.02637,0.99686,-1.015,0.21,-0.123,6861,58096,82924
0.703,880.50842,944.59534,1700.97351,1820.37354,-0.04126,0.02771,0.99722,-0.84,0.333,-0.175,6866,58097,82923
0.703,880.50842,944.59534,1701.20239,1821.06018,-0.04187,0.02661,0.9982,-0.84,0.333,-0.263,6866,58097,82923
0.703,880.58472,944.59534,1700.89722,1820.60242,-0.04138,0.026,0.99686,-0.823,0.42,-0.333,6866,58096,82925
0.703,880.58472,944.59534,1700.66833,1820.67871,-0.04053,0.02539,0.99869,-0.595,0.21,-0.42,6866,58096,82925
0.703,880.58472,944.59534,1701.1261,1820.22095,-0.04163,0.02637,0.9993,-0.49,0.21,-0.42,6866,58096,82925
0.703,880.58472,944.59534,1701.0498,1820.67871,-0.04199,0.02686,0.99808,-0.385,0.228,-0.158,6868,58097,82928
0.703,880.58472,944.59534,1701.0498,1820.29724,-0.04114,0.02649,0.9949,-0.21,0.053,-0.385,6868,58097,82928
0.703,880.58472,944.67163,1701.20239,1820.44983,-0.03955,0.02918,0.99576,-0.263,0.123,-0.28,6872,58097,82928
0.703,880.58472,944.67163,1700.82092,1820.755,-0.04187,0.03052,0.99673,-0.28,0.21,-0.175,6872,58097,82928
0.703,880.58472,944.67163,1700.97351,1820.60242,-0.0426,0.02893,0.99686,-0.473,0.263,-0.35,6875,58098,82933
0.703,880.58472,944.67163,1701.1261,1820.67871,-0.04175,0.02795,0.99796,-0.63,0.21,-0.315,6875,58098,82933
0.703,880.58472,944.67163,1700.89722,1820.755,-0.04102,0.02564,0.99844,-0.525,0.088,-0.07,6879,58101,82937
0.703,880.50842,944.67163,1701.0498,1820.52612,-0.04248,0.02576,0.99869,-0.21,0.14,-0.403,6882,58099,82936
0.703,880.50842,944.67163,1700.82092,1820.67871,-0.04236,0.0249,0.99356,-0.053,0.088,-0.718,6882,58099,82936
0.703,880.50842,944.67163,1700.82092,1820.44983,-0.04114,0.0271,0.99087,0.088,0.018,-0.7,6882,58099,82936
0.703,880.50842,944.67163,1700.59204,1820.29724,-0.03919,0.02893,0.99332,-0.088,0.088,-0.42,6882,58100,82940
0.703,880.50842,944.67163,1700.89722,1820.29724,-0.03955,0.03113,0.99881,-0.245,0.28,-0.385,6882,58100,82940
0.703,880.50842,944.36646,1700.74463,1820.67871,-0.04297,0.0315,0.99747,-0.438,0.403,-0.665,6887,58099,82937
0.703,880.50842,944.36646,1700.43945,1820.60242,-0.04041,0.02979,0.99283,-0.438,0.14,-0.543,6887,58099,82937
0.703,880.50842,944.36646,1700.74463,1820.52612,-0.03833,0.0304,0.99466,-0.42,-0.018,-0.385,6886,58098,82941
0.703,880.50842,944.36646,1700.66833,1820.67871,-0.03748,0.03137,0.9971,-0.578,0.14,-0.053,6886,58098,82941
0.703,880.50842,944.36646,1700.66833,1820.60242,-0.04016,0.03088,0.99332,-0.753,0.28,-0.28,6891,58098,82942
0.703,880.58472,944.36646,1700.97351,1820.60242,-0.04041,0.03003,0.99637,-0.77,0.315,-0.438,6892,58100,82950
0.703,880.58472,944.36646,1700.51575,1820.60242,-0.04102,0.03101,0.99808,-0.595,0.228,-0.193,6892,58100,82950
0.703,880.58472,944.36646,1700.74463,1820.60242,-0.04077,0.03357,0.99698,-0.56,0.473,-0.368,6892,58100,82950
0.703,880.58472,944.36646,1700.82092,1820.52612,-0.03845,0.03357,0.99527,-0.84,0.28,0.018,6897,58105,82950
0.703,880.58472,944.36646,1700.74463,1820.755,-0.03772,0.03235,0.99332,-1.26,0.298,-0.28,6897,58105,82950
0.703,880.58472,944.51904,1700.82092,1820.67871,-0.0376,0.03137,0.99393,-1.435,0.42,-0.613,6896,58102,82953
0.703,880.58472,944.51904,1700.74463,1820.60242,-0.03955,0.03272,0.99698,-1.488,0.455,-0.508,6896,58102,82953
0.703,880.58472,944.51904,1700.74463,1820.67871,-0.04016,0.02979,0.99783,-1.855,0.473,-0.665,6903,58103,82956
0.703,880.58472,944.51904,1700.74463,1820.52612,-0.03992,0.02673,0.99649,-1.995,0.473,-0.508,6903,58103,82956
0.703,880.58472,944.51904,1701.0498,1820.44983,-0.03809,0.02527,0.99576,-1.995,0.385,-0.613,6904,58106,82959
0.703,880.35583,944.51904,1700.66833,1820.8313,-0.03809,0.02429,0.99625,-1.96,0.403,-0.7,6906,58108,82963
0.703,880.35583,944.51904,1700.51575,1820.44983,-0.04016,0.02637,0.9971,-1.855,0.63,-0.928,6906,58108,82963
0.703,880.35583,944.51904,1700.82092,1820.52612,-0.04212,0.0271,0.99857,-1.978,0.613,-0.718,6906,58108,82963
0.703,880.35583,944.51904,1700.74463,1820.44983,-0.04224,0.02783,0.99808,-1.978,0.613,-1.015,6911,58105,82967
0.703,880.35583,944.51904,1700.66833,1820.52612,-0.04297,0.02808,0.99869,-1.925,0.49,-1.138,6911,58105,82967
0.703,880.35583,944.51904,1700.82092,1820.37354,-0.0426,0.02795,0.99625,-1.995,0.613,-1.33,6912,58109,82970
0.703,880.35583,944.51904,1700.43945,1820.52612,-0.04248,0.02503,0.99564,-1.715,0.455,-1.33,6912,58109,82970
0.703,880.35583,944.51904,1700.82092,1820.52612,-0.04199,0.02429,0.99661,-1.803,0.648,-1.453,6916,58108,82973
0.703,880.35583,944.51904,1700.97351,1820.52612,-0.04248,0.02429,0.9993,-1.733,0.665,-1.54,6916,58108,82973
0.703,880.35583,944.51904,1700.74463,1821.06018,-0.04578,0.02393,0.99808,-1.768,0.7,-1.785,6917,58107,82977
0.703,880.43213,944.51904,1700.82092,1820.37354,-0.04566,0.0238,0.99576,-1.575,0.718,-1.838,6917,58107,82977
0.703,880.43213,944.51904,1700.82092,1820.60242,-0.04028,0.02612,0.99087,-1.523,0.438,-1.663,6923,58109,82974
0.703,880.43213,944.51904,1700.66833,1820.8313,-0.03699,0.02893,0.99063,-1.575,0.455,-1.698,6923,58109,82974
0.703,880.43213,944.51904,1700.74463,1820.60242,-0.03735,0.03162,1.0032,-2.52,0.753,-1.225,6926,58106,82980
0.703,880.43213,944.51904,1701.0498,1820.67871,-0.04102,0.02466,1.00247,-3.15,0.963,-1.4,6926,58106,82980
0.703,880.43213,944.36646,1700.89722,1820.755,-0.04089,0.0199,1.00052,-3.378,0.84,-1.348,6928,58112,82984
0.703,880.43213,944.36646,1700.36316,1820.52612,-0.03442,0.02344,0.99918,-2.345,0.385,-1.295,6928,58112,82984
0.703,880.43213,944.36646,1700.82092,1820.60242,-0.03394,0.02905,0.99905,-1.05,0.158,-1.365,6926,58108,82982
0.703,880.43213,944.36646,1700.74463,1820.67871,-0.0398,0.03601,0.9949,-1.925,0.91,-1.628,6926,58108,82982
0.703,880.43213,944.36646,1700.82092,1820.44983,-0.04187,0.02515,0.99332,-2.835,0.788,-1.488,6931,58109,82987
0.703,880.43213,944.36646,1700.89722,1820.52612,-0.04505,0.01636,0.99905,-3.255,0.84,-1.593,6931,58109,82987
0.703,880.43213,944.36646,1700.59204,1820.37354,-0.04285,0.01221,1.00003,-2.888,0.7,-1.698,6928,58107,82977
0.703,880.43213,944.36646,1700.66833,1820.44983,-0.04419,0.01355,0.99966,-2.1,0.578,-1.768,6928,58107,82977
0.703,880.43213,944.36646,1701.0498,1820.52612,-0.04358,0.02149,0.99319,-0.91,0.49,-2.135,6924,58106,82967
0.703,880.43213,944.36646,1700.74463,1820.60242,-0.04334,0.02234,0.99527,-0.963,0.56,-2.118,6924,58106,82967
0.703,880.43213,944.36646,1700.66833,1820.44983,-0.0459,0.02307,0.99796,-1.418,0.718,-2.1,6919,58108,82966
0.703,880.43213,944.36646,1700.74463,1820.44983,-0.0437,0.02429,0.9982,-1.68,0.613,-2.048,6919,58108,82966
0.703,880.43213,944.36646,1700.82092,1820.60242,-0.0437,0.02564,1.00198,-1.173,0.49,-2.205,6916,58111,82963
0.703,880.43213,944.36646,1700.82092,1820.52612,-0.04041,0.03027,0.99393,-1.138,0.455,-1.768,6916,58111,82963
0.703,880.43213,944.36646,1701.1261,1820.44983,-0.03699,0.02942,0.99454,-1.103,0.35,-1.715,6909,58104,82949
0.703,880.50842,944.36646,1700.74463,1820.67871,-0.03699,0.03088,0.99539,-1.505,0.403,-1.698,6909,58104,82949
0.703,880.50842,944.36646,1700.74463,1820.44983,-0.03797,0.02893,0.99881,-1.575,0.403,-1.61,6905,58107,82944
0.703,880.50842,944.36646,1701.0498,1820.60242,-0.04077,0.02698,1.00027,-1.61,0.665,-1.61,6905,58107,82944
0.703,880.50842,944.36646,1700.97351,1820.67871,-0.03919,0.02649,0.99478,-1.26,0.508,-0.963,6903,58103,82937
0.703,880.50842,944.36646,1700.82092,1820.60242,-0.03931,0.02771,0.99393,-1.33,0.438,-0.893,6903,58103,82937
0.703,880.50842,944.59534,1700.97351,1820.44983,-0.04114,0.0271,0.99722,-1.838,0.508,-0.928,6899,58100,82935
0.703,880.50842,944.59534,1700.59204,1820.67871,-0.04346,0.0249,0.99857,-1.995,0.543,-0.595,6899,58100,82935
0.703,880.50842,944.59534,1700.89722,1821.06018,-0.04675,0.02173,0.99857,-2.065,0.473,-0.735,6896,58103,82936
0.703,880.50842,944.59534,1700.89722,1820.60242,-0.04468,0.02136,0.99612,-1.82,0.508,-0.735,6896,58103,82936
1.916,880.50842,944.59534,1700.74463,1821.06018,-0.0437,0.02527,1.00003,-1.138,0.403,-0.788,6895,58105,82929
1.916,880.50842,944.59534,1701.0498,1820.52612,-0.04566,0.02527,0.99991,-1.278,0.595,-0.648,6895,58105,82929
1.916,880.50842,944.59534,1701.0498,1820.755,-0.04566,0.02393,0.99466,-1.54,0.63,-0.84,6891,58102,82927
1.916,880.50842,944.59534,1700.66833,1820.90759,-0.04346,0.0238,0.99417,-1.75,0.403,-0.91,6891,58102,82927
1.916,880.50842,944.59534,1700.66833,1820.60242,-0.04175,0.02063,0.99612,-1.733,0.315,-0.403,6889,58100,82921
1.916,880.50842,944.59534,1700.89722,1820.52612,-0.0448,0.01672,0.99808,-0.245,0.193,-0.245,6889,58100,82921
1.916,880.50842,944.29016,1700.82092,1820.60242,-0.04443,0.02576,0.99771,0.018,0.21,-0.245,6886,58096,82920
1.916,880.50842,944.29016,1700.43945,1823.80676,-0.04321,0.0343,0.99454,-0.385,0.245,-0.105,6886,58096,82920
1.916,880.50842,944.29016,1700.97351,1820.52612,-0.04309,0.03186,0.99539,-1.19,0.28,-0.07,6886,58100,82919
1.916,880.50842,944.29016,1700.82092,1820.755,-0.04443,0.02466,1.00089,-1.68,0.35,0.0,6886,58100,82919
1.916,880.50842,944.29016,1700.74463,1820.8313,-0.04602,0.01929,1.00052,-1.54,0.368,-0.018,6886,58102,82922
1.916,880.58472,944.29016,1700.97351,1820.755,-0.04456,0.01965,0.99808,-0.98,0.14,-0.14,6886,58102,82922
1.916,880.58472,944.29016,1700.74463,1820.52612,-0.04285,0.01892,0.9938,-0.735,0.0,-0.105,6885,58099,82920
1.916,880.58472,944.29016,1700.82092,1820.60242,-0.04212,0.01819,0.99564,-0.77,0.018,0.0,6885,58099,82920
1.916,880.58472,944.29016,1701.0498,1820.67871,-0.04395,0.01733,0.99857,-0.788,0.123,-0.07,6882,58098,82919
1.916,880.58472,944.29016,1700.89722,1820.90759,-0.05005,0.02014,1.00015,-0.105,0.333,-0.158,6882,58098,82919
1.916,880.58472,944.67163,1700.82092,1820.90759,-0.04749,0.0221,0.99637,0.123,0.035,-0.333,6883,58099,82917
1.916,880.58472,944.67163,1700.74463,1820.755,-0.04431,0.0221,0.99271,0.088,-0.123,-0.175,6883,58099,82917
1.916,880.58472,944.67163,1700.82092,1820.8313,-0.04248,0.02454,0.99405,0.14,-0.158,-0.105,6886,58098,82914
1.916,880.58472,944.67163,1700.89722,1820.52612,-0.04102,0.02612,0.99429,-0.245,-0.018,-0.14,6886,58098,82914
1.916,880.58472,944.67163,1701.0498,1820.44983,-0.04089,0.02649,0.99539,-0.49,0.088,-0.28,6884,58103,82913
1.916,880.43213,944.67163,1700.89722,1820.67871,-0.03919,0.02661,0.99759,-0.84,0.088,-0.123,6884,58103,82913
1.916,880.43213,944.67163,1700.74463,1820.60242,-0.0365,0.02588,0.99649,-0.77,0.123,-0.21,6884,58100,82915
1.916,880.43213,944.67163,1700.97351,1820.90759,-0.03687,0.02661,0.99527,-0.84,0.123,-0.158,6884,58100,82915
1.916,880.43213,944.67163,1700.82092,1820.67871,-0.03687,0.02832,0.99612,-0.858,0.228,-0.018,6885,58101,82914
1.916,880.43213,944.67163,1700.82092,1820.67871,-0.03711,0.02783,0.99686,-1.173,0.245,0.088,6885,58101,82914
1.916,880.43213,944.51904,1700.97351,1820.44983,-0.03992,0.02405,0.99783,-1.418,0.368,0.315,6885,58100,82914
1.916,880.43213,944.51904,1700.59204,1820.60242,-0.04346,0.02295,0.99954,-1.418,0.28,0.42,6885,58100,82914
1.916,880.43213,944.51904,1700.89722,1820.67871,-0.04431,0.02063,0.99844,-1.243,0.158,0.385,6888,58098,82911
1.916,880.43213,944.51904,1701.0498,1820.67871,-0.04541,0.02002,1.00003,-1.085,0.175,0.455,6888,58098,82911
1.916,880.43213,944.51904,1700.89722,1820.755,-0.0481,0.02051,1.00027,-0.84,0.158,0.543,6893,58100,82915
1.916,880.43213,944.51904,1701.0498,1820.60242,-0.04773,0.021,0.99588,-0.228,0.0,0.298,6893,58100,82915
1.916,880.43213,944.51904,1700.97351,1820.90759,-0.04663,0.02246,0.99588,-0.035,0.0,0.35,6893,58100,82913
1.916,880.43213,944.51904,1700.74463,1820.98389,-0.04529,0.02344,0.99576,-0.018,0.053,0.315,6893,58100,82913
1.916,880.43213,944.51904,1700.82092,1820.755,-0.04529,0.02417,0.99808,0.07,-0.018,0.665,6892,58100,82914
1.916,880.43213,944.51904,1700.89722,1821.28906,-0.04492,0.02466,0.99783,-0.14,0.018,0.473,6892,58100,82914
1.916,880.43213,944.82422,1701.0498,1821.28906,-0.04089,0.02319,0.9982,-0.193,-0.298,0.438,6895,58101,82915
1.916,880.43213,944.82422,1700.51575,1820.44983,-0.03967,0.02319,0.99771,-0.193,-0.28,0.385,6895,58101,82915
1.916,880.43213,944.82422,1701.1261,1820.37354,-0.03833,0.02295,0.996,0.035,-0.175,0.403,6896,58104,82911
1.916,880.43213,944.82422,1700.74463,1820.60242,-0.03882,0.02332,0.99661,0.053,0.07,0.42,6896,58104,82911
1.916,880.43213,944.82422,1700.89722,1821.13647,-0.0387,0.02356,0.99722,-0.088,0.07,0.158,6897,58103,82913
1.916,880.7373,944.82422,1701.0498,1820.52612,-0.04163,0.02417,0.9971,-0.018,0.0,0.385,6897,58103,82913
1.916,880.7373,944.82422,1700.82092,1820.44983,-0.04065,0.0249,0.99686,0.0,0.158,0.263,6900,58101,82917
1.916,880.7373,944.82422,1700.89722,1820.52612,-0.04053,0.02551,0.99796,-0.035,0.193,0.035,6900,58101,82917
1.916,880.7373,944.82422,1701.1261,1820.52612,-0.04212,0.02466,0.99783,-0.28,0.28,-0.018,6902,58102,82914
1.916,880.7373,944.82422,1700.82092,1820.37354,-0.04297,0.02441,0.99649,-0.438,0.21,0.07,6902,58102,82914
1.916,880.7373,944.44275,1700.82092,1820.52612,-0.04212,0.02283,0.99503,-0.543,0.018,0.053,6904,58100,82914
1.916,880.7373,944.44275,1701.0498,1820.60242,-0.04126,0.02503,0.9971,-0.525,-0.018,0.07,6904,58100,82914
1.916,880.7373,944.44275,1700.97351,1820.755,-0.04041,0.0249,0.99673,-0.56,0.21,-0.07,6906,58104,82918
1.916,880.7373,944.44275,1700.97351,1820.44983,-0.04138,0.02649,0.9982,-0.49,0.298,-0.018,6906,58104,82918
1.916,880.7373,944.44275,1701.20239,1820.60242,-0.04114,0.02722,0.99661,-0.403,0.123,0.088,6907,58105,82919
1.916,880.43213,944.44275,1700.89722,1820.67871,-0.04212,0.02698,0.99844,-0.193,0.123,0.053,6907,58105,82919
1.916,880.43213,944.44275,1700.89722,1820.52612,-0.04163,0.02722,0.99686,-0.228,0.175,-0.035,6910,58104,82921
1.916,880.43213,944.44275,1701.0498,1820.67871,-0.04028,0.02649,0.99539,-0.228,0.053,0.0,6910,58104,82921
1.916,880.43213,944.44275,1700.89722,1820.60242,-0.04151,0.026,0.99429,-0.28,0.158,-0.105,6911,58109,82924
1.916,880.43213,944.44275,1700.74463,1820.755,-0.04273,0.02503,0.99686,-0.385,0.28,-0.088,6911,58109,82924
1.916,880.43213,944.82422,1701.0498,1820.60242,-0.04505,0.02637,0.99991,-0.613,0.228,-0.105,6913,58101,82914
1.916,880.43213,944.82422,1700.43945,1820.60242,-0.04407,0.02478,0.9971,-0.49,0.053,-0.053,6913,58101,82914
1.916,880.43213,944.82422,1700.82092,1820.52612,-0.04236,0.02466,0.99637,-0.315,-0.07,0.088,6915,58106,82920
1.916,880.43213,944.82422,1700.89722,1820.755,-0.04199,0.02783,0.99869,-0.28,-0.07,0.018,6915,58106,82920
1.916,880.43213,944.82422,1700.74463,1820.755,-0.04138,0.02942,0.9982,-0.263,0.088,0.088,6915,58102,82922
1.916,880.50842,944.82422,1700.97351,1820.60242,-0.04053,0.02649,0.99319,-0.245,0.035,0.105,6915,58102,82922
1.916,880.50842,944.82422,1700.74463,1820.67871,-0.04053,0.02734,0.99527,-0.123,0.053,0.053,6921,58104,82923
1.916,880.50842,944.82422,1700.82092,1820.755,-0.04126,0.02747,0.99429,-0.053,0.018,-0.018,6921,58104,82923
1.916,880.50842,944.82422,1700.74463,1820.60242,-0.04077,0.03076,1.0004,-0.018,0.035,0.193,6923,58106,82927
1.916,880.50842,944.82422,1701.0498,1820.8313,-0.04016,0.02979,0.99991,-0.368,0.245,0.228,6923,58106,82927
1.916,880.50842,944.59534,1701.1261,1820.90759,-0.03931,0.02441,0.99515,-0.665,0.0,0.28,6924,58108,82930
1.916,880.50842,944.59534,1700.66833,1820.60242,-0.03931,0.02441,0.99515,-0.63,0.0,0.28,6924,58108,82930
1.916,880.50842,944.59534,1701.1261,1820.60242,-0.03797,0.02417,0.9938,-0.438,0.018,0.158,6928,58106,82928
1.916,880.50842,944.59534,1700.89722,1820.67871,-0.0398,0.02637,0.99527,-0.385,0.403,0.018,6928,58106,82928
1.916,880.50842,944.59534,1700.82092,1820.60242,-0.04212,0.02795,0.99649,-0.595,0.525,-0.403,6925,58106,82932
1.916,880.58472,944.59534,1700.97351,1820.67871,-0.04358,0.02918,0.99722,-0.578,0.21,-0.158,6925,58106,82932
1.916,880.58472,944.59534,1700.89722,1820.44983,-0.04138,0.02905,0.99686,-0.665,0.123,0.105,6930,58112,82935
1.916,880.58472,944.59534,1700.97351,1820.60242,-0.04004,0.02979,0.99649,-0.98,0.263,-0.105,6930,58112,82935
1.916,880.58472,944.59534,1701.1261,1820.67871,-0.04224,0.0282,0.99686,-0.98,0.228,0.07,6931,58115,82937
1.916,880.58472,944.59534,1700.89722,1820.755,-0.04175,0.02661,0.99612,-0.998,0.315,-0.07,6931,58115,82937
1.916,880.58472,944.44275,1701.0498,1820.52612,-0.04419,0.02698,1.00076,-0.823,0.368,0.018,6936,58113,82940
1.916,880.58472,944.44275,1700.89722,1820.67871,-0.04614,0.0271,1.00015,-0.508,0.263,0.263,6936,58113,82940
1.916,880.58472,944.44275,1700.89722,1820.67871,-0.04199,0.02722,0.99319,-0.35,-0.07,0.298,6937,58112,82932
1.916,880.58472,944.44275,1700.82092,1820.67871,-0.03943,0.02673,0.99551,-0.543,-0.123,0.333,6937,58112,82932
1.916,880.58472,944.44275,1701.1261,1820.60242,-0.03845,0.0282,0.99637,-0.473,0.123,0.193,6932,58106,82918
1.916,880.50842,944.44275,1700.97351,1820.60242,-0.04041,0.02881,0.99857,-0.665,0.14,-0.07,6932,58106,82918
1.916,880.50842,944.44275,1700.66833,1820.44983,-0.03992,0.02686,0.99808,-0.665,0.105,-0.07,6929,58103,82904
1.916,880.50842,944.44275,1700.97351,1820.52612,-0.04053,0.02771,0.99844,-0.473,0.035,0.105,6929,58103,82904
1.916,880.50842,944.44275,1700.89722,1820.67871,-0.04077,0.02954,0.99686,-0.42,0.21,0.035,6922,58099,82897
1.916,880.50842,944.44275,1700.82092,1820.52612,-0.04089,0.03003,0.99319,-0.455,0.228,0.0,6922,58099,82897
1.916,880.50842,944.36646,1700.97351,1820.37354,-0.04126,0.0304,0.99625,-0.858,0.018,0.0,6917,58099,82887
1.916,880.50842,944.36646,1700.59204,1820.67871,-0.04126,0.02905,0.99625,-1.015,0.018,0.035,6917,58099,82887
1.916,880.50842,944.36646,1700.89722,1820.8313,-0.04041,0.02539,0.99612,-1.05,0.28,0.28,6911,58094,82873
