Time(s),Uc1(mV),Uc2(mV),Ut1(mV),Ut2(mV),AccX(g),AccY(g),AccZ(g),GyroX(dps),GyroY(dps),GyroZ(dps),PPG_Green,PPG_Red,PPG_IR
0.626,877.83813,958.09937,1695.63293,1845.93201,-0.06775,-0.02393,0.99478,-1.838,-0.035,-0.21,6071,52546,73167
0.626,877.83813,958.09937,1695.25146,1846.0083,-0.068,-0.02503,0.9971,-2.03,0.158,-0.263,6071,52546,73167
0.626,877.91443,958.09937,1695.02258,1845.93201,-0.06702,-0.02869,0.99503,-2.205,0.368,-0.543,6070,52542,73156
0.626,877.91443,958.09937,1695.17517,1845.85571,-0.06873,-0.02991,0.99417,-1.995,0.56,-0.298,6070,52542,73156
0.626,877.91443,958.09937,1695.09888,1845.85571,-0.07129,-0.02759,0.99612,-1.453,0.648,-0.193,6067,52541,73147
0.626,877.91443,958.09937,1695.17517,1845.85571,-0.0719,-0.02612,0.99649,-1.26,0.753,-0.35,6067,52541,73147
0.626,877.91443,958.09937,1695.63293,1845.93201,-0.07117,-0.02356,0.99612,-1.418,0.805,-0.455,6063,52542,73142
0.626,877.91443,958.17566,1695.25146,1845.85571,-0.07019,-0.02454,0.99234,-1.4,0.823,-0.333,6063,52542,73142
0.626,877.91443,958.17566,1695.09888,1846.0083,-0.073,-0.02503,0.99405,-1.505,0.718,-0.315,6055,52539,73141
0.626,877.91443,958.17566,1695.48035,1846.16089,-0.07239,-0.02759,0.99442,-1.61,0.683,-0.368,6055,52539,73141
0.626,877.91443,958.17566,1695.32776,1846.16089,-0.07154,-0.02759,0.99307,-1.47,0.385,-0.35,6050,52542,73143
0.626,877.91443,958.17566,1695.25146,1846.16089,-0.07202,-0.02795,0.99368,-1.225,0.123,-0.105,6050,52542,73143
0.626,878.2196,958.17566,1695.40405,1846.0083,-0.07056,-0.02722,0.99271,-1.173,-0.07,-0.14,6046,52539,73141
0.626,878.2196,958.17566,1695.02258,1846.16089,-0.07105,-0.02478,0.99637,-1.12,0.035,-0.245,6046,52539,73141
0.626,878.2196,958.17566,1695.25146,1846.23718,-0.07019,-0.02564,0.99551,-1.138,0.088,-0.298,6046,52542,73143
0.626,878.2196,958.17566,1695.86182,1846.31348,-0.06885,-0.02612,0.99478,-1.103,0.018,-0.263,6046,52542,73143
0.626,878.2196,958.17566,1695.40405,1846.16089,-0.06824,-0.0271,0.99503,-1.033,0.123,-0.385,6043,52540,73140
0.626,878.2196,958.25195,1695.40405,1846.08459,-0.06885,-0.02612,0.99625,-1.033,0.263,-0.298,6043,52540,73140
0.626,878.2196,958.25195,1695.63293,1846.31348,-0.06885,-0.02527,0.99625,-0.928,0.438,-0.42,6038,52539,73140
0.626,878.2196,958.25195,1695.32776,1846.16089,-0.06836,-0.02503,0.99429,-0.945,0.473,-0.385,6038,52539,73140
0.626,878.2196,958.25195,1695.40405,1846.16089,-0.0697,-0.02429,0.99258,-0.998,0.683,-0.333,6040,52539,73141
0.626,878.2196,958.25195,1695.48035,1846.23718,-0.0708,-0.02112,0.99429,-1.12,0.753,-0.333,6040,52539,73141
0.626,877.99072,958.25195,1695.32776,1846.16089,-0.0708,-0.02185,0.99527,-1.383,0.683,-0.35,6038,52541,73145
0.626,877.99072,958.25195,1695.09888,1846.08459,-0.07031,-0.02466,0.99271,-1.523,0.525,-0.14,6038,52541,73145
0.626,877.99072,958.25195,1695.63293,1846.08459,-0.07129,-0.0249,0.99258,-1.733,0.42,-0.228,6035,52540,73142
0.626,877.99072,958.25195,1695.25146,1846.16089,-0.07105,-0.02503,0.99625,-1.768,0.333,-0.105,6035,52540,73142
0.626,877.99072,958.25195,1695.32776,1846.0083,-0.0708,-0.02466,0.99588,-1.82,0.315,-0.14,6036,52538,73142
0.626,877.99072,958.25195,1695.40405,1846.08459,-0.06946,-0.02393,0.99503,-1.75,0.315,-0.28,6036,52538,73142
0.626,877.99072,958.25195,1695.25146,1846.08459,-0.068,-0.02478,0.99368,-1.96,0.368,-0.245,6037,52535,73139
0.626,877.99072,958.25195,1695.32776,1845.93201,-0.06751,-0.02466,0.99368,-2.03,0.543,-0.263,6037,52535,73139
0.626,877.99072,958.25195,1695.70923,1845.93201,-0.06836,-0.02307,0.99515,-2.1,0.735,-0.193,6036,52539,73138
0.626,877.99072,958.25195,1695.25146,1846.0083,-0.06836,-0.02063,0.99356,-2.45,0.963,-0.298,6036,52539,73138
0.626,878.06702,958.25195,1695.09888,1846.16089,-0.0697,-0.0188,0.99319,-2.818,1.015,-0.14,6037,52534,73138
0.626,878.06702,958.25195,1695.40405,1845.93201,-0.06995,-0.01953,0.9921,-3.308,0.963,-0.123,6037,52534,73138
0.626,878.06702,958.25195,1695.32776,1845.93201,-0.06983,-0.02051,0.99551,-3.903,0.98,-0.053,6037,52534,73138
0.626,878.06702,958.25195,1695.32776,1845.93201,-0.07105,-0.02441,0.99527,-4.218,1.015,0.333,6035,52533,73131
0.626,878.06702,958.25195,1695.70923,1845.93201,-0.07178,-0.0293,0.99222,-4.48,0.7,0.455,6035,52533,73131
0.626,878.06702,958.32825,1695.17517,1845.93201,-0.07263,-0.03699,0.99673,-4.288,0.648,0.42,6035,52531,73127
0.626,878.06702,958.32825,1695.02258,1845.93201,-0.07312,-0.03821,0.99905,-3.675,0.718,0.595,6035,52531,73127
0.626,878.06702,958.32825,1695.40405,1845.85571,-0.07581,-0.02844,0.99881,-3.08,0.823,0.525,6037,52526,73126
0.626,878.06702,958.32825,1695.32776,1845.93201,-0.07337,-0.02258,0.9888,-3.08,0.595,0.595,6037,52526,73126
0.626,878.06702,958.32825,1695.25146,1845.93201,-0.06555,-0.01941,0.99783,-3.92,0.035,0.665,6039,52526,73127
0.626,878.14331,958.32825,1695.40405,1845.93201,-0.06848,-0.02075,0.99637,-4.743,0.613,0.875,6039,52527,73117
0.626,878.14331,958.32825,1694.87,1845.93201,-0.07178,-0.02918,0.99417,-5.408,0.945,0.665,6039,52527,73117
0.626,878.14331,958.32825,1695.17517,1845.85571,-0.07288,-0.03735,0.99087,-5.46,0.875,0.753,6039,52527,73117
0.626,878.14331,958.32825,1695.32776,1845.85571,-0.07312,-0.03748,0.99295,-5.355,0.665,0.56,6040,52525,73118
0.626,878.14331,958.32825,1695.09888,1845.70312,-0.07202,-0.03235,0.99503,-4.673,0.403,0.648,6040,52525,73118
0.626,878.14331,957.94678,1695.32776,1845.70312,-0.07202,-0.03198,0.99185,-4.533,0.35,0.788,6043,52519,73112
0.626,878.14331,957.94678,1695.40405,1845.62683,-0.0719,-0.02979,0.99307,-4.725,0.21,0.718,6043,52519,73112
0.626,878.14331,957.94678,1695.02258,1845.77942,-0.07056,-0.03186,0.99527,-4.935,0.0,0.963,6043,52522,73111
0.626,878.14331,957.94678,1695.09888,1845.55054,-0.06787,-0.03577,0.99466,-4.953,-0.07,0.998,6043,52522,73111
0.626,878.14331,957.94678,1695.55664,1845.55054,-0.06482,-0.03198,0.99844,-4.953,0.613,1.243,6048,52513,73106
0.626,877.91443,957.94678,1695.25146,1845.62683,-0.06348,-0.03467,0.99625,-5.18,1.05,1.348,6048,52512,73100
0.626,877.91443,957.94678,1694.87,1845.62683,-0.06275,-0.02271,0.99295,-5.408,1.558,0.893,6048,52512,73100
0.626,877.91443,957.94678,1695.32776,1845.47424,-0.06384,-0.01733,0.98917,-6.458,1.785,1.103,6048,52512,73100
0.626,877.91443,957.94678,1695.17517,1845.47424,-0.06665,-0.02808,0.99124,-8.068,2.048,1.558,6047,52516,73098
0.626,877.91443,957.94678,1695.17517,1845.47424,-0.0697,-0.04419,1.00101,-9.153,2.38,1.488,6047,52516,73098
0.626,877.91443,957.87048,1695.25146,1845.55054,-0.07202,-0.04944,0.99063,-8.908,2.38,1.663,6051,52513,73100
0.626,877.91443,957.87048,1694.94629,1845.39795,-0.07508,-0.05176,0.99258,-8.033,2.415,1.873,6051,52513,73100
0.626,877.91443,957.87048,1695.09888,1845.32166,-0.07898,-0.05457,0.99576,-6.965,2.363,2.03,6055,52514,73101
0.626,877.91443,957.87048,1695.32776,1845.32166,-0.07898,-0.0459,1.00015,-5.828,2.065,1.82,6055,52514,73101
0.626,877.91443,957.87048,1695.17517,1845.32166,-0.07739,-0.04053,0.99222,-5.285,1.855,1.89,6054,52518,73108
0.626,877.99072,957.87048,1695.25146,1845.24536,-0.07678,-0.03919,0.99051,-5.828,1.138,2.31,6054,52521,73107
0.626,877.99072,957.87048,1695.32776,1845.24536,-0.07703,-0.03711,0.99722,-6.248,1.033,1.698,6054,52521,73107
0.626,877.99072,957.87048,1695.09888,1845.24536,-0.07788,-0.04248,0.99429,-6.913,1.05,1.768,6054,52521,73107
0.626,877.99072,957.87048,1695.02258,1845.16907,-0.07849,-0.04736,0.99344,-7.63,0.858,2.293,6058,52518,73104
0.626,877.99072,957.87048,1695.55664,1845.24536,-0.07459,-0.05542,0.98953,-7.875,0.438,2.415,6058,52518,73104
0.626,877.99072,957.7179,1695.09888,1845.01648,-0.07337,-0.05994,0.99759,-6.895,0.123,2.17,6056,52520,73102
0.626,877.99072,957.7179,1694.87,1845.09277,-0.07166,-0.0586,0.9938,-6.3,0.42,2.258,6056,52520,73102
0.626,877.99072,957.7179,1695.17517,1845.09277,-0.07398,-0.06311,0.99442,-5.46,0.473,2.538,6058,52520,73106
0.626,877.99072,957.7179,1695.02258,1845.09277,-0.07276,-0.0603,0.99612,-4.673,0.403,2.643,6058,52520,73106
0.626,877.99072,957.7179,1695.09888,1845.09277,-0.07312,-0.05164,0.99808,-4.358,0.438,1.943,6059,52519,73102
0.626,878.2196,957.7179,1695.55664,1844.86389,-0.07544,-0.0459,0.99075,-4.55,0.98,2.38,6059,52519,73102
0.626,878.2196,957.7179,1695.02258,1845.01648,-0.07508,-0.04724,0.99271,-5.11,0.893,1.82,6061,52520,73103
0.626,878.2196,957.7179,1695.09888,1845.01648,-0.07678,-0.05017,0.99478,-5.968,0.875,1.383,6061,52520,73103
0.626,878.2196,957.7179,1695.48035,1845.01648,-0.07691,-0.05957,0.99454,-6.685,0.683,1.155,6063,52519,73103
0.626,878.2196,957.7179,1695.09888,1845.09277,-0.07544,-0.06787,0.98904,-6.703,0.473,1.4,6063,52519,73103
0.626,878.2196,957.56531,1695.32776,1844.86389,-0.07398,-0.073,0.99405,-5.233,0.053,0.823,6061,52521,73102
0.626,878.2196,957.56531,1695.25146,1844.86389,-0.07276,-0.06934,0.99796,-4.147,0.0,0.77,6061,52521,73102
0.626,878.2196,957.56531,1695.25146,1845.01648,-0.07129,-0.06751,0.99612,-3.273,0.053,0.823,6060,52522,73107
0.626,878.2196,957.56531,1695.17517,1844.86389,-0.07093,-0.06214,0.99698,-2.573,0.175,0.508,6060,52522,73107
0.626,878.2196,957.56531,1695.78552,1844.94019,-0.0697,-0.06238,0.996,-1.698,0.438,0.315,6058,52523,73109
0.626,877.91443,957.56531,1695.25146,1844.94019,-0.07251,-0.04871,0.99283,-2.66,1.155,0.21,6058,52523,73109
0.626,877.91443,957.56531,1695.09888,1844.7876,-0.07239,-0.05457,0.99319,-2.748,1.138,0.088,6060,52520,73106
0.626,877.91443,957.56531,1695.17517,1844.94019,-0.0752,-0.05286,0.99307,-3.273,1.05,0.368,6060,52520,73106
0.626,877.91443,957.56531,1695.17517,1844.86389,-0.07556,-0.05115,0.996,-3.833,0.928,0.49,6060,52520,73110
0.626,877.91443,957.56531,1695.09888,1844.7113,-0.07556,-0.05225,0.99527,-4.41,0.84,0.595,6060,52520,73110
0.626,877.91443,957.6416,1695.17517,1844.7876,-0.06946,-0.05847,0.99503,-5.39,0.735,1.085,6058,52521,73102
0.626,877.91443,957.6416,1694.87,1844.63501,-0.06677,-0.06177,0.99686,-5.618,0.875,1.33,6058,52521,73102
0.626,877.91443,957.6416,1695.17517,1844.7113,-0.0708,-0.06458,0.99576,-5.653,1.295,1.855,6055,52515,73090
0.626,877.91443,957.6416,1695.40405,1844.7113,-0.07227,-0.06043,0.99332,-5.828,1.68,1.645,6055,52515,73090
0.626,877.91443,957.6416,1695.17517,1844.7113,-0.07251,-0.06018,0.99258,-5.898,1.89,1.278,6052,52515,73083
0.626,877.91443,957.6416,1695.09888,1844.7876,-0.07788,-0.06568,0.99454,-5.845,1.925,1.838,6052,52515,73083
0.626,877.91443,957.6416,1695.40405,1844.86389,-0.07727,-0.06323,0.99319,-5.688,1.925,2.013,6045,52514,73083
0.626,877.91443,957.6416,1695.25146,1844.86389,-0.07361,-0.06189,0.99014,-5.828,1.61,1.908,6045,52514,73083
0.626,877.91443,957.6416,1695.32776,1844.86389,-0.07556,-0.06604,0.99197,-5.915,1.225,2.73,6039,52514,73085
0.626,877.91443,957.6416,1695.55664,1844.86389,-0.0708,-0.05957,0.99539,-6.51,1.68,2.713,6039,52514,73085
0.626,877.91443,957.7179,1695.32776,1844.86389,-0.06897,-0.07044,0.99307,-6.843,2.345,2.905,6033,52515,73089
1.862,877.91443,957.7179,1694.94629,1844.86389,-0.07459,-0.07349,0.9888,-6.895,2.59,3.36,6033,52515,73089
1.862,877.91443,957.7179,1695.17517,1844.94019,-0.07141,-0.05933,0.99503,-8.033,2.975,3.028,6029,52517,73101
1.862,877.91443,957.7179,1695.09888,1845.16907,-0.07617,-0.07617,0.99442,-7.193,2.1,3.798,6029,52517,73101
1.862,877.91443,957.7179,1695.17517,1844.86389,-0.07886,-0.06946,0.99649,-7.665,2.24,3.64,6026,52522,73107
1.862,878.2196,957.7179,1695.78552,1844.7113,-0.08203,-0.06824,0.99136,-8.435,3.745,3.063,6026,52522,73107
1.862,878.2196,957.7179,1694.94629,1844.7876,-0.07959,-0.07996,0.98831,-7.945,3.045,3.098,6022,52524,73108
1.862,878.2196,957.7179,1695.09888,1844.7113,-0.07837,-0.06861,0.9949,-6.353,0.718,4.06,6022,52524,73108
1.862,878.2196,957.7179,1695.48035,1844.7876,-0.08301,-0.05884,0.99295,-8.453,3.29,3.098,6021,52518,73112
1.862,878.2196,957.7179,1695.02258,1844.7113,-0.08167,-0.0813,0.99222,-8.628,3.063,3.15,6021,52518,73112
1.862,878.2196,957.56531,1695.02258,1844.63501,-0.08081,-0.10743,0.98465,-7.455,1.523,3.955,6019,52523,73126
1.862,878.2196,957.56531,1695.09888,1844.7113,-0.08399,-0.11414,0.99466,-5.303,0.385,3.973,6019,52523,73126
1.862,878.2196,957.56531,1695.17517,1844.63501,-0.08338,-0.05945,0.99344,-5.338,2.835,2.783,6018,52526,73131
1.862,878.2196,957.56531,1695.17517,1844.63501,-0.08301,-0.0719,0.99332,-6.738,2.223,3.028,6018,52526,73131
1.862,878.2196,957.56531,1695.70923,1844.63501,-0.07959,-0.08985,0.99332,-7.42,1.978,3.273,6016,52527,73139
1.862,877.91443,957.56531,1695.32776,1844.63501,-0.07666,-0.09754,0.99002,-7.018,1.488,4.095,6016,52527,73139
1.862,877.91443,957.56531,1695.02258,1844.63501,-0.07959,-0.10193,0.99014,-5.093,0.21,4.725,6016,52530,73146
1.862,877.91443,957.56531,1695.55664,1844.63501,-0.08203,-0.07117,0.99454,-5.793,2.083,2.293,6016,52530,73146
1.862,877.91443,957.56531,1695.25146,1844.63501,-0.08606,-0.09143,0.99136,-6.003,2.573,1.523,6014,52531,73151
1.862,877.91443,957.56531,1695.25146,1844.55872,-0.08338,-0.09705,0.99332,-6.23,2.328,1.61,6014,52531,73151
1.862,877.91443,957.56531,1695.40405,1844.7876,-0.08203,-0.094,0.99149,-5.81,1.925,2.118,6013,52530,73158
1.862,877.91443,957.56531,1694.87,1844.63501,-0.0824,-0.09217,0.99246,-5.023,1.61,2.468,6013,52530,73158
1.862,877.91443,957.56531,1695.17517,1844.55872,-0.08399,-0.09436,0.99185,-4.025,1.033,2.468,6016,52533,73161
1.862,877.91443,957.56531,1695.48035,1844.55872,-0.08106,-0.09119,0.99271,-4.095,1.103,2.013,6016,52533,73161
1.862,877.91443,957.56531,1695.17517,1844.48242,-0.07886,-0.09046,0.99283,-3.885,1.173,1.75,6013,52537,73165
1.862,877.91443,957.56531,1695.25146,1844.63501,-0.08142,-0.08887,0.99417,-4.025,1.313,1.523,6013,52537,73165
1.862,877.91443,957.56531,1695.32776,1844.55872,-0.0824,-0.09339,0.99149,-4.078,1.365,1.505,6011,52539,73170
1.862,877.91443,957.56531,1695.17517,1844.63501,-0.08301,-0.09558,0.99112,-3.85,1.418,1.505,6011,52539,73170
1.862,877.91443,957.56531,1695.09888,1844.63501,-0.08289,-0.09729,0.9921,-2.958,1.225,1.47,6012,52535,73178
1.862,877.91443,957.56531,1695.48035,1844.55872,-0.08448,-0.09461,0.99442,-2.783,1.12,1.033,6012,52535,73178
1.862,877.91443,957.56531,1695.17517,1844.40613,-0.0835,-0.09803,0.99173,-2.433,1.015,0.998,6013,52535,73183
1.862,877.91443,957.56531,1694.87,1844.55872,-0.08411,-0.09742,0.99161,-2.03,0.98,0.98,6013,52535,73183
1.862,877.91443,957.56531,1695.48035,1844.40613,-0.08252,-0.09571,0.98978,-2.03,0.91,0.648,6013,52540,73191
1.862,877.91443,957.56531,1695.17517,1844.55872,-0.08191,-0.09449,0.99307,-1.89,0.788,0.385,6013,52540,73191
1.862,877.91443,957.56531,1695.09888,1844.48242,-0.08167,-0.0951,0.99124,-1.838,0.823,0.263,6015,52539,73190
1.862,878.06702,957.56531,1695.25146,1844.32983,-0.08484,-0.09412,0.99332,-1.768,0.98,0.123,6015,52539,73190
1.862,878.06702,957.56531,1694.94629,1844.63501,-0.0857,-0.09497,0.99173,-1.47,1.103,-0.123,6017,52537,73193
1.862,878.06702,957.56531,1695.02258,1844.7113,-0.08753,-0.09375,0.9938,-1.26,1.05,-0.315,6017,52537,73193
1.862,878.06702,957.56531,1695.40405,1844.7113,-0.08545,-0.09412,0.9899,-0.98,0.648,-0.525,6019,52537,73197
1.862,878.06702,957.56531,1695.02258,1844.63501,-0.08643,-0.09485,0.9899,-0.7,0.42,-0.438,6019,52537,73197
1.862,878.06702,957.41272,1695.17517,1844.48242,-0.08594,-0.09693,0.99161,-0.49,0.28,-0.683,6018,52538,73198
1.862,878.06702,957.41272,1695.09888,1844.48242,-0.0857,-0.1001,0.99075,-0.018,0.07,-0.77,6018,52538,73198
1.862,878.06702,957.41272,1695.02258,1844.48242,-0.08472,-0.10157,0.99234,0.455,-0.245,-0.893,6020,52538,73198
1.862,878.06702,957.41272,1694.94629,1844.55872,-0.08277,-0.09754,0.99246,1.33,-0.368,-0.823,6020,52538,73198
1.862,878.06702,957.41272,1695.55664,1844.40613,-0.08228,-0.09204,0.99295,1.75,-0.315,-0.84,6021,52538,73196
1.862,877.76184,957.41272,1695.09888,1844.48242,-0.08264,-0.08777,0.99319,1.943,-0.385,-0.91,6021,52538,73196
1.862,877.76184,957.41272,1694.94629,1844.32983,-0.08191,-0.08448,0.99087,1.82,-0.42,-0.91,6023,52533,73194
1.862,877.76184,957.41272,1695.40405,1844.25354,-0.08069,-0.08252,0.99258,1.47,-0.385,-0.91,6023,52533,73194
1.862,877.76184,957.41272,1695.17517,1844.40613,-0.08203,-0.08606,0.99271,1.05,-0.088,-1.068,6026,52530,73191
1.862,877.76184,957.41272,1695.02258,1844.32983,-0.08228,-0.08643,0.99149,0.963,0.018,-1.085,6026,52530,73191
1.862,877.76184,957.48901,1695.09888,1844.40613,-0.0824,-0.08789,0.99087,0.823,-0.018,-1.05,6027,52531,73190
1.862,877.76184,957.48901,1694.87,1844.32983,-0.08289,-0.08667,0.99319,0.945,0.053,-1.138,6027,52531,73190
1.862,877.76184,957.48901,1694.94629,1844.32983,-0.0824,-0.08753,0.99307,0.788,0.0,-0.98,6028,52529,73193
1.862,877.76184,957.48901,1695.32776,1844.48242,-0.08338,-0.08692,0.99283,0.823,-0.07,-1.085,6028,52529,73193
1.862,877.76184,957.48901,1695.17517,1844.40613,-0.08106,-0.08814,0.99222,0.998,-0.158,-1.033,6032,52530,73185
1.862,877.91443,957.48901,1695.02258,1844.40613,-0.08179,-0.08814,0.99295,1.085,-0.175,-1.365,6032,52530,73185
1.862,877.91443,957.48901,1695.32776,1844.40613,-0.08325,-0.08618,0.99429,1.4,-0.21,-1.278,6033,52529,73185
1.862,877.91443,957.48901,1695.09888,1844.48242,-0.08399,-0.0846,0.99258,1.488,-0.298,-1.033,6033,52529,73185
1.862,877.91443,957.48901,1695.09888,1844.40613,-0.08252,-0.08203,0.99149,1.453,-0.42,-1.173,6037,52530,73185
1.862,877.91443,957.48901,1695.40405,1844.48242,-0.08191,-0.08008,0.99161,1.785,-0.7,-0.823,6037,52530,73185
1.862,877.91443,957.33643,1695.09888,1844.40613,-0.08069,-0.07752,0.99173,1.663,-0.718,-0.875,6039,52527,73186
1.862,877.91443,957.33643,1694.7937,1844.48242,-0.07788,-0.07654,0.99014,1.575,-0.753,-0.735,6039,52527,73186
1.862,877.91443,957.33643,1695.02258,1844.55872,-0.07617,-0.07154,0.99271,1.138,-0.613,-0.473,6041,52527,73188
1.862,877.91443,957.33643,1694.87,1844.40613,-0.07129,-0.06995,0.99515,0.508,-0.333,-0.508,6041,52527,73188
1.862,877.91443,957.33643,1695.02258,1844.48242,-0.07215,-0.0708,0.9949,-1.225,0.98,-0.368,6044,52526,73186
1.862,877.91443,957.33643,1695.17517,1844.32983,-0.07508,-0.07495,0.99222,-1.82,1.575,-0.21,6044,52526,73186
1.862,877.91443,957.33643,1694.71741,1844.40613,-0.07813,-0.08069,0.99368,-2.205,1.978,-0.21,6046,52525,73191
1.862,877.91443,957.33643,1694.94629,1844.55872,-0.08228,-0.08435,0.99344,-2.363,2.118,-0.228,6046,52525,73191
1.862,877.91443,957.33643,1695.25146,1844.40613,-0.08509,-0.08582,0.99637,-2.083,2.1,-0.14,6050,52524,73200
1.862,877.91443,957.33643,1694.64111,1844.55872,-0.08814,-0.08448,0.99173,-1.085,1.365,0.0,6050,52524,73200
1.862,877.91443,957.26013,1694.87,1844.55872,-0.08594,-0.08399,0.9899,-0.858,0.753,-0.158,6049,52528,73202
1.862,877.91443,957.26013,1694.94629,1844.55872,-0.08545,-0.08228,0.99258,-0.788,0.228,-0.123,6049,52528,73202
1.862,877.91443,957.26013,1694.94629,1844.40613,-0.08179,-0.0846,0.99051,-0.683,0.035,-0.228,6051,52528,73188
1.862,877.91443,957.26013,1694.87,1844.55872,-0.08264,-0.08386,0.99161,-0.473,0.07,-0.298,6051,52528,73188
1.862,877.91443,957.26013,1695.32776,1844.48242,-0.08155,-0.08618,0.99503,-0.158,0.0,-0.473,6048,52526,73183
1.862,877.83813,957.26013,1695.02258,1844.63501,-0.08338,-0.08386,0.99393,0.35,-0.28,-0.455,6048,52526,73183
1.862,877.83813,957.26013,1694.87,1844.40613,-0.08118,-0.08289,0.99087,0.788,-0.49,-0.368,6047,52521,73180
1.862,877.83813,957.26013,1695.09888,1844.40613,-0.07959,-0.07984,0.99442,1.225,-0.595,-0.438,6047,52521,73180
1.862,877.83813,957.26013,1694.94629,1844.48242,-0.07776,-0.07605,0.99258,1.225,-0.665,-0.63,6042,52523,73175
1.862,877.83813,957.26013,1695.02258,1844.55872,-0.07886,-0.07312,0.99527,0.998,-0.473,-0.49,6042,52523,73175
1.862,877.83813,957.48901,1695.02258,1844.63501,-0.08203,-0.07593,0.9921,0.333,-0.105,-0.648,6037,52519,73171
1.862,877.83813,957.48901,1694.7937,1844.55872,-0.08277,-0.07837,0.98953,0.403,-0.053,-0.77,6037,52519,73171
1.862,877.83813,957.48901,1695.09888,1844.55872,-0.08386,-0.07837,0.99442,0.508,-0.245,-0.77,6035,52522,73172
1.862,877.83813,957.48901,1695.32776,1844.48242,-0.08142,-0.07849,0.9921,0.718,-0.473,-0.578,6035,52522,73172
1.862,877.83813,957.48901,1695.02258,1844.48242,-0.08106,-0.07862,0.99173,0.98,-0.718,-0.56,6035,52524,73172
1.862,877.91443,957.48901,1695.09888,1844.48242,-0.07898,-0.07324,0.9938,1.05,-0.595,-0.56,6035,52524,73172
1.862,877.91443,957.48901,1695.25146,1844.55872,-0.07874,-0.07068,0.99588,0.91,-0.473,-0.718,6034,52522,73172
