time_s,ref_bpm,fft_bpm,final_bpm,is_motion,used_adaptive
9.5,58.0,57.861328125,57.861328125,0.0,0.0
10.5,58.0,57.861328125,57.861328125,0.0,0.0
11.5,58.0,57.861328125,57.861328125,0.0,0.0
12.5,58.0,58.04443359375,58.04443359375,0.0,0.0
13.5,58.0,58.2275390625,58.2275390625,0.0,0.0
14.5,58.0,58.2275390625,58.2275390625,0.0,0.0
15.5,58.63407188628442,59.326171875,59.326171875,0.0,0.0
16.5,60.308982114779525,59.826171875,59.826171875,0.0,0.0
17.5,62.032822037225486,60.326171875,60.326171875,0.0,0.0
18.5,62.85791180873038,60.5234375,60.5234375,0.0,0.0
19.5,63.0,60.5234375,60.5234375,0.0,0.0
20.5,62.57894846323698,60.5234375,60.5234375,0.0,0.0
21.5,62.07894846323698,60.5234375,60.5234375,0.0,0.0
22.5,62.00000000000001,60.5234375,60.5234375,0.0,0.0
23.5,61.03412088524348,60.05859375,60.05859375,0.0,0.0
24.5,60.03412088524348,60.05859375,60.05859375,0.0,0.0
25.5,60.0,60.05859375,60.05859375,0.0,0.0
26.5,60.0,60.05859375,60.05859375,0.0,0.0
27.5,60.94987116786952,60.05859375,60.05859375,0.0,0.0
28.5,62.78711280267522,60.55859375,60.55859375,0.0,0.0
29.5,64.19519014867524,61.05859375,61.05859375,0.0,0.0
30.5,65.23673396216516,61.55859374999999,61.55859374999999,0.0,0.0
31.5,65.87878544829562,62.05859374999999,62.05859374999999,0.0,0.0
32.5,66.0,62.55859374999999,62.55859374999999,0.0,0.0
33.5,66.0,62.720703125,62.720703125,0.0,0.0
34.5,66.0,62.720703125,62.720703125,0.0,0.0
35.5,65.51706037155411,62.720703125,62.720703125,0.0,0.0
36.5,64.51706037155411,62.720703125,62.720703125,0.0,0.0
37.5,63.98316950226672,63.058593749999986,63.058593749999986,0.0,0.0
38.5,63.61889576980913,63.1220703125,63.1220703125,0.0,0.0
39.5,63.77043677891936,63.1220703125,63.1220703125,0.0,0.0
40.5,64.63471051137695,63.1220703125,63.1220703125,0.0,0.0
41.5,65.3580443085689,63.1220703125,63.1220703125,0.0,0.0
42.5,66.23683813699344,63.6220703125,63.6220703125,0.0,0.0
43.5,66.87879382842453,64.1220703125,64.1220703125,0.0,0.0
44.5,66.5796057052469,65.0166015625,65.0166015625,0.0,0.0
45.5,65.63734656945076,65.0166015625,65.0166015625,0.0,0.0
46.5,64.59557972158186,65.0166015625,65.0166015625,0.0,0.0
47.5,64.037838857378,65.5166015625,65.5166015625,0.0,0.0
48.5,64.0,66.0166015625,66.0166015625,0.0,0.0
49.5,64.01722621189282,65.5166015625,65.5166015625,0.0,0.0
50.5,64.38161509796583,65.185546875,65.185546875,0.0,0.0
51.5,64.86438888607302,65.185546875,65.185546875,0.0,0.0
52.5,65.0,65.185546875,65.185546875,0.0,0.0
53.5,64.64276522314576,65.91796875,65.91796875,0.0,0.0
54.5,64.52198504217831,65.91796875,65.91796875,0.0,0.0
55.5,64.87921981903256,65.91796875,65.91796875,0.0,0.0
56.5,65.0,65.185546875,65.185546875,0.0,0.0
57.5,65.0,64.453125,64.453125,0.0,0.0
58.5,65.0,64.0869140625,64.0869140625,0.0,0.0
59.5,65.0,64.0869140625,64.0869140625,0.0,0.0
60.5,64.99607955432916,63.720703125,63.720703125,0.0,0.0
61.5,64.49607955432916,63.3544921875,63.3544921875,0.0,0.0
62.5,64.0,62.98828125,62.98828125,0.0,0.0
63.5,64.0,62.98828125,62.98828125,0.0,0.0
64.5,64.0,62.755859375,62.755859375,0.0,0.0
65.5,64.0,62.755859375,62.755859375,1.0,0.0
66.5,64.18944338411626,62.755859375,64.0869140625,1.0,1.0
67.5,64.63926749693402,62.755859375,64.453125,1.0,1.0
68.5,67.79071939789006,62.755859375,65.91796875,1.0,1.0
69.5,74.81312352657798,62.755859375,74.91796875,1.0,1.0
70.5,80.8586403798746,62.755859375,83.8623046875,1.0,1.0
71.5,83.36988944351685,62.755859375,90.087890625,1.0,1.0
72.5,84.98727746744655,64.453125,90.087890625,1.0,1.0
