time_s,aligned_time_s,ppg_bandpassed,filtered_final,stage_1,stage_2,reference_1,reference_2
106.0,110.5,-88.19916915476806,0.0,0.0,0.0,1.13284040455763,0.503696498025884
106.02,110.52,-88.58484027813388,-2.7319818905589335,-2.4372118066571082,-2.7319818905589335,0.770551537952937,0.3410004099567403
106.04,110.54,-82.5224765603177,-2.4742267223321868,-2.232471688847067,-2.4742267223321868,0.3822008865907877,0.18703408764545515
106.06,110.56,-70.52606966143337,-2.122451625691079,-1.9118413705990045,-2.122451625691079,0.037005335734313444,0.06146369758816871
106.08,110.58,-53.770380844250745,-1.652048944019754,-1.4748171750629575,-1.652048944019754,-0.22332395492713558,-0.03090053979610992
106.1,110.6,-33.941185485790385,-1.077836450378368,-0.9462410966007323,-1.077836450378368,-0.3940253395459718,-0.09923104936392427
106.12,110.62,-12.957525260016723,-0.4526286185882894,-0.3754210536915508,-0.4526286185882894,-0.5020708805746239,-0.15965874709071892
106.14,110.64,7.360591634751403,0.15812967891839097,0.18146057982990388,0.15812967891839097,-0.5896169561327593,-0.22596538777518346
106.16,110.66,25.57129128374881,0.6983018899059416,0.6774350552382334,0.6983018899059416,-0.6934293330711631,-0.3025102547143118
106.18,110.68,40.74414821582917,1.1286208991231852,1.080622690839673,1.1286208991231852,-0.8281437644186764,-0.38226260266418627
106.2,110.7,52.414340460898195,1.4258368304054483,1.3727400255333697,1.4258368304054483,-0.9790982320112612,-0.4501273407379515
106.22,110.72,60.398830921661926,1.5822816282022556,1.546121559422882,1.5822816282022556,-1.1069450925616238,-0.48950737077293505
106.24,110.74,64.57286471051601,1.608270999867194,1.6030913961222213,1.608270999867194,-1.162239361568468,-0.489120272303428
106.26,110.76,64.719205140775,1.5307726338744847,1.5562062079038403,1.5307726338744847,-1.1046724504763996,-0.4475275425391038
106.28,110.78,60.525258056633064,1.3804759243985112,1.423378092194128,1.3804759243985112,-0.9198986203217872,-0.3740863968031902
106.3,110.8,51.73204971706208,1.1717889532018952,1.2166225533073343,1.1717889532018952,-0.627873437253922,-0.2864131875563651
106.32,110.82,38.36945882674189,0.8925541389380346,0.9337700732891294,0.8925541389380346,-0.2798724208496921,-0.20550136534660082
106.34,110.84,20.97611364590571,0.515184480801854,0.5636796706176095,0.515184480801854,0.054613184571364805,-0.15014704341723323
106.36,110.86,0.7122467382251564,0.02346951009018461,0.10388942965107613,0.02346951009018461,0.3067073117818081,-0.13223443715836267
106.38,110.88,-20.68133823813733,-0.5642192857722272,-0.42296567402856944,-0.5642192857722272,0.42689370440280605,-0.15387360458687258
106.4,110.9,-41.071676829787826,-1.1922645408979557,-0.9682762555242616,-1.1922645408979557,0.3982823206663602,-0.20675676727052805
106.42,110.92,-58.22574697697981,-1.7828593701784954,-1.470830023379431,-1.7828593701784954,0.2407401136850538,-0.2737760754518374
106.44,110.94,-70.14841450407773,-2.2515600399837243,-1.8689093259612055,-2.2515600399837243,0.00474102530960731,-0.33284840132426036
106.46,110.96,-75.40740719656479,-2.5186896864120984,-2.1046199339637175,-2.5186896864120984,-0.24332445109107284,-0.3625313612394755
106.48,110.98,-73.38812711827272,-2.52767143758815,-2.131577412867053,-2.52767143758815,-0.44001745468055486,-0.3481800456775117
106.5,111.0,-64.42466808096198,-2.2687324179473083,-1.9327194585211656,-2.2687324179473083,-0.5421654486850347,-0.2866181588931252
106.52,111.02,-49.76565711768683,-1.7862492703729043,-1.5345435674452703,-1.7862492703729043,-0.5375001905644515,-0.18737449155593786
106.54,111.04,-31.36083243785991,-1.1595459975170688,-1.0009332941746263,-1.1595459975170688,-0.4458106721559497,-0.06969982752532537
106.56,111.06,-11.496281144880728,-0.4761277505139548,-0.4110477255043449,-0.4761277505139548,-0.31072490186645146,0.043731341360069446
106.58,111.08,7.645905777979285,0.183245196630936,0.16086768747687982,0.183245196630936,-0.1847328485942204,0.13419431363042927
106.6,111.1,24.38994579684424,0.7521961493714886,0.656847025665151,0.7521961493714886,-0.11173869798998151,0.19271024225518946
106.62,111.12,37.80996862527476,1.1894612785143224,1.0423492482142926,1.1894612785143224,-0.11223330823364117,0.22216387771285892
106.64,111.14,47.735114947183185,1.4872092580719376,1.3099467151519826,1.4872092580719376,-0.17588734474921958,0.2348942190054455
106.66,111.16,54.51969008050942,1.6659289466416785,1.4751006479403102,1.6659289466416785,-0.26460512466313507,0.24653079649449552
106.68,111.18,58.67258640027164,1.7578858582361112,1.5643303684712722,1.7578858582361112,-0.3258313220790093,0.2683766748037455
106.7,111.2,60.494391262867936,1.7902176540789358,1.6018368050876723,1.7902176540789358,-0.3120375154909202,0.30140248707728073
106.72,111.22,59.86465601355201,1.7741063907863046,1.5990138163821441,1.7741063907863046,-0.19951712086930204,0.3343947677647295
106.74,111.24,56.26183663371665,1.7006785517968641,1.5480842090144462,1.7006785517968641,0.0006296320595769681,0.3471468262240957
106.76,111.26,49.01070400676196,1.544618239592923,1.4223680743339353,1.544618239592923,0.24389136323348226,0.31759426884559805
106.78,111.28,37.667612306011236,1.2768233976069125,1.187497650925989,1.2768233976069125,0.466265386248305,0.2303600768617686
106.8,111.3,22.399591609819137,0.8824616035472933,0.8229625557466261,0.8824616035472933,0.6060087210819224,0.08373959927992092
106.82,111.32,4.208686986310962,0.37495237733135134,0.34198967970652383,0.37495237733135134,0.6251582131578417,-0.1072875641186792
106.84,111.34,-15.09517918138893,-0.20059978200378314,-0.20590111549086784,-0.20059978200378314,0.5226439732984177,-0.3131581957443608
106.86,111.36,-33.17885766808549,-0.7712618447948055,-0.7495978675450637,-0.7712618447948055,0.334288180494507,-0.4964853005962187
106.88,111.38,-47.643834924428894,-1.2459284815246863,-1.2126393734053065,-1.2459284815246863,0.12029267360641463,-0.6215533833000382
106.9,111.4,-56.52156904721693,-1.5396997921245903,-1.524049147000217,-1.5396997921245903,-0.054603020908744096,-0.66369258714734
106.92,111.42,-58.67210588022685,-1.6088293108232485,-1.6313348341479577,-1.6088293108232485,-0.1410463358625937,-0.6156156082992074
106.94,111.44,-53.9925400185736,-1.465617939915512,-1.5164915163136725,-1.465617939915512,-0.11866212420736624,-0.4887524088929152
106.96,111.46,-43.397958236117404,-1.1572460115149337,-1.2026526073460118,-1.1572460115149337,0.00016418811490888228,-0.3093508120408407
106.98,111.48,-28.592799174422854,-0.7360837667939312,-0.7453140723916735,-0.7360837667939312,0.1761913002908364,-0.11098943880624648
107.0,111.5,-11.698188571212091,-0.2523102025029008,-0.2171679207214952,-0.2523102025029008,0.3560251572761986,0.07367596952844459
107.02,111.52,5.166332313673087,0.23745876459388426,0.30526221814132415,0.23745876459388426,0.4875179413137133,0.2192597031885133
107.04,111.54,20.24106034808241,0.6719609768060442,0.7550943817942202,0.6719609768060442,0.5338726022106278,0.31076788608721356
107.06,111.56,32.34316315696492,1.0049345124501048,1.0892385748575906,1.0049345124501048,0.4832362424013006,0.3438260663281084
107.08,111.58,40.90910391837192,1.2221881659692941,1.29512728990995,1.2221881659692941,0.3516040089501733,0.3232548434394833
107.1,111.6,45.88227651494474,1.3372382970355665,1.3842340233029895,1.3372382970355665,0.17822219726861172,0.2610881663591966
107.12,111.62,47.50811585336151,1.372095226487517,1.378477538877399,1.372095226487517,0.014519916168943542,0.17444403761537564
107.14,111.64,46.11973119508916,1.3417908889951449,1.2996857929773766,1.3417908889951449,-0.09039446354678499,0.08315615720185458
107.16,111.66,41.9894184463779,1.250374882966227,1.1651227431684001,1.250374882966227,-0.10331137866023342,0.007048876015743543
107.18,111.68,35.28758078234796,1.093787662181349,0.9857923892017858,1.093787662181349,-0.015415775857041028,-0.03700310624522311
